"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",1.77,1.19,6,2,3,5.35,1,1.2,1,0.85,107.41,7.62,67,2.49,18,7,1,10.88,49,13,121,23,22,3,4,2.99,51,3.65,0,0,0.87,4,1,1,16.78,7,4,0.12,1,2,2,268,2,0,3,0,4,24,23,4,0,2,7,5,1,2.76,1.29,27,11,2,1.88,34,0.19,97,0.36,1,6,19,0.15,0.87,37,170.15,6,5.96,0.08,0.03,3.73,0.85,2,0
"2",1,1.4,17,19,23,6,7.57,2.91,4.87,1,31,1,19,26,11,62,5,3.5,163,14,334.73,47,108,1,1,1.06,208,2,0,0,0.82,11,3,19.43,19.71,3,77,1,0.02,27,3,55,20.97,2.14,2,0,2,1,82,1.36,1,6,2,35,9,7.74,3,25,24.47,12,0.46,2,1,31,0.43,9,23,16,1.11,0.97,11,100,0.35,0.27,1.73,3.57,10,1,48,0
"3",26,1,4,54,40,2.34,1,7.12,2,1.21,23,2.7,50,8,5.93,23.7,14,2,7,42,338,10,37,4.71,25.04,4,602.66,5.19,1.56,1,3.26,32.69,4,5,1,27,90.65,6,1,14.12,3,86,198,2.59,17.21,3.65,15,79,4,1,4.32,2,3,7,15,2,3.13,15,13,4,1,4,1.67,55.49,0.52,15.05,3,10,1.88,0.61,12,242,3,1,6.34,1,22,1.21,27,1
"4",54,1.19,3,2,1,0,0.19,5.61,0.05,0.65,4.35,8,113,15,0.02,1,8.25,0.19,2,7,19.83,7,5,13,0.24,5,2.79,0,0,0,4,3,0,0.18,2.34,1,13.54,1,0,5,0.23,9,3,0,0.01,0.1,47,19,0.31,1,0,0.66,0.09,4,9.88,4,9,3.59,70,16,2,1.82,4,15,0.28,1.02,37,12.69,13,5.69,8.81,1.51,5,0,6,0,16,0.65,7,0
"5",67,0.99,3,8,2,0.01,0,0.09,2,0.53,2,2,100,4,1.97,0.85,0.34,0,34.61,1.7,138,1,9.79,22,1.87,5,7,0.01,0.68,0,14,2,0.01,0.77,0.87,134,4,1.21,0,3,1,79,7,1,0.41,0.23,8,15,0.8,3,1.9,1,0.15,1,6.16,4,2,1.69,12.47,26.85,0.72,2,5,9,0.23,0.31,0.02,21,12,4,21,76,4,2,2,1.9,36,0.53,0.74,0
"6",25,0.66,1,1.55,5,0,0,0.29,0.37,0.36,1,10,49,7,0,0.01,1,0,0.41,17,72,0.65,1,15,1,8,1.53,0.01,0,0,4,0.03,0,0.01,0.03,1,11,2,0,3.14,1,23.01,1,0,0.06,1,19,10.02,8,1,0,3,0.12,0.46,1,1,4,29,11,9,1,1.75,4,3.05,0.15,2,3,2,8,3,8,0,12,0,14,0,108,0.36,2.06,0
"7",46,1.19,2.09,8,2.61,0,0,1,1,1,0.32,1,87,30,18.3,0.18,0.06,0.01,11.58,0.12,49,0.09,13.21,110,0.02,4,27,0,1.08,0.86,3,0.01,1,0.03,0.16,22,2.85,2,0,12.78,0,13.99,1,2.14,2,0.25,44,37,0.33,1,1,2,0.07,1,13,5,2,41,30,25,1,54,1,6.51,0.43,0.1,1,2.78,6,7,10,108,3,2,5,0.67,71,1,0.78,0
"8",43,0.48,10.81,1,1,0,0.05,3.09,1,0.26,11,14,42,24,0.22,0.23,2,0.05,29,12.9,129,10,4,27,0.02,2.82,63.94,0,0,0,4,3,1,5,0.02,28,1,4,0,6.72,0.01,115.67,11.44,0,0.1,0.6,33,39,6.58,1.94,0,6,0.48,0.24,31,2,6,7.85,103,6,1,34,2,3,0.11,3,2,11.08,2,3,2,0.03,2,0.15,3,0.03,4,0.26,4.02,0
"9",51.73,1.19,3,5,28,2,1,1,14,1,127,5.69,64.81,11,1,5,3,1,38,10,5,34.59,150,1,38.55,1,18,4.68,0,0,3.35,2,0.24,7,21.51,32,9,0.1,1,2,12,1,118,0,27.69,0,16,22,5,3.02,0.15,27.13,15,8,13,1,2,76,4,58,2.44,64,0.18,38,0.47,1.94,52,16,0.07,3.79,7,27,5,1,1,0,1,1,22,0
"10",43,1.19,2,7.59,4.17,0.01,2,0.23,2.26,1.17,9,8,119,17,0,0.18,1.41,0.03,1,17.01,281,1,36,12,16,2,24.44,0.01,1.5,1,3,0.6,0.01,0,0.29,15,1,3.04,0.46,8,1,6,4.78,1.04,1,0.85,42,14,9.87,1,4.17,13,0.27,3.57,11,4,8,1,21,18.91,6,4.04,4.68,3,0.5,0.82,0.46,11,7,1,47,0,3,0,12,0,50,1.17,3,0.02
"11",7,1.37,3,1,4.75,0.08,1,0.04,0.31,0.74,5,3,33,25,11,1.03,0.99,0.11,11.92,3,63,1,36.51,7,1.39,6,49,0,0.95,0,5.04,0.11,0.05,0.14,14.6,13,11,2,0,3,0,13,3,1,3,1,20,59,2.07,2.51,2.64,10,0.28,2.15,2,3,7,1.34,51,29,2,9,3,17.35,0.32,4.77,0.04,2,5,15,2,0.01,4,0.13,3.95,2.64,51,0.74,88,0
