"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2,0,0,0,0,0,0,0,2,0,0,0.19,0,0.26,0.01,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.3,2,0,0,0,0,1,0,0,15,0,0.17,0,6,2,2,1,0,0,0.01,0,0,0,0,0,2,14,3,0,1,0,0.01,0,0,2,0,1,0.07,0.65,0.09,2,0.36,0,0,1,0,0.03,0,0.07,0,0,0.27,0,0.25,0,7,0.22,0,9,1,0,4,0,0,2,0,14,0,0,0,1,0,0,0,3,0.55,0,1,0,0
"3",4,6,0.01,0,0.01,0.06,1,0,0,96,0,1,0,42,12,3,18,0,0.23,0.01,0.42,0.01,0,0.01,0.01,17,54,17,0,13,1,0.42,0,0.01,6,0.01,1,0.4,4,0.53,14,2,0.03,0.05,12,0,0.2,0.02,0.01,0,0,4,0.26,4,0.15,17,3.64,0.01,31,13,0,18,0,0,26,0,52,0,0.03,0,2,0,0.1,0,23,3,0.02,0.15,0,0
"4",3.81,12,0,2,0,0,2,0,0,77,0,1,0,40,6,11,16,0,0,0.01,0,0,0,0,0,18,65,16,3.38,13,1.03,0.02,0,0,8,0,4,0.75,1,1,11,3,0,0,23,1.04,0.38,0,0,0,0,2,0,4,0,18,1,3,32,26,0,10,1.88,0,38,0,59,0,0,0,6,0,0.01,0,28,2,0.02,0.02,0,0
"5",2,4,0.01,0.06,0,0.06,2,0,0,48,0,1,0,20,2,5,6,0,0.21,0.01,0.34,0.02,0,0.01,0,16,42,14,3.38,3,1.03,0.42,0,0.01,11,0,4,0.75,1,1,7,2,0.03,0.05,14,1.04,0.38,0.02,0.01,0,0,1,0.24,1,0.12,10,2,2.12,11,8,0,4,1.02,0,23,0,29,0,0.03,0,4,0,0.09,0,13,2,0.02,0.13,0,0
"6",0,0,12,0.01,3,13,0,0,4,0.02,5,0,5,0.05,0,0,0,1,8,20,15,51,3,2,11,0,0.01,0.01,1.07,0,0,121,3,12,0,63,0,0.24,0,0.32,0,0,1,8,0.01,0,0.12,3,19,4,0,0,35,0,67,0,0,0,0,0.01,1,0,0,0,0.03,4,0.01,8,17,12,0,2,41,13,0.01,0,0.02,53,0,1
"7",0,0,9,0.02,3,17,0,0,5,0.02,4,0,11,0.05,0,0,0,4,15,48,34,54,6,6,21,0.01,0.01,0.01,2,0,0.01,202,1,26,0,68,0,0.44,0,0.59,0,0,6,15,0.01,0,0.22,1,34,8,0,0,42,0,69,0,0,0,0,0.01,3,0,0,0,0.04,9,0.01,2,22,26,0,4,44,18,0.01,0,1,69,0,2
"8",0,0,3,0,1.97,4,0,0,2,0.24,1,0,7,0.09,0,0.01,0.01,0.13,5,11,10,25,2,1,4,0.01,0.01,0.05,0,0,0,59,1.41,10,0,31,0,0.24,0,0.31,0,0,3,6,1,0,0.12,1.19,15,2,0,0.01,14,0,22,0,0,0,0,0,2,0,0,0,1,4,0.1,3,14,9,0,5,19,16,0.01,0,0,18,0,0
"9",0,0,14,5.17,4,19,0,0,3,0.02,2.46,0,7,0.04,0,0,0,0.13,6,24,26,44,5,2,8,0.01,0.01,0.01,2,0,1.23,177,2,18,0,54,0,1,0,1,0,0,5,14,0,0,0.5,2,24,7,0,0,34,0,39,0,0,0.31,0,0.01,1,0,2.5,0,0.03,6,0.01,9,7,22,0,3,46,21,0.01,0,0,40,0,1
"10",0,1,1,0,1,8,0,0,1,0.01,1,0,3,0.1,0,0,0,0.02,3,8,1,11,1,0.37,3,0,0,0,0,0,0,19,1,2,0,11,0,0.09,0,0.12,0,0,1,5,0.01,0,0.04,0.44,6,5,0,0,1,0,12,0,0,0,0,0.01,0.21,0,0,0,0.02,3,0.01,0.67,4,5,0,0.63,7,2,0.02,0,0,14,0,0
