"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",127,129,0.19,0.26,21.5,2,13.18,2,2.54,4,133.68,1,0,326,2,7,53,0.54,1,75,1,19,9,0.27,0,0.06,2.86,1,0.64,14,39.57,0,15.23,2,1.99,1.19,13,17,0.04,1,5.34,31,0.05,15,4.04,1,1,0.02,1,2,26.99,11.74,0.38,7.54,10,2,0,11.77,2,25,1.65,0.65,0,20,10,1,1,0.02,0,2.97,0,0.24,5,0,0.37,2,0,13,0.09,0.26
"2",79,12.41,0.01,6,4,2,22,3,5.95,0.03,62,6,5,51.87,4,21.47,1,1,1,1,9,1,65.69,1,5.36,0.73,3,0.78,0.3,1,11,1.99,30,40.77,0.23,1.19,22,1.67,2,0.65,2.76,14,0.21,41.65,8.62,0.38,30,0.09,1,0.6,2,48,0.18,19.26,4.71,9,0.59,1,22.16,2,2,0.25,0,8,10,1,2,6.43,2,6,0,3.87,1.6,1,11,0.54,0,51,2,4.35
"3",67,0.28,7.68,1,3,0.72,1.78,0.28,112,0.47,0.01,0.14,0.14,9.5,0.19,16.64,48,1,9,8,1,0.26,6.96,0.14,0,0.02,2.61,0.03,0.5,2.55,11,0.01,8.93,277,0,1.19,2.6,0.12,0.46,1,0.21,0.65,0.01,0.3,2,0.12,3.78,1,2,0.24,37,37,0.3,21,5,2,4,0.12,3.98,114,0.27,1,0,17,4,19,0.02,0,1,2,0,1.6,0.04,0.02,0.59,0.02,0.04,13,0.75,1
"4",92,8,11,8.54,3,1,2.12,1.39,5,0.05,8.65,87.48,10,1.19,3,5,1.19,2,12,8.58,28,29.29,53,45,29.3,1.98,8.98,14.08,1,16,916,1,30,46,58.07,1.19,7.45,111,2.32,1,5.95,6,1,9.54,6.25,0.01,16,2.4,5,7.85,7,52,0.98,2,11.08,8.48,39.41,16,1,15.73,1.4,11.77,0,18,10.8,2,1,0.08,23.76,0.28,0,8,2,3.92,11.37,0.07,1,6,1,3.01
"5",16.71,0.09,0.84,3.28,1,0.59,75,4.88,44,5.92,0.5,0.71,0.01,2,0.83,14.4,20,3,16,1,31,1,9.52,0.06,0,0,8,0.06,0.31,1,28,0,24,3,0,1.19,39,16.09,0.22,0.68,3,6.61,4.39,1.8,5,1.87,29.07,5.85,3,8,49,4.18,0.18,42,6,6,4.2,0.43,9,15.65,2,6,0,15,96,2,2.55,0.05,0,3.37,0,26,4.3,2,1,1,0,21,2,4
"6",12,0.06,17.23,2,0.07,20,1.16,21.88,0.08,0.04,19,6.01,0,6,2.99,39,0.1,1,6.06,2.83,21,1.89,2,4.28,6.3,0,3,3,0.35,14,1.82,0,12,411,17.37,1,54,4.22,3.54,0.77,0.67,7,0.05,4.17,0.06,0,3,0.34,4.54,1.97,1,43,0.21,1,19,5,0.09,1,41,19,8,0.02,0,8,2.58,5,3,1,0,7,0.04,0.34,3,0,11,0.41,2.24,0.67,0.01,0.02
"7",4,0.31,2,27,0.39,1.06,24,1.5,37,0.13,0.35,1,0,37,5,7,0.37,0.01,51.87,0.88,16,0.21,43,3,0.03,0,2,0.33,0.42,22,25,0.02,124,4,0.01,1.19,81,0.98,6,0.92,13,1.2,0.76,48,1,0.02,1,0.32,3,1.5,10,10.99,0.25,16,1,0.39,2,4,28.81,18.48,0.3,0.05,0,32.06,80,17,2.34,0.02,0,4,0,0.49,0.28,1,1.14,0.01,0.01,4.25,2.74,0.03
"8",253.4,2.62,1.06,2,19,2.25,20,15,11,2,8.86,1,0,10,1.43,12,2,6.7,195,2,36,1.04,61,1.17,0,0,0.48,0.31,0.32,3.39,5,0,99,155,0,1.19,9,3,0.03,0.7,17,2,2,3,0.39,0.01,45.87,1,9,2,57.13,4.86,0.19,1.81,5,10,4,0.88,80,3,1,8.85,0,5,14.45,5,1,0.1,0,12,0,7,11,0,1,2,0.01,1,0.28,5
"9",17,0.27,0.4,0.54,3,0.13,42,39,1,0,1.64,1.21,13,9,8,3,3.14,0.03,103.58,26,27,0.96,7,0.47,1.72,48.59,5,0.31,0.77,0.67,100,0.02,12,3.94,6,1.19,2.34,11,0.03,1,3,4,1.21,1.16,49.95,1,12,0.29,1.19,4,4,28.28,0.46,1,1.02,1.75,2,0.39,57,3.06,0.51,7.55,0,37,241,0.41,0.04,0.33,0.03,6,0.14,2.08,3.13,0.05,0.75,0.01,0.01,149,1,1
"10",162,1.58,0.03,4,17,26,17,5,20,0,3,11,0,7,31,28,77.37,3,4,50,7,5.07,0.59,0.99,0,0,2.68,1.55,0.43,4,15,0,13,170,0,1.19,5.58,6,2.04,0.94,79,12,10,2,31.14,0.01,25,1,25.89,4,16,15,0.26,59.28,5.19,19.21,9.02,7,31,276,27.45,1.21,0,5.71,60,1.96,1,1,0,0.5,0,1,1,0.44,24,1,0,72.98,0.16,6
