"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",33,2,63,23,35,16,1.97,37.44,1,3,11,6,4.69,0.28,0.66,75,25,20,8.62,24,3,24,15,0,7,2,42,12,1,1,14,24,3,115,25.63,21,10.87,1,4,0.23,1,70,4,14,72,0,0.09,3,0.07,7,1,0.28,12,22,1.26,3.35,4,0.51,3,3,6,13,46.69,11,16,3,3,39,3,1.5,55,25,0.39,8.34,0,11,21,7,7.43,59.45
"2",11,5,3,178.05,41,50,21,21,71,2,14,6.71,30,1,7,218,4,20,92,59,9,48.81,1,0,21.41,5,58,81,2.74,5,4,6,11.07,9,40,934,85.45,23,3,1,14,50,0.31,23.67,540,0,1,2,1,1,0,3,10,14,129,13,106,1,15,0.05,11,7,498,23,12,0.38,0,2,62.94,2.21,20,28.27,1,2.36,10,2,13,14,9,36
"3",25,0.1,0.83,33,5,77,1,7,2.59,1.63,5,2,3,0.16,0.38,4,96,1,0.13,45,1,9,0.13,0,1,9,1,9,0,0.32,3,3.64,2.1,1.99,11,0.16,0.19,0.06,2,0.08,0.45,1,0.15,2,1.01,0,0.02,0,0.01,1,0,0.16,9,0.21,0.02,0.41,0,0,0.18,0.22,1,1,0,0.23,4,1,0.01,9.2,0.23,0.88,0.53,0.22,0.03,1,0,4,3,2,6,0.64
"4",1,1,1.4,10.17,7,29,0,18,0.6,11,3,1.15,16.63,0.2,0.46,2.1,1,1,0,21,51,1.46,1.11,0,15,0.29,41,36,1,17,6.28,1.94,2.91,2,20,0.43,1,0.51,0.79,0,7,2.8,0,12,10.85,0,1,1,0,10,0,0.2,1,1.96,0.02,1.27,0,0,1,0,0.83,28,0,3,1,0,0,9.4,8.77,1.06,0.76,0.12,0.01,0.08,0,1,0.73,10,9.52,0.76
"5",1.32,0.45,19,2.47,2,32,0,4,0.01,0.35,0.78,0.87,5.82,0.16,0.38,5,24,6,1,8,1,17,1,0,4,1,1,7,0.82,8,2.06,5,0.26,64,2,17,0.64,0.1,2.82,0.05,2,2.03,1,24,9,0,0.05,0.01,1,0.52,0,0.16,0.44,8,0.72,6.91,1,0,0.67,0,0.09,130,0.05,5.31,4,0,0.01,8,3,0.87,5,5,0,1.08,0,5.2,1,2.89,5.08,5
"6",0.06,1,3,115,0.58,1,0,20,2.57,0.45,0.35,1,75,0.15,0.35,2,6.68,0.25,1,26,14,2,5,0,3,0.19,4,1,0.78,1,1,0.64,0.16,42,1.14,0.45,2,0.26,4,1,1.5,2.25,1,11,1,0,0.61,0,0,3,0,0.15,49,0.27,0.02,34,0,0,3,0.04,1,1.94,0.05,32,0.32,0.11,0,7,0.57,0.8,0.5,0.01,1.1,0.01,0,0.42,19,2,4,5
"7",4,1.7,11,3,24,128,0,4,0.37,5.3,4.88,1,2.69,0.16,0.37,35.64,26,86,1,1,3,8,2.13,0,4,0.56,20,3,0.58,5,5.96,5,4,43,19.01,15.81,5,1.13,1,0.04,10,19,1,2.86,4,0,0.99,0.01,0.02,6,0.5,0.16,13,11,0.02,0.57,0,0,3,1.04,2,1,0.14,102,1,0.07,0,3.31,2.02,0.85,20,3,2,2,0,2,39,14,1,4.25
"8",1.43,0.06,13,1,54,55,0.01,5,1,1,0.47,5,2,0.25,0.59,41,24,3,4.33,14,2,62,4,0,1,1.17,2,0.67,0.02,1,10,22,9,15.01,22,9,0.91,0.73,5.07,0.04,0.45,1.89,2,4,13,0,0.17,2.72,0,3,2,0.25,1.04,4,0.02,0.65,0.03,1,2.65,4.75,0.81,4,1,14,30,0.06,3.31,10,2,1.36,22,11,0.92,0.23,0,3.02,2,20,10,2
"9",13,0.43,0.02,2.76,10,1,0,12,0.44,3,3,0.02,5,0.14,0.33,0.04,0.13,8,0,3,0.31,0.03,0.01,0,0.07,0.06,0.72,4,2,5,5,0.07,5,3,11,0.05,0.25,0.01,5,0.08,1.32,3.21,0,0.21,0.15,0,0.02,0.01,0,4,0,0.14,0.04,0.02,0.02,1.17,0,0,0.02,0,2,42,0,0.44,0.6,0,0.01,0.45,2,0.75,0.01,0.04,0,0,0,6,0.33,4,0.13,1
"10",6.98,3.1,16,22,29,6,0.03,14.68,0.11,1.61,5,3,37.5,0.14,0.33,5.59,9,7,1,58,1,7,7,0,8.74,7.74,12,4,2,27,8,6,5,1,15,3,15,2,17,1.62,12.28,1,0.56,6,2,0,2.2,0,0.8,17,2.36,0.14,12,3,0.02,11.5,0.01,0,2.9,2,3,9,0.01,13,5.33,1,0,8,0.1,0.75,9,4,0.05,1,0,6,5,4,3,18
"11",24,6.58,1.09,3.32,6,20.99,0,74,1,4.42,1,6,39.13,0.15,0.35,0.13,1.45,19,0.01,6,2,1,1,0,0.26,0.67,38,23,3,89,3.88,0.55,4,18,8,4,10,0.48,1,0.52,3,15,0.01,8,2,0,3,0,0,1.21,0.58,0.15,25,5,0.02,8,0.01,0,0.48,2,0.58,3.82,0.01,68,10,0.01,0,0.18,6.56,0.79,0.44,0.11,0,0.79,0,9,10,4,0.63,23
"12",4,6,23,8,56,350,6,31,1,29,5,7,37,0.86,2,169,274,10,3,98,4,26,8,0,12,5,62,15,18.4,14,8,8,5,97,29,10,5,6,127.86,123.3,2,9,8,13,9,0,31.14,9.14,8,17,14.29,0.86,28,35,36.86,14,9,6.57,26,5,1,66,16,9,15,4,1,16,4,2,40,11,2,11,0,25,132,2,14,16
"13",4.28,9,1.14,7,36,24.02,1,70,6,23,4,3.41,123,0.43,1,0.21,30.63,7,4,12,14,5,1.83,0,2,1.39,4,8.37,1,12,3,4,2,63,8,0.31,18.71,3,13,5,20,75,0.03,3,3.1,0,1,4.57,4,2,1,0.43,8,3.33,18.43,26,0,1.99,7,1,4,16,0.05,13,12,2.32,5.57,5,2,2.21,0.21,0.15,1,2.98,0,7,9.74,2,4.46,80
"14",25,2,25,1,10,16,0.07,0.93,0.01,0.33,4,0.12,0.17,0.13,0.3,35,11,11,1,16,11,1,1,0,2,1,1,8,5,3.01,2,3,3,5,5.53,11,3,0.32,1,0.14,2.9,1,0.41,2.12,14,0,0,0.06,0,1,2.17,0.13,1.57,2,0.02,0.49,0,1,1,0.1,0.26,18,0,12,1,1,0,2.29,0.07,0.7,11,8,0,0.03,0,2,9,1.4,0.57,1
"15",12,1.36,29,19,25,5,0,4,5.66,2,11,15,26,0.24,0.56,3,41,9.81,0.15,5.36,0.29,4,0.92,0,2.2,3,10,1,1.89,26,5.49,13,3,37,2,13,9,2,2,15,5.69,9,1.83,13,10,0,2,2,0.04,15,0.06,0.24,1,2,0.02,9,0.07,1.84,1,1,0.21,6,1.76,5,10,0.06,1,2.33,1,1,4,6,1.53,0.97,0,2,7,11,1,10
"16",43.83,14,8,79,31,2,2,16,6.76,3,4,1,32,0.29,0.67,29,6,7,2,18,14,11,16.94,0,4,3,35,18,11.43,13,23,32.75,1,34,39,1,33,6,23,3,11,42,2,12,4,0,1,3.05,0,8,4.76,0.29,4,1,0.02,9,0.01,1,3,1.8,1,73,24.15,33,4,1,2,3,4,1.52,2,4,0.38,1.03,0,10,25,22,29.52,12
"17",16,0.34,149,29.38,3.27,108,1,2,0.08,20,3,0.4,31.47,0.32,0.74,19,74,1,9.71,67,25,74,2,0,24,13,62,0.6,0.07,47,48,62,0.32,3.76,17.28,18,7,12,15,1.27,1.44,216,6,1.68,7,0,0.13,0,0.66,21,0,0.32,6.17,1,1,0.16,2,2.43,2,0.16,6,25,3,69,5,0.42,0.75,6,0.42,1.69,89,54,3.76,4,0,13,11,1.41,10,13
