"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.06,10,381.36,0.15,1,3,136,0.04,35,71,0.01,2.14,0,0,29,0.16,2,2,26,20,0.02,59,3,19.66,0,1.01,3.74,0.01,0,0,1.58,0,35,0.22,0.1,3,8.42,0.51,1024,0,0,331,10,0.06,26,3.61,0.07,1,1.26,147,0,10,0,3.72,6,0.01,2.09,90.43,4,73,0.04,7.37,0,0.08,3,84,100,6,0,0,97,0,0.11,0.95,0,1.41,194,49,5.58,0.3
"2",0.4,2,70,6,2.87,1,64,0.11,12,54,0.01,2.05,0,0,0.01,0.03,1,1,4,13,0.01,48,0.02,5.69,0,0.99,12,0.02,0,0,10,1,39,0.05,0.04,12.72,1,1,53,0.01,0,73.57,11,0,15,0.22,0.04,1.23,7,0.34,0,49,0,45,3,0,19,19.6,2,20,0.03,1.79,0,0.26,2,9,50,37.57,0,0.01,17,0,0.09,4,0,0.19,19.62,4,0.01,0.5
"3",63,19,321,95,31,7,372,18.45,176.86,49,0.05,123.02,0.08,0.07,2,0.34,14.74,674,11.97,112,0.59,67,4,409,0,74,6.8,0.18,1,0.01,5,0,101,70,0.28,6,1,88,602,0.02,1,733,766,0.54,39,29.47,1.36,5,3.97,114,0,388.11,232,4,7,0.07,353.08,164.39,9,174,0.63,126,0,10.46,3,17,194,187,0,0.32,223,0,0.51,479,0,29.3,578.2,241,8,17.94
"4",2,0.02,4.48,0.11,0,0.01,1.21,0.66,0.05,25,7,87,9,1.33,0,8,0,0,0.16,0.01,14,3,1,9,0,1,0.32,36.48,0,1,0.27,0,0.09,12,3,0,0,0.07,0.8,9,0,3,0.13,6,0.01,1,11,0,0.19,5,0.41,0.1,0,0,0,1,9,2,0,2,2,0,1.83,7,0,0.25,0.15,0.02,2,4,0.16,1,4,1.57,1,4,0.13,1,0,13
"5",4,0,50.77,3,0,0,9.73,5,1.12,6.6,52,84,34,3,0,19,0,0,5,0.01,45,1.74,4,4,0,9,1,624,0,16,1.02,0,0.64,26.66,26,0,0,37.05,5.84,34,0,29,0,5,1,9,24,1,0.71,3,7,7,0,2,0,89,42,1.63,0,22,39,0,10,44,0,4.31,2.03,0.12,12,5,1,99,41,13,3,34,15,0.03,0,30
"6",4.87,0,17,2,0,0.06,5,9,3.37,3.22,28,103,1,8,0,25,0,0.01,2,0.67,4,1,4,22,0,2,0.65,85,0,5,0.54,0,0.77,17.32,11,0,0,19.68,3.52,18,0,19,0.01,6,2.95,25.02,62,2,0.38,49,5,5,0,1,0,22,39,0.02,0,10,69,0,2,41,2,1.59,2.91,0.26,8,3,1,23,3,9,2,61.44,5.17,2,0,20
"7",1,0,26,1,0,0,18,10.55,1,1,9,6,4,1,0,1,0,0,1,2.03,15,3.95,2,35,0,4,0.29,2,0,4,0.24,0,0.78,11.59,11.57,0,0,0.29,9,11,0,4,0.2,2,1.27,7,7,0,0.17,13,0.03,1,0,0.01,0.11,3.49,5.69,7,0,0.46,5,0,0.11,2,0,4.91,1.47,3,0.35,0.08,2,1,10,5,1,19.13,6,0,0,2.15
"8",2,0,9,6.03,0,0,11,8.41,0.1,6.56,173,92,1,5,0,33,0,0,3,0.59,19,6.34,9,46.97,0,35.63,1,452,0,4,0.83,0,0.39,6,10,0,0,1,11,48,0,116,0,3,1,25,30,0.07,0.58,23,6,3,0,3,1,55,59,2.21,1,3,51,0,9,132,0,3.15,0.53,1,15,7,5,91,50,45,4,8,73.28,0.12,0,19
"9",0,9,263,0,15,1,3.11,0,0.14,46,0,3.26,0,0,1.77,0.01,2.24,4,0,60,0,34,0,20.08,0,0.13,1,0.01,0.09,0,1.2,0,26,0,0.01,2,1,0.12,203,0,1,52.68,11,0,15,0.01,0.01,1,0.84,0.06,0,41.8,48.7,0.02,5,0,100,0.1,1,63,0,20,0,0.13,3,5,101,3,0,0.01,0.02,0,0.01,211,0,0.02,0.19,55,2,2
"10",2,0,9.45,0.82,0,0.03,2,0.74,0.37,0.36,17,1,2,2,0,13,0,0,2,2,22,8,1,2.01,0,0.37,0.49,7,0,3,0.41,0,0.02,1,12,0,0,2,0.46,8,0,58,0,3,0.01,2,10,0.01,0.29,2.11,1.79,8,0,1,0,6,2,11.82,0.08,2.33,4,0,4,41,0,2,0.02,1,3.53,5,5,1,48,8,1,32,7,3,0,28
"11",5.44,0.01,10,4.04,0.03,0,1,1,5.94,6,3,5,11,1,0,8.14,0,0.08,3,0.13,11,5,2.23,27,0,4,0.4,2,0,2.42,0.33,0,0.13,1,11,0,0,0.21,3,3.55,0,2,1,1,0.24,2,2,0,0.23,2,0.01,2,0,0,0.03,5.43,2.04,1,0,0.23,11.37,0,0.38,3,0,1,1,0.26,0.19,0.01,0.71,4,17,2.48,0,1,2,0.01,0,1.09
"12",4,1,5.47,0.77,0,0.01,2,1,1,0.34,25,8,3,6,0,65,0,0,4.74,0.1,2,0.25,1,1,0,2.39,1,3,0,5.83,0.83,0,1,9.81,17,0,0,2.62,0.85,2.21,0,60,0.02,1,0.12,10.29,13,2,0.58,19,5,23,0,0,0,26,27,0.71,0,2,16,0,5,11,0.02,0.46,0.16,0.03,3,0.2,0.75,2.98,43,6,1,16,2,1,0,8
"13",6.71,0.02,1,4.22,0.11,0,1,2,3.17,25.81,21,101,5.98,2.86,0,14,0,0,1,6,28,4,2.64,17,0,1,0.28,5,0,3.19,0.24,0,1,2,18,0.01,3,2,7.61,5.92,0,2,0.14,4,0.39,2,5,0.01,0.17,27,2,16,0,1,1,5,13,2,1.25,4,5,0,3.68,24,0,2,3,0.1,4,2,9.47,2.46,29,19,0,25,4,2.93,1,4
"14",1,3,101,0.98,0.11,0,10,0.02,7.11,15,0.04,1,0.02,0.01,0,19,0.07,0.16,1,6,0.11,10,0.06,119.01,0,3,0.31,0.11,0,0.01,0.26,0,5,1.82,1.31,1,0.36,4,17,0.03,0,24,2,0.05,5,4.54,0.18,1.21,0.18,2,0,8,0,1,1,0.06,8.75,7,1,6,0.22,0,0.02,3,0,1,1,3,0.01,0,13.1,0,1.58,25.73,0,1.52,4,23.28,1,0.76
"15",3,0.01,4,10.79,0,0,1,6,9,9,23,103,7,4,0,9,0,0.25,2,0.68,5,5.7,2,25,0,1,0.82,57,0,24.99,0.68,0,0.16,5,18,0,0,5.8,4.8,11,0,41.76,1,23,0.49,17,15,0,0.48,7,3,1,0,0.01,0.01,47,42.11,8.08,0,2,18,0,5,6,1,4.88,1.52,0.04,3,4,3,6,19,9,1,13,13.6,0,0,7
"16",10.52,5,129,24,1,0.18,349.79,4.29,28,50,0.02,78.37,0.39,0.05,3,0.12,3,5,6.5,12,0.17,31,0.15,347,0,35.8,3.43,0.24,0,0.07,2.86,0,18,2.06,3.92,10.69,0.01,0.11,121,0.07,0,309,6,1,14,33.3,0.22,16.29,2,2.33,0,61,0,1,33.43,0.01,18.89,3,1,28,0.47,0,0,13.14,0.06,15,68,5,0,0,0.78,0,1.37,87,0,105,35.28,22,2,3
"17",2,0.04,20,3,0.03,0.01,5,33.82,8.46,13,67,111,1,15.32,0,98,0,0,1,1.44,17,11,6,2,0,2,0.93,150,0,13,0.77,0,2,10,29,0,0,2,3,26,0,19,0.56,26,3.51,29,4,0,0.54,16,2,17,0,0.63,0,13,14,22.44,0.03,6,46,0,15,32,0,46.48,1,1.77,11,12.77,4,43,20,29,4,11,6,1,0,16
"18",13.53,0,19,0.94,0,0,13,1,0.71,1.27,6,66,29,0.79,0,8,0.14,0.29,2,1,87,2.41,4,1,0,14,1,33,0,1,0.87,0,0.45,5,1,1,0.05,1,1.15,4,0,10,5,5,0.27,23.53,12,0,0.61,12,1.12,1.08,0,0.46,0.01,3,7,2,0.01,2,18,0,1,55,0,0.32,1.29,0.03,2,9.44,4,6,6,1,0.04,8,0.25,0,0.01,9
"19",2,0.74,8,1.71,0,0,9,1.44,1,13,13.75,1,7,3,0,5,1,0,2,4,3,4.27,2,1,0,1,0.46,9.49,0,2,0.38,0,0.22,4.05,8,0.01,0,0.23,6,6,0,5,0.07,5,0.73,3,1,1,0.27,6,0.05,4,0,0.05,0.04,1,1.12,10.37,0,2.32,6.75,0,1.67,11,0.02,3,0.85,2,2,0.08,1,0.11,17,1.01,1.06,28,17.81,0,0,3
"20",0.13,4,27,0.34,2,0.14,31,5,9,2,0.01,16.29,0,0,0,0.05,0.5,0.42,5,7,0.01,12,0.02,118.4,0,0.75,0.63,0.03,0,0,0.53,0,4,0.03,0.14,4,1,0.45,50,0,0,50,1,0.02,5,8.2,0.11,3,0.37,48,0,19.17,0,0.01,6.16,0.01,3,11,0,16,0.02,0,0,0.63,0.17,1,25,2,0,3,0.06,0,0.09,2.58,0,2.74,0.3,2,1.13,18
"21",16,0.01,8,2,0.52,0.01,2,2,0.79,1,87,70,7,4,0,12,0,0,1.89,0.13,106,0.36,2,75,0,15.49,0.68,165,0,11,0.56,0,0.72,3,8,0,0,0.35,1.05,21,0,1,0.08,1,1,8.28,19,0,0.39,1,3,1,0,0.02,1,15,74,0.01,0.01,8,52,0,9,94,0,1,20,0.31,10,2,5,28,11,15,2.01,13,4.32,1,0,7
