"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",3,1,29,3,0,1,0,3,1,7,52,8,0,0,6,21,16,5,5,4,0,10,0,12,4,6,9,2,1,7,0,11,34,9,0,0,0,80,0,70,0,4,30,3,0,0,9,0,0,3,0,82,84,31,0,1,20,1,6,4,71,26,8,0,7,0,0,50,21,1,10,11,1,0,0,0,0,0,0,29
"2",0,1,1,0,2,9,0,0,1,3,32,2,0,0,0,17,1,10,2,0,1,0,11,6,0,0,0,3,0,0,0,0,0,3,36,0,1,16,1,30,2,0,0,0,0,0,0,0,0,0,0,18,3,4,0,0,11,3,0,0,9,0,1,0,2,0,2,1,87,0,0,0,0,0,1,1,0,0,1,2
"3",0,45,10,0,0,1,3,1,2,3,23,4,0,0,1,71,0,0,0,2,0,6,24,25,2,1,8,0,0,5,0,3,0,2,56,2,0,106,0,16,0,1,2,6,0,0,0,0,0,1,0,31,57,171,0,0,29,0,2,1,2,9,2,2,3,1,1,3,56,0,6,0,4,0,0,0,2,5,1,0
"4",0,28,0,0,2,0,0,3,0,0,1,4,0,0,0,15,0,0,2,0,0,0,8,0,0,2,1,0,1,0,0,0,0,2,25,0,0,22,1,6,0,0,0,0,0,2,0,1,0,0,3,109,3,132,0,0,7,0,1,0,14,3,0,2,0,0,0,0,53,0,0,13,0,0,0,0,2,0,1,2
"5",1,9,0,0,2,3,0,0,0,1,18,46,0,0,0,6,0,6,11,0,1,7,1,0,0,0,0,0,0,5,0,0,2,0,12,0,6,84,1,28,0,0,3,0,0,0,0,0,0,1,2,27,95,2,0,2,23,0,0,0,9,3,0,5,0,4,0,27,5,0,0,12,1,0,1,0,0,0,1,1
"6",0,2,14,0,0,3,1,8,0,7,10,13,0,4,0,15,6,1,2,0,0,10,0,15,4,0,9,0,0,13,0,6,8,3,0,5,1,114,2,31,0,0,14,4,0,2,0,0,0,0,13,93,15,3,1,0,7,0,2,1,10,6,4,7,1,0,0,3,141,3,4,1,4,0,0,5,0,6,0,1
"7",0,2,2,0,0,0,0,12,0,7,18,78,0,2,0,77,1,3,13,5,0,4,2,2,1,0,0,1,0,0,0,2,2,16,5,1,1,14,0,0,0,0,3,0,0,0,0,10,0,2,0,3,40,8,1,0,25,0,21,5,0,29,0,1,1,0,5,64,23,0,0,2,0,0,0,2,1,0,3,52
"8",4,22,2,1,0,6,1,9,0,0,1,25,0,0,2,10,2,2,43,0,0,0,48,1,0,0,0,0,1,0,0,4,5,0,27,0,7,19,1,28,0,1,10,0,0,0,0,0,0,0,0,24,0,4,0,0,14,0,1,0,7,1,0,2,2,1,0,0,107,0,3,15,0,0,0,1,0,0,0,15
"9",0,4,2,0,0,0,0,5,0,3,6,5,0,6,0,12,1,18,1,1,0,5,34,19,6,0,2,0,2,17,0,1,14,4,2,3,1,51,0,73,0,2,1,4,0,1,1,1,0,2,4,2,27,5,1,3,29,0,4,6,10,0,8,2,0,1,0,6,166,0,3,2,7,1,0,7,10,1,0,4
"10",8,159,50,2,2,10,10,56,2,2,31,133,0,10,0,158,62,55,55,29,3,6,99,107,10,15,28,2,1,88,0,3,144,45,52,9,5,83,4,238,1,2,18,7,0,13,1,8,2,2,23,149,206,400,2,2,58,2,6,8,27,12,37,21,6,4,2,42,123,6,80,20,6,6,1,11,10,16,3,106
"11",0,61,0,0,2,0,0,0,2,0,1,6,0,0,0,39,0,16,60,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,6,1,0,6,0,60,0,0,4,1,0,0,2,0,0,0,17,35,18,3,0,2,0,0,0,0,3,0,0,2,1,2,3,4,426,0,6,0,0,0,0,0,0,0,2,9
"12",0,11,116,0,0,5,0,128,1,10,0,1,1,24,2,68,82,9,11,8,1,100,2,0,50,0,7,21,3,114,0,71,38,101,0,44,0,17,4,8,0,24,18,11,0,7,93,24,4,0,4,85,75,0,2,0,40,0,9,46,0,163,73,0,5,0,0,13,0,13,118,13,3,4,6,37,0,3,3,16
"13",0,29,7,0,0,3,1,5,3,2,0,4,0,3,0,5,5,9,1,4,1,3,24,1,2,5,0,3,0,2,0,0,8,9,9,2,2,79,3,3,0,1,2,4,0,0,7,2,0,2,9,1,3,13,0,1,16,0,1,2,1,3,0,2,5,0,2,22,0,0,2,13,0,0,0,1,4,7,2,9
"14",1,16,1,0,0,2,0,4,0,2,42,24,0,0,0,1,2,7,0,0,0,3,83,11,6,2,4,0,0,4,0,1,3,0,37,0,6,3,2,0,0,1,1,0,0,3,0,0,0,5,4,11,44,25,0,0,0,0,5,0,41,0,1,3,1,0,4,16,103,0,0,18,1,0,0,0,0,0,1,28
