"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,3,0,0,0,0,10.7,32,0,0,9,0.01,3,18,0.01,0,1.21,4,0,5,3.57,0.52,10.41,0,2,0.03,35,0.36,0.01,1,2,0,0.04,69,2,9.49,0.4,0,8,0.19,0.09,0,0,3,1.43,0,43,19,0.08,1,0.03,12.26,1.12,0,0,0.21,1,8.43,0,2,4.46,1,1,1,0.57,1,0,0,0,4,0,0.12,0.3,5,2,0.02,0,3,0,8
"2",0,0.09,0.17,0.08,0,0,1,48,0,0,78,0.12,4,1,0.12,0,0,9,0,0.04,0.06,2,1,0,2.83,0.61,20,1,2.36,0,1.1,0,2,6.97,7,0.38,2,0,0.12,0.6,1,0,0,1,0.01,0,6,0.25,1,0,4,21,0.03,0,0.01,0.38,1,6.45,0,1,1,0,0.44,6.8,0,3.3,0,0,0,2,0,1.25,6.26,10,1,0.05,0,9.49,0,5
"3",0,0.74,0.02,0.08,0,0,1,5,0,0,5,0,0.33,14,0,0,5.67,3,0,0,3,0.72,4,0,0.18,0,20,2,0.13,0.46,0.35,0,0.01,14,3.2,1,2,0,2,0.16,0.2,0,0,1,0.27,0,5,0.82,0.45,6,0.26,43,0,0,26,1,1.07,1.89,0,0.59,3,4.67,0.98,3,2.67,3,0,0,0,1,0,0.13,0.43,5,6,0,0,8.62,0,3
"4",0,0.35,2,2,0,0,11,12,0,0,2,0.33,3.09,0.48,1,0,0,1.13,0,0.1,0,0.04,2,0,1,0.13,0.59,1.38,0.77,0,12,0,0.5,28,0.12,0,3.12,0,3,4.29,3,0,0.33,4,0,0,1.41,0.2,1.46,0,15,3.3,4,0,1,0.18,25,0.43,0,1,13,0,1.04,10,0,1,0,0,0,0.06,0,1.58,1,3,0.1,0.07,0.02,0.31,0,2
"5",9.45,0,66,6,0,7,5.33,82.18,0,9,3,9,152,0.18,4,3,0,45,0,4,5,1,105,3,0.07,68,65,11,84,0.3,24,12,65,320.15,188,92,17,28,4.35,41,36,1.1,18,20,0.02,0,30.28,442,11.92,0.16,45,3.7,15,2.35,38.79,1,101,4.83,0,210,526.35,0,32,2149,0,2.62,8,8.69,6,2.41,8,171,68,8.12,1.6,45,67,4.94,0,564.43
"6",0,0.29,0.12,0,0,0,1,60,0,0.17,3,0.04,1,1,8,0.01,1.21,1,0,0.3,0.01,2,7,0,4,3,2,5,5,1,1.47,0.01,0.56,2,13.73,0.18,0.63,1,1,5,2.36,0,0,1.49,1.43,0,5,0.3,5.14,0.11,0.06,30,0.03,0,0,0.21,0.91,11,0,1,11,1,2.67,5.77,0.57,5.81,0,0.01,0,4,0.07,2,0.97,8.03,2,0.07,0.01,4,0,2
"7",0.05,2.29,2,0,0,1,5,16,0,0,1,2,5,1.73,1,0,0,4.6,0,1,0.22,2,35.68,0,5.35,2.31,6,6.12,4,0.19,0.79,0,1,89,1,0.13,0,0,7.21,1,1,0,1.99,1,1,0,2,24.63,3,0,3,33,0.43,0,1.94,0.15,4,3,0,3,7,0.13,6.66,14,0,0.67,0,0,0,1,0,2,4,1,1,3,1.98,0.65,0,2
"8",3,0,104,1.75,0.02,0.31,155,9.76,0,9,17.56,35,234,0.03,23,2,0,105,4,10,3.55,2.3,344,21,0,99,36.28,29,142,0,75,46,126,93.27,277,0,0,2,8.85,60,36,1,37,9.33,0,0,1,0.25,0.11,6.26,68,0.09,367,13,0,1,101,1.45,4,259,1.58,0,40,220,0,0.25,8,10,7,0.02,33,40,74,7.32,1.07,81.5,93.14,0.02,0,77
"9",1,0,26,0.01,0,2,1.84,28.19,0,0.95,36.96,3,123,0.12,2,11.67,0.13,18,0,6,0.14,7.95,112,4,9,11,43,2,45,0.05,20,0.25,32,1,62.67,0.02,4.93,1,51.59,23,100,1,18,3.14,0,0,0.75,2.43,2.33,1,22,0.3,9,0,0.03,0.4,12,1.56,0,169,56,0,13,614,0,0.76,2,1,1,0.16,0.13,64,63,7.4,1.33,32,35.54,3.09,0,30
"10",0,3,1,0,0,0,17.74,77,0,0,20,2,1.3,9,0,0,1.53,8,0,1,7.14,17,82.87,0,12.5,0.03,27,2.41,0.02,1,0.41,0,0,23,19,2,0.11,0,2,0.42,2,0,0.27,3,2.86,0,39,26.79,3,2.57,0.01,37.26,0.01,0,0.02,0.43,2.26,9,0,2.63,12.16,2,1,0.69,1.14,2,0,0,0,4,0,1,3,20,13,0.01,0.07,8,0,42
