"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00539",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00499",0,0,0,0,0.01,0,0,0.03,1,1,0,0.01,0,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.01,0,0,1
"Otu00072",1,0.04,0,0,0,0,0.02,0,0.01,0,0.12,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,5,0.01,0.05,0,0,3,0,0,0,0.01,25,0,0,2,0,0,13,0.01,0,0,0.63,0.01,0,0.03,0.08,0,0.15,128.42,0,0,0,0,0,0,0,9,0,0,0,0.23,0,0,12,0,0,0,20,0,0,0,0,0,0,0
"Otu00189",0,0,0,0,0,0,0,0.04,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00298",0,0,0,0,0,0,0.24,0,0,5,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Otu00573",2,0,0.09,0,2,1,0.03,1,0.01,0.06,0.02,0.19,0.3,0.04,1,0,0,5.74,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.14,0,0.01,0,0.01,0,0,0,0,0.12,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu00345",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00061",2,294.86,0.05,0.41,8,0,0.09,0.02,0.01,0.59,0.02,0.86,5,2,5,0,0,0,0.08,5,0,18.77,4,0.77,0.26,8,4,0,0,0,0,0,1,0,0,0.82,0,0,0,1.72,0,0.62,0,1,0,0,2,0,0,0,0.12,0,0.01,0,2,0.01,162,0,0,0,0,0,0,72,1,30,0,0,1,0.01,0,7,0.38,0,0.02,0,0,0,0.72,0
"Otu00536",0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu00235",0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00605",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00229",0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00594",0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00108",0,0,0.06,34,0.11,0.53,0.08,0,0.14,5,0,0.06,0,1,3,9,0.03,0,1,2,66,1.46,0,21,0.02,0.01,0,0,0.14,0,0.02,0.01,0.38,40,0,4,0,0.01,0,0,3.99,0.38,0,0,0.27,0,0,0.01,4,0,2,0,0,0,1,0,0,0,1.63,0.03,3,0,76,1,0,0.04,0,0.57,2,0.43,0.01,10,0,0,1,0,0,0.5,0.01,0
"Otu00142",0,0,0.1,0,0,0,0,159,0,0.57,0,49,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0.07,0,0,0,0.06,0,0,0,1.99,0,0.01,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
"Otu00054",136,0.09,0.12,830,3,2,407.98,208,126.7,1,144,1,0.06,1,0.04,0.05,0,267.2,15,1077,4,57,2,23,2,89.1,0.45,0.03,0,29,11,5,0.26,3.67,0.03,11,2,7.95,1.44,16.31,1,0,0.01,0.76,0,0.31,0.03,5,0.02,0,3.88,3.98,27,0,2,0.08,0,0.01,216,1,1,0,7,224.83,1.29,0.14,0,183.14,0,29,1,0.01,0,1,29,0,14,2,0,8
"Otu00202",0,5,0.23,5,1,0,0,3,0,3.62,0,0.26,76,0.84,4,0,0,0.09,0,0,0,0.03,1,6,0,0.71,0,0,0,0,0,0,0,0.11,2,0.02,1,0,0,0.01,0,0.5,0.29,0,0,0.72,0,0,1,0,0,1,0,0,0.08,0,1,0,0,0,0,0.01,0,0.01,0.8,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0
"Otu00356",0,0,0,3.14,0,0,0,0,0,0.09,0,0,0,38,0.05,0.01,0.01,0,0,0,0,0,0,0,0,0,12.21,0,0,0,0,0,0,0,0,0.02,0,0,0,0.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.74,0,2,0,0.04,0,0.01,1.39,0,34,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0
"Otu00301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
