"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",2,3,1,17,30,1,8.55,5,0.08,3.99,0.54,77,6,29,0.06,3,2,3,2.83,1,3,0.22,0,13,20.16,3,0.03,1,0.2,2.53,1,3,7,1,4,26,27,20,2.72,37,2.05,0.17,0.06,16.02,1,2.39,1,0.17,1,6,2,0.01,2,0.16,5,1,2,0.06,0.2,48,6,12,21,13,0.22,2,4.79,2,1,0.11,0,14.18,60,55.69,0.03,2.37,0.06,2,3,0.27
"2",0.37,23,2,8,10,25,2,169,0.67,325,1,11,32,24.08,0.01,13.64,29,1,0.44,0.87,2.71,1.1,0,22,31,7,5.18,2,0.24,5.58,3,0.03,23,0.65,1,1.96,20,1.37,0.54,5.72,1,0,0.45,11,2,0.07,0.3,1,0.06,7,3,2,2.04,0,0.67,100,21,0.45,0.13,1.88,1.18,29,0.46,21,0.96,0.3,0.07,5,0.11,12.27,1.79,5,62,1.89,0,0.21,0.45,0.41,12,2
"3",11,2.37,7,17.18,5,30,8,245,0.5,0.07,0.01,59,60,59,2,26,4,7,3.56,7,4,1.33,5.33,27.34,1.84,31,0.48,1,0,7,1,8,10,0.1,0.99,20,4.45,2.94,3,1.96,0.09,12.01,0.33,6,47,6,11,1,1,23,1,1,6,2.56,0.58,0.78,10,0.33,1.1,42,0.82,3.07,17,17,1,37,1,48,5,0.15,2,2,11.55,215,2,3.48,0.33,6,37,2
"4",3,3,1.37,12,3,3.96,2,9.45,0.1,0.21,2.02,38,13,10,1.11,9,11,1,1,11,4,0.26,1.04,29,18,3,1,0.38,0,0.8,8.96,3,17,6,7,27,7.34,19,7,10,0.32,2.63,0.07,2,2.18,11,2,0.2,2,4,11.39,0.17,1,2,1.75,1.2,3,0.07,1,41,5,2,4,3,0.26,7,3,29,2,0.23,1,5.57,5.21,10,1,1,0.07,3,4,2
"5",0.32,6.12,3.08,46,2,1,2.06,215,0.22,107,4,1,84,10,0.01,10.06,9,6,2,14,3,0.59,0,15,4,13,0.01,0,0.42,0.16,1.07,1,8,1,12,1,24,2,5,23,0.03,1,0.15,66,0.03,0.66,1,0.44,2,8,0.56,0.02,3,4.91,0.75,4,1.64,0.15,2.74,1,5,9,2.04,5,0.59,6.62,5,28.42,0.24,0.01,0.1,2.08,7,219,1.85,3,0.15,1.05,1.72,0
"6",3,5,1,39,84,7,5,78,0.46,6,7.13,125,2,25,9,49,2,13.8,1,33,18.74,1,2,6,8,5,2,16,6.61,36.13,19,2,7,4,26.42,117,4,4,81,59,11.12,5,0.3,38,3,28,1,0.91,3,13,40,1,1,1,4,3,8,0.3,1,5,12,8,94,72,1.22,7,1,75,89,2,6.55,20,62,16,5,11.82,0.3,113,421,1
"7",11,40,0,137,10,3,1.74,21,0.36,56,1.64,40,31,8,0.11,16,4,2.29,1.98,2,2.15,0.95,1.74,28,4.28,1.14,0.01,0.53,1,1.26,1,1,3,0.54,2.25,13,91,3,1,149,0.37,0.01,0.24,7.85,1,1,0.15,0.71,2,10,2.1,0.42,1,0.08,3,70,8,0.24,5,1,1.08,5.09,3,24,0.95,11,3,34,3,0.02,0.03,3.26,34,67,1,2,0.24,7,27,0.67
"8",4,6,0.02,2.37,8,0.76,0.68,1,0.09,0.3,0.06,62,11,39,0.07,38,0.91,1,1,0.95,2,0.24,0,16,3,5.07,0.04,1,0,1,3,0.66,7,0.61,0.42,33,1,16,1,9,0.03,1,0.06,7.06,2,2.06,0.24,0.18,1.02,10,10,0.04,2.3,2,0.27,1.2,1.6,0.06,0,7,3,2,2,2,0.24,19,2.04,6,2,0.05,0.08,1,3.2,10,0.02,1.13,0.06,3,16,2
"9",0.68,2,2.93,15,4,3,2,55,0.21,2,2,151,57,4,0,15.09,14.32,2.01,3.91,0.7,1,0.56,2,29,3,7,1,0,0.03,0.38,1,0.57,2,7,16,19.43,23,5,1.18,17,0.4,0.04,0.14,13,0.01,0.52,7,0.42,0.18,2,1,0.11,12.36,0,3,27.38,1,0.14,2.93,2,1.51,15.32,5.22,2,0.56,1,1,27,0.07,3,3,6,91,11,0.15,3.6,0.14,2,1,0
"10",9,1,1.99,4,4,7.42,6,7,0.14,4.69,2,125,4,31.89,0.19,152,3,1,11,7.27,0.56,0.38,1.51,86,36.81,4,3.07,0.36,0,1,29,1.81,25,6.38,7,4,3,2,8,15.54,0.19,0.13,0.09,47,3,2,1.49,0.28,2,4,7.91,1,5,0.02,7,2.34,7.6,0.09,1.99,20,2,5.89,18,36,0.38,7,4,41,10.72,0.75,1,1,22.39,11,1,1,0.09,2,1,1
