"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.96,4,2,0.08,0,1,0.19,0.07,2,1,0.83,0,2,3,9,1,0.15,0.01,0,2,1,3,3,0.31,21,5,340,5,2,0,0.86,6,5,68,0.05,29,5,12,0.01,0.03,1.32,43,1,0,0.09,0,0.06,4,13,0.24,4.8,3,0,0.09,5,0.02,0.18,0,1,0,7,0,47,1,1,3,0.01,1,8,3,0.91,7,1,2,22,0.01,0.26,0,0,0.4
"2",1.96,0.48,27,8,2,0.81,20,5,8,2,38,43,3,11,69,14.81,32,3,0.44,13,26,4,10,64,6,0.01,59.97,11,28,3,3,6,21.47,3,1,10,85,36,0.42,3,33,5.1,290.39,14.4,216,1,31,0.04,53,21,115,12.24,9.3,2,48.78,2,3,3,25,18.9,10,4,15,4,21,13,8,2,70,5,23,9.8,3,1,56,3,4,1,0,1.8
"3",1.05,1,7,6,0.07,1,4,2,8,1.14,5,1,0.28,8.64,2,1,1,1,0,6,17,20,13,9,4,0,47,5,2,0,0,2.12,2,2.01,0.05,16,32,10,0,1.33,4,0.15,40,2,47,0.12,21,0,9,13.23,9,2,0,3.09,2.02,2,3.35,0.1,5,0.01,16.2,2.82,5.42,5,11,4,4,2,6,1.5,6.98,3.75,3.95,0.3,35,0,4,0,0,0.25
"4",0.96,0.01,1,0.09,1,1,1.08,3,0.68,0.03,167,0.04,0.07,1,4,1.78,1,2,0,12.15,1.43,17,1.25,1.02,1,1,0.69,1,5,0,0.01,2.4,0.15,40,0.09,27,14,3,0,0.78,4,0.05,19,0.01,5.26,0.02,2,0.08,69,1,5,2,0,3,2,3,6,0,0.9,0.03,0.45,0.01,3,2,9,17,1.04,2,54,0.18,6,11,3,1,4,0.01,2.98,0,0,0.44
"5",1.86,2.09,1.99,5,0.91,6,48,0.21,0.56,9,3,5,8,1,5,1,11.19,2,3.5,84,9,11.43,35,18.58,2.9,0,6,7.52,5,1.67,1,2.79,7.71,26,0.3,3,3,16,0.17,21,84,6,92,3,28,6,13,0.06,11,12,10,1,5.17,7,3.61,5.35,17,1,3.99,2,13,0.34,12.59,15,6,3,1,0.45,10,1,1,1.54,5.73,3,5.24,2,7,5.67,0,1
"6",1.06,2,3,4.15,2.92,4.42,20,0.2,3.09,1,9,1,1.8,2,3,1,11,1.99,1,1,8,3.3,4,13,15,3,195,4,9,0.03,1.82,4,8,73.71,3.9,5,6.64,1,0.15,3,41,79,61.07,0,5,0,32,2,20,5,34.89,1.08,0,3,8,1,11,0.01,1.7,0.01,19,0.33,120,5,15,22,9,1.96,24,16,8,1,99,1,12,1,2,0.19,0,0.37
"7",1.5,2.26,31.52,7,1,1,3,2,13,1,29,2,0.58,4,5,3,5,4,0,50,42,9,1,3,15,0.81,1,2,12,0,3,25.08,10,23,0.57,49,9,13,0,1,16,4,14,0.09,40.11,0.41,18,6.63,20,4,121,1,0.01,7,4,4,18.71,3.69,1,3.94,1,2,2,6,15,39,1,2,17,10,4,14.69,73,5,62,0.12,18,0,0,0.38
"8",1.38,0,3,2,4,0.2,16.77,1,1,2.93,30,2.44,1,7,3,0.77,9.2,1,0,4,15,14,2,7,14.66,0.45,60.21,3.8,69,0,1,12,24,15.4,2,5,14,5,0.21,4,1,3,21,4,27,0.47,11,1,19,3,56,0.34,0.02,3,4,8,3,1.12,9,1,3,0,3,12,20,46,2,2.41,19,1.05,11,5.57,1,1,30,0.03,14.29,0.01,0,0.5
"9",1.19,7,5,1,0.1,0.68,22.42,0.09,1.75,1.03,35,4.01,3.94,10,33,0.35,9.06,0.72,2.16,31,6,1,29.24,45,24,3,574,1,36.06,1,0.02,1,2,83,1,4,18,5,1,8,23,90,25,1,3,1,1,1,14,5,6,1.1,0,16,13,1,2.19,0.05,4.05,0.52,5.02,0,4,13,16,25,2,5,26.8,1,14,10,24,5.06,69,9,10,1,0,0.62
"10",0.86,0,1.84,1.67,0.14,0.11,3.05,1,2.57,0.06,10,1.52,1,0.29,6,1,11,6,0,15,10,12,30,0.74,3.16,0,1.96,1,4,0,1,11,1.18,0.64,3,4,8.3,11,0.01,1,42,0.01,4,0.26,4,0.21,9,0.01,1,1,23,0.05,1,0.94,0.98,21,1.48,0,0.9,0.58,0.71,1,2,1.5,20,41,1,3,1,0.6,4,0.1,17,0,0.91,0,8,0,0,0.21
