"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,140,87,2,2,0,0,0,23,0,0,1,0,0,81,25,0,4,10,0,0,4,13,0,0,0,1,0,9,62,12,0,3,0,28,0,0,21,30,84,0,21,6,0,0,13,7,17,3,0,4,0,0,4,0,1,23,0,0,7,5,0,0,2,0,0,9,0,167,0,1,76,1,3,12,0,4,0,6,14
"2",1,63,52,0,6,0,0,1,8,0,1,2,0,0,55,10,0,5,1,7,7,2,12,0,3,3,0,0,39,0,40,0,0,0,37,0,1,8,16,43,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,27,4,0,9,4,8,0,2,2,0,40,0,19,0,5,22,0,23,72,2,7,0,11,19
"3",0,132,62,1,0,0,0,0,73,0,0,1,3,0,44,39,0,5,5,0,29,0,56,0,0,0,0,0,10,0,43,0,0,0,37,0,2,12,34,118,0,20,10,0,0,0,0,42,0,0,9,0,0,0,0,0,37,0,0,5,18,1,0,2,0,0,48,0,195,0,3,54,0,9,32,3,5,0,5,4
"4",0,84,23,0,4,0,0,2,4,0,0,4,0,1,41,33,0,4,7,0,9,0,144,0,0,0,0,0,23,0,110,0,0,0,61,0,0,0,19,13,0,0,0,0,0,11,0,1,2,1,4,0,1,0,0,0,43,0,13,10,12,0,2,1,0,0,50,0,133,1,0,65,1,8,10,8,5,0,19,62
"5",1,25,20,1,1,0,0,0,28,0,0,5,7,1,57,27,11,4,4,0,5,0,20,0,0,0,5,0,1,0,145,0,0,0,82,0,0,27,41,84,0,2,19,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,1,12,11,0,0,3,0,0,21,0,759,2,0,26,0,8,33,14,10,0,2,8
"6",0,44,0,0,0,0,18,0,0,29,0,0,58,18,6,0,138,0,1,66,2,51,0,1,7,5,35,0,1,105,0,0,0,1,6,0,3,0,46,0,0,26,2,0,1,6,83,17,13,2,0,0,2,6,8,10,0,35,16,0,0,0,0,0,1,1,3,248,23,0,22,3,0,0,0,0,0,0,0,9
"7",0,26,0,0,0,0,14,0,0,39,0,1,12,167,36,0,79,0,0,12,0,13,24,4,0,2,11,0,0,11,0,2,0,0,0,0,1,0,0,3,0,20,0,0,0,8,19,36,13,1,0,0,2,6,1,8,7,35,4,0,0,0,0,0,2,0,0,183,2,0,43,0,0,4,6,0,0,0,3,1
"8",0,133,0,0,0,0,7,1,19,23,0,0,15,50,0,3,100,1,3,76,3,9,15,0,0,15,13,0,0,81,0,0,0,0,0,0,5,0,9,12,0,43,0,0,8,11,44,44,3,1,0,0,3,1,9,0,0,121,14,0,1,0,0,0,2,1,1,117,0,0,31,17,0,0,7,0,0,0,0,0
"9",0,1,0,0,1,0,26,0,1,10,0,0,5,177,5,1,44,0,0,20,0,28,0,0,1,6,53,0,3,33,7,10,0,2,0,0,2,2,1,5,0,28,9,1,7,6,73,31,23,7,2,0,1,2,1,7,0,5,1,0,0,0,0,0,0,0,1,47,20,0,11,0,0,0,2,0,2,1,0,0
"10",0,0,8,0,0,0,41,0,3,21,0,0,25,90,12,2,2,0,0,89,0,31,0,2,3,8,39,0,0,84,0,5,0,0,1,0,5,3,0,2,0,45,4,2,3,4,6,15,18,1,0,0,0,6,10,4,6,40,7,0,0,0,0,0,0,1,0,111,10,0,6,0,0,3,0,2,0,0,1,1
"11",1,306,30,0,5,0,10,3,35,0,1,0,0,75,67,0,18,1,1,0,7,1,0,0,1,0,0,0,1,8,0,13,0,0,10,0,0,0,0,11,1,0,1,0,0,1,0,42,6,0,6,0,0,0,1,22,19,0,0,20,14,2,0,1,1,2,4,25,107,2,0,0,0,0,0,0,5,0,0,2
"12",0,6,20,6,0,0,0,0,0,4,0,0,6,3,22,6,0,4,9,1,0,9,0,0,0,8,0,0,1,33,5,0,0,1,28,0,0,11,82,1,0,26,2,0,8,0,38,34,0,0,8,0,0,9,0,55,0,0,3,16,5,0,0,0,0,0,32,89,0,0,0,11,0,3,32,5,0,0,7,0
"13",0,220,4,2,0,0,0,0,0,1,1,0,0,0,10,0,1,8,0,32,0,2,0,1,0,1,0,0,0,34,0,2,0,0,28,0,0,2,90,19,0,1,0,1,1,0,4,109,0,1,2,0,8,6,1,6,11,0,0,3,11,0,1,0,0,0,1,0,5,1,0,16,0,5,27,10,5,1,28,25
"14",0,375,37,0,0,0,0,2,0,5,1,5,17,0,3,7,117,4,4,0,0,1,0,0,5,1,12,0,0,25,0,0,1,1,19,0,4,7,13,92,0,0,0,0,0,13,0,42,38,0,2,0,5,4,4,17,0,22,0,3,10,1,0,5,1,2,0,0,259,0,11,18,0,4,4,7,0,0,18,5
"15",0,31,35,0,0,0,16,0,0,10,0,3,0,160,119,0,115,2,6,78,1,12,0,0,0,0,0,0,0,14,2,10,1,0,24,0,8,0,2,0,0,21,0,0,0,17,0,57,4,0,4,0,0,4,1,11,1,37,0,11,9,1,1,2,8,0,0,24,254,0,5,20,0,4,37,0,11,0,21,1
"16",0,74,6,5,0,0,3,0,0,0,0,0,0,14,0,14,0,2,1,88,8,0,67,3,0,0,0,0,0,98,9,10,0,0,7,0,6,0,1,45,1,0,39,0,0,16,0,27,0,0,2,0,2,6,0,44,0,77,16,12,4,0,0,5,3,2,0,0,328,0,2,0,0,4,0,5,22,0,17,20
