"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.01,1,0.4,2.45,1.68,0.1,0.04,1,1.4,0.01,0.75,0.02,7.76,0.01,15,0,0.24,0.63,1.1,0,0.91,4,1.32,4.49,5.23,0.15,1,13,1,1,0.01,0.42,12,12,0.02,2.15,56,11,0.01,1,0.04,1,2,2,0,3,0.66,0.63,6,0.23,16,16,0.48,2,1,0.72,2,1.22,1,2,0,4,0.68,3.78,1,0.6,1.08,0.06,1.13,0.15,2,0,3.31,1,0.21,5,0,0,1,0.05
"2",0.49,1.4,0,1,1,1,1,1,1,0.1,0.11,1,2.64,0.64,10,0,0.15,1.33,2.84,0,9,0.63,27,0.36,0,0,0,3.75,0.07,63,3.49,2,0.65,3.33,3.35,2.07,16,1,0.23,37,1,7,0.17,23.46,0,1,0.09,1,0.87,0,341,5,4,5,0.2,5,4,1.22,3,5.99,0,0.15,2.43,3.78,111,0.68,1.03,0.01,0.34,0.16,12,0.01,2.05,2,2,18,0.21,0,0.06,0.26
"3",4,35,0.06,7,1,44.5,6.72,192,2,3,1,7.27,7,0.95,6,0,54.75,7,1,0,4.19,21.19,14.71,7,0,1,0,11,3.58,8.99,0,35.91,53,3,10.5,2.29,5,30.38,2,59.01,8,4,3,26,0,1,4.87,1,2.12,0,101,52,1.7,2,3,1.16,82,1.22,43,3,0,1,2,3.78,4,0.17,1.57,0.17,4,9.93,6.11,0.05,17.31,28,1,9,0,0,0.14,18
"4",0.03,1,0,0.06,0.34,0.03,3,2,0.07,0.01,0,0,10,0.39,51,0,4,0.07,0.03,0,0.29,0,1.18,0.02,0,3,0,1,0.07,2,0.01,3,1.18,2.68,6,2,30,0.51,1,11.4,0.28,2,0.04,3.31,0,0.79,0.26,0.04,0.26,0,488,1.75,1.82,1,0.09,0.43,3,1.22,174,1,0,3.71,8,3.78,0.26,1.14,1,0.14,4,0.27,2,3.43,1.61,2,1,141,0,0,0.05,0.07
"5",1.02,12,0,3,1,1.95,1.18,3,1.15,0.02,0.05,0.13,2,17,2,0,0.01,1.66,2.18,0,2,4.44,1,2,0,0.4,0,2,1,2.08,0,4,9.41,9,0.01,2.29,2,1,19.05,1,6,4,0.87,2,3,10.79,0.12,0.51,22,0,381,11,3,2,2.28,30.52,1.01,1.75,4,10,0,7.62,10.25,3.78,9,1,1.57,2,16,25.03,3,1,2,12,0.56,3,0.23,0,13.86,21.1
"6",1,0.11,0.01,5.56,2,6.35,0.46,1.22,1,4.05,1,23.93,37,0.13,3.06,0,4,1.13,0.96,0.29,2.65,68,1,3,8,0,9.41,12,35,0.03,0,2,13,446,0,2.29,3,10,0.06,1.33,1,2,12,19,0,0.03,29,1,3,0,9,1.27,26.37,3.13,8,0.34,0.28,2,9.29,1.59,0.02,0.15,5,3.78,2,4,1.57,5.83,2,132.42,2.88,0.01,41,96,0,9.3,0,0,0.12,1
"7",0,0,0,6.39,2,1,0.15,0.56,20,1.02,0.13,0,2.52,0,6.7,0,0.35,106,1,0,36,2,0,9,0,0,1.79,2,10,0.04,0,27,22,32,0,1.13,8.3,57,0,0.47,0,1,0.53,16,0,0,21,0.28,28,0,4,1,1.03,1.15,6,2.81,0.03,1.22,7.17,0.91,0,0,5,3.78,4.32,3.39,0.56,6.51,96,1.07,1.75,0.03,12,13,0,18,1,0,2,0
"8",0,0,0,13.38,10,0.01,5.93,0.45,12,0.08,0.04,0.01,11.14,0,93,0,1.1,1,2,0.55,187,0.04,0.06,23,0,0,0,5,10,4,0.01,1,23,1,0,1.82,1,14,0,3.06,0,2.36,10,10,0,0.09,1.58,0.22,7.22,0,228,50.69,1.18,1,23.32,0.58,0.09,1.22,1,2.79,1,1.05,1,3.78,1,0.13,0.91,0.63,53,3,0.46,1,21,12,0,32,0.01,0,0.01,0
"9",0.11,0,0,1.02,3.07,0.33,1,0.05,20,2.73,288,0.39,6,1.36,7.25,0,13.66,4,1,0,3,11.61,3,157,0,0,0,1.6,1,0.29,0,384,18,51,0,2.29,10.34,18,12.21,3.04,0.25,16,5.04,10,0,0.06,2,3.98,4,0.08,6.47,1,1.61,2,14,8,1,1.22,4,1,0,1,1,3.78,31.8,0.41,1.57,0.02,21.45,18,0.3,0.54,3.49,2,0.1,9,2,0,1.43,0.03
"10",0.08,0,1,3.4,2,0.13,0.32,0.17,5,0.09,0.03,0,5,0,1.08,0,11,1,1,0,1.81,2,0.1,1,9.19,0,3,0.57,20,0.04,0,7,1,24,0,2.29,28,9,0.01,1.12,0.11,4,1,18,0,0.02,1,4,1,0,15.45,1.55,3,1.87,2,0.31,8,1.22,27.76,0.14,0,0,2,3.78,6,3,1.57,4,3,477,0.46,0,15,5,0,1,0,0,8.08,19.47
