"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",1,3,4.85,0.47,1,4,16,36,38,27,0.03,1.43,0,5,7.91,0.32,1.63,2,8.24,10.09,8,3,3,9,1,0.21,1,10,12,2,1.06,3,0.14,1,9,0.59,6,0,2,1,4,1,1.22,21,1.52,7,1,3,4,12,1.33,32,2,1,21.5,0.29,8,4,0,1,1,5,49,0.04,1.44,6,1,23,17,0.01,4.23,7.61,1,1.44,24,139,1,4,13.5,3
"2",35.37,8.43,4,5,0.38,0,1.56,258,6.39,25.09,0.38,0.09,1,3.7,12,0.75,33,2,5,9,30,8.18,9,3,0.1,2,0.1,16,61,5,6,0.29,2,15,3,0.87,10.71,3.27,0.47,23,20,0.1,1,1,2,14.23,20,41,0.39,4,10.44,29,11,4,1,4,2,33,3.76,1.79,0.1,10,44,1,0.13,10,2,90.99,52,1,2,5,2,13,68,5,0.54,9,1.32,16
"3",9.8,13,5,3,2.15,1,0.04,39,22,7,1,2,0,1.41,20,5,19,10,1,12,9,6,12,29,1,1,0.25,1,32,3,4,0.75,10.76,20,1,3.26,4,8.38,9.7,24,10,0.25,1.75,1,12,8,3,9.84,1,8,1,80,22,0.13,0,15,230.75,81,1,1,0.25,19,27,4.35,4,21,37,6,357,23.63,14,2,1,21,5,9,2.52,25,0.69,18.88
"4",2,3,12,2.72,0.09,0,1,9,5,4.47,0,1.76,0.01,1,2,1.11,1.27,0.72,6,3,13,14,2.87,8,0.15,1,0.07,1,10,2,0.3,0.2,0,0.29,1,3.41,1,0.56,3,1.35,1,0.07,1.08,68,0.73,2,8,22,0.26,8,1,3,3.05,0.86,0,0.41,1,2,1,3,0.07,2.46,2,0.6,2,5,1,26.58,35,1,0.24,2,3,6.74,7.39,37.14,1,4.17,0.69,15
"5",1.16,7,1,3,1,0,0.01,62,0.32,3.43,1,0.01,0.02,0.32,1,0.01,18,0.26,0.51,1,21,3,1.12,6,1.42,0.05,0.13,9,1,1.26,1,0.38,0,1,3,0.03,2,0,0.22,15,4,0.13,0.99,5.88,1,1,5,3,0.51,9,6,18,3,8,0,2,21,14,0.52,1,0.13,1.14,5.85,0,1,3,0.63,6,34,1,7,7,0.68,33,1.45,26,0.05,2,0.69,2
"6",10,42,2,1,3,0,0.03,125,10,67,2.19,11.67,0.01,31.33,4,1,32,1,3,1,1,2,38,99,8.11,2,0.22,29,18,1,6,0.67,2,5,4,5,2,6.91,4,2,2,0.22,1.78,4,3,10,11,4,0.89,14,3,7,34.33,1,3,35,139,84,8.56,2,0.22,54,172,3,7,4,3,150,465,0.06,22,8,1,77,16,15,12,18,3,10
"7",5,1,17,6,2.49,0,0.04,19,9.06,4,4.95,8,0.17,1,4,3,22,8.46,2.89,2,15,42,2,19,0.69,0.14,0.15,6.19,64,1,13.35,0.46,2.34,5,2,2,2,1,0.9,8,6,0.15,1,26,4,1.79,12,3.11,0.61,52,1.51,113,1,0.24,0,1,30,5,0.12,1,0.15,2,201,0.11,1.61,20,4,218,44,1,1,2.26,3,12,9,17,3,3,0.69,7.11
"8",3,1.06,0.52,0.26,0.07,0,0,187,0.26,1.12,0.01,0,0.01,0.11,1.31,0,13,1,1,11,8,2.33,3,244,0.01,0.04,0.14,26,20,4,0.02,0.42,1.96,1,1.44,0.01,1,0.01,0.03,0.84,1.48,0.14,1.06,2,0.31,7.74,1.62,2,0.57,3,0.51,1,5,0.51,0,0.07,2,33,0.04,0.34,0.14,11,7.43,3,1,5,10,2.35,55,1,1,2,0.28,14,1.7,5,0,53,1,4
"9",3,1,1,4.78,2,0,0,4,3.46,9,0.38,1.24,0,1,8,3,23,3,9,5,18,3,4,23,0.04,0.13,0.09,7,25,5,3,0.27,0.19,16,1,3,1.78,3,0.53,7,1,0.09,1.2,5,4,7,1,3.27,0.36,4,1,10,1,0.12,0,1,26,16,1,1.31,0.09,10.72,2,1.48,3,18,2,11.15,9,2.92,2.05,2,1,16,2,13,1.07,1.45,0.69,6.43
"10",2.02,3,4,3,0.31,0,1.52,135,15,2,3,5,1,2.98,11,5,17,0.35,1.34,7,3,5,5,21,1,1.95,0.1,11,6,1,5.37,0.29,0.8,14,1,1,7.03,0.16,1.06,3,1,0.1,1,48,6,7,4,4,0.38,12,9,16,4.58,0.04,0.02,3,21.22,58,2,1,0.1,7,16,0.81,1.73,17,3,120.02,1,2,4,2.57,3,22,1,20,5.36,2,0.69,1
