"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.57,0,3,3,0.01,5,0,13,5,0.02,0.02,3,0.08,0,0,0.03,0,0,0.02,0.03,0,5,0.07,7,4.49,0.11,0.01,0,0,0.11,1,0.05,76,0,0.13,0,0,0,0.6,0.03,0.04,0.48,3.62,2,1,1,0.86,6,0.03,0.41,2,9,10,0.59,0.04,0,0.04,0.02,0.15,0,7,77,0.15,0,5,0.01,6,2,0.75,9,18,35,4,0.49,7,0.04,0.01,0.17,0.41,0.01
"2",0.75,0,22.61,0.34,0,2,0,3.46,4,2.85,1,1,0,0.03,0,0.04,0,0.11,0,0.21,0,2,0.19,2,75,3,3,5,0,0.04,25,0.06,8.25,3,1,0,0,1,0.51,0.02,29,2,2,0.07,0,0.01,0.59,16,0.02,35,21,10.79,5,3,1,1,0.06,0.13,0.13,0.02,18,34,0.13,0.48,15,0.04,7.09,2,0.64,7,3,38,40,0.87,2,4,0.05,4,5,0.02
"3",7.41,0,1.44,3,0.62,8,0,15.1,1.04,2,2,0.02,0.14,0.01,0,1,0,1,0.14,2,0,8.38,0.26,8,3,0.46,0.1,4,0,0.09,1,0.16,84,0.01,3,0.02,0.02,0.01,1,0.02,5,4,3,0.27,3,1,3,16,0.17,1,1.74,2,0.61,2,0.02,0,1,0.15,0.25,0,32,9,0.25,0.28,47,1,0.02,1,1.25,9,15,3,28,6.28,0.51,1,0,2,2,0.01
"4",44,0,12,1,0.01,5,0,1.4,1,1,0.14,0,1,0,0,0.02,0,1,0.06,2,0,4.79,0.23,0.49,18,0.02,0.06,0.28,0,0.02,0.05,0.1,7,0.02,0,0,2.64,0,0.57,0.03,6,2,23,2,1,1.53,0.3,16,1,17,1,1,14,2.59,0.01,0,0.02,0.03,0.14,0,0.25,1.02,0.14,0.02,26,0.06,1,0.07,0.71,1,1,51,13,0.2,3,19,0.04,20,1,0.02
"5",2,0,12,1,0,17,0,5,0.02,0.04,1,0,0.33,0.01,0.33,0.15,0,0.04,2.33,0.03,0,4.22,1.15,20,74,0.35,0.1,7,0,2.03,2.3,1,46,0.02,0.26,0,1,0.05,0.5,0.04,1.17,3,5,0.77,2,0.04,132,8.71,1,56,1,1.17,2,1,0.01,0.02,0.03,1,0.13,0,1,54,0.13,0,0.56,0.13,3,1,0.63,1.93,3.8,5,1,1.02,1,0,0.01,0.61,6.9,1
"6",1,0.02,0,0.02,0,0.02,0,0.04,0,0.05,0,1,0,4,0,1,0,0.31,1,0,5,0,5,0.4,0.01,69,0.01,0.01,0,13,0.15,7,1,0.89,1.1,1,0,2,0.62,8,0.09,1,0.01,0.03,0,0,3,0.02,32,0.09,0.05,0,0.04,0,0.03,1.99,24,167,0.16,3,2,0.61,0.16,0.07,0.04,3,0,0.01,0.78,0.09,0,1,0.13,10,0,0.01,1,0.03,1,3
"7",0.18,0,0,0.03,1,0.01,0,0.12,0,1,0,0.1,0,0.55,0,28,0,1.85,2,0,1,0,1.91,0.26,0.01,74,0.01,0.02,0,16,0.05,201,3,8,35,0,0,6,1.1,2,1,6,0.1,0,0,0.01,10.67,0.03,22,2,2,0,0.03,0,0.01,4,6,88,0.31,2,0.01,2.46,0.31,0.8,0.66,18,0,0.04,1.41,0.12,0,0.02,0.09,5,0.02,0.13,0.94,0.07,139,56
"8",0.02,0,0,0,0.01,0.01,0,0.02,0,0.05,0,0.01,0,1,0,12,1.04,3,0.1,0,0.04,0,12,0.06,0.01,10,0,0,0,1,0.07,18,0.7,17,4,10,0,0.77,1.1,8,0.05,5,0.02,0,0,0,1,0,3,0.2,1,0,0,0,0,11,1.59,5,1,6,0.15,2,1,3,0.1,11,0,0.03,1.41,0.01,0.05,0.03,1,1.69,0.13,0.08,1,0.01,44,20
"9",0.64,0.02,0.01,0.08,0,1,0,1,0,0.21,0.01,0.05,0,39,0,10.33,0,0.27,0.35,0,0.01,0,9,1,0.07,17,0,0,0,7,1,4,2,5,15,2,0,0.68,1.1,67,0.04,5,1,0,0,0,2.07,0.04,3,0.19,3,0.02,0.14,0,0.03,40,8,9,0.32,8.84,0.65,6.52,0.32,15,1,62,0.06,0.13,1.41,1,0.01,1,0.47,94,0.01,0.11,3.77,1,22,5
"10",1,0,0,0.5,0.01,0.21,0,2,0,0.01,0.05,0.51,0,8,0,0.94,0,6,15,0.01,0.33,0,8,0.29,0.55,2,0,1,0,7,1,4.25,2,1,1,0,0,0.11,0.33,4,0.17,7.6,1,0,0,0,1,0.05,20,1,1,0,0.63,0,0.01,0.48,13,4.53,0.08,5,2.52,3,0.08,3,0.34,0.76,0,1,0.41,0.2,0.18,0.37,4,17,1,0.02,0.31,0.08,5,2
