"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",52,4,51,81,98,259.87,0,234.63,4,6,5,2,39,0.38,0.88,21,46,61,11.5,62,21,21,19,0,12,7,122,27,3,64,86,13,2,118,31.85,60,18,2,16,5,56,150,1,23,46,0,13.63,4,1,8,6.25,0.38,52,33.18,14,116.13,2.09,0.02,4,2,3,29,62.25,156,9,2,2,29,12,1,30,10,1,1,0.02,33,75,19,38.75,152
"2",20,12,3,11,51,57,0.04,8,0.03,21.32,1,6.1,5,0.76,1.43,59.64,50,4,7.14,22,9,3,8,0,29.57,4,35,180.02,2.06,51,10,6,26.91,2,15,47,33.84,65,4,3,8,16,2,22.78,165.8,0,4,0,0,8,1.3,0.76,1,17.38,7.66,3,1,0,1,0,3,32,4.8,73,17,0.05,0,12,8.71,0,12,60,1,0.06,2,12.02,64,14.28,5,7
"3",2,0.27,9,84,8.05,7.72,0,5.77,0.72,1,5,2,56,0.13,0.31,0.61,12,10,0.02,11,0.95,0.94,1.13,0,1,0.2,10,11,1,4,2,5,0.36,2,23,1.67,9,6,12,1,1,5,0.25,13,2,0,1,0,0,1,0,0.13,4,6.34,2.86,1,0.29,0,6,0,2,14.49,0.06,13,2.12,0.75,0,3,0.03,0,8,1,0.03,0,0,0.09,54,25,3,1
"4",0,1,0.02,0.03,0.02,0.02,1,6,0,0,0,0.01,142,0.14,0.33,6,0.02,0.08,0,0.02,0,0.05,0,0,0,0.01,0.05,0,0,12,0.01,0.02,0,25,18,22,2,0,0,0.03,0.01,0.04,0,1,53,0,0,0,0,5,0,0.14,0.01,2,0,0,0,0.28,0,0,0,0.01,0,0,1,0.02,0,8,0,0,0.01,0.06,0,0,0,0,0.03,0,0.01,0.05
"5",0.1,0.25,22,1,1,0.4,0,3,0,1,0.97,0.1,13,0.04,0.09,1,1.01,7,0.01,3,1,0.11,0,0,0.01,0.07,29,0.19,0.01,1,0.35,0.57,0.01,0.26,0.42,0.07,1,0.06,0.11,2,3,4.09,0,0.02,2,0,0.01,0,0,1,0,0.04,1,1,0.26,0.1,0.05,0,1,0,1,10,5,0.24,0.12,0,0,0.22,0,0,0.39,2,0,0,0,0.15,1,0.31,1,7
"6",0.04,0.03,0.16,4.42,16,1.33,0,1,0,3,3,0.06,1.51,0.06,0.14,11,61,3,1,11,1.05,6,0.48,0,0.63,2,16,1,0.02,1.08,0.59,0.07,1,1,0.03,11,0.98,1,3.22,2,1.26,1,2,11,2.82,0,0.02,0,0,5,0.06,0.06,10,0.01,1.11,1,0.32,0,0.13,0.01,1,15,1,0.38,0.07,0.01,0,1,0.03,0,5,0.1,0,0,0,5,0.38,3,0.11,2
"7",0.03,2.15,2.23,1,1,60,0,8,0.19,2,7,1.43,6,0.21,0.5,23,18,6,0,8,4,25,0.56,0,0.88,0.2,0.84,1,0.05,1.15,11,2,1,10,1,12.5,3,1,10,2,0.98,9.52,0.03,1,9,0,0.32,0.01,0,5,0,0.21,4,2,1.59,3,3.22,0,1,4,0.04,4,16.84,7.72,4.22,1,0,5,0.08,0,3.62,2.23,3,0.01,0,2,13,1.07,2,21
"8",22,0.12,20,4.15,50,179,0,7,0,0.16,0.5,3,2.85,0.43,1,3,1.72,2.2,3,15,28,13,7,0,0.12,0.02,6,4,4,1,35,8.03,0.31,4.8,19,3.29,1.2,3,0.15,0.42,2.02,119,0,0.18,52,0,0.01,0,0,0.33,0,0.43,0.04,0.08,0.07,0.57,0.03,0.42,0.18,0,0.04,19,13,1,17,0.01,0,22,8,2.1,0.12,27.65,0,0,0.03,1.07,1,7,1,34
"9",4,2,1,0.26,0.08,0.03,0,8,0,1,2,0.03,43,0.09,0.22,26,0.19,1,1,0.2,0.05,1,0.01,0,0.05,0.01,7,0.01,0.01,4,0.1,0.03,0.01,2,0.09,0.08,0.02,0,0.01,0.1,3,13,0,3,3,0,0,1,0,1,0,0.09,0.03,1,0,0.04,0.02,0,0.01,0,0.01,4,0.07,0.02,0.07,0,0.01,6,0,0,0.07,12,1,0,0,5,0.01,0.08,0.01,0.17
"10",0.01,1.12,0.76,21,4.8,6,0,2.94,2,15,0.47,0.01,14,0.11,0.25,7,7.11,21,0.17,1,0.76,2,1,0,2.7,4,0.49,0.29,0,4,7,9,0.03,3.91,1,35,0.43,0.11,8,6,2,5,0.01,0.91,46,0,0.01,0,1,5,0,0.11,1.98,2,0.84,1,1.61,0,0.73,0,0.01,43,0.93,0.89,0.2,0.04,0.38,0.41,2,0,7.07,0.09,0,0,0,0.79,1,2,0.01,5
"11",25,0.27,0.36,38,1.32,0.6,0,1.28,0,0.22,1,0,1,0.14,0.33,1,1.18,3.23,0,13,1,0.09,6,0,20,0.06,1.34,5,0.21,9,34,1.22,0.03,26,3.15,0.23,1,0.07,0.22,1,17,26,1,0.05,49,0,1,0,0,0.18,1,0.14,0.07,0.53,0.01,22,0,0,0.05,1,0.03,39,2,1,0.03,0,0,4,0,0,6,5,0.5,0.01,0,4.17,2,0.87,0.01,0.42
"12",8,2,46,139,38,659,1,35,15.16,70,56,3,812,0.64,1,283,428,211,3,44,9,36,1,0,20,5,118,10,2,28,5,20,2,27,196,19,8,32,12,13,195,38,14,29,22,0,23.27,1,1,72,10,0.64,127,83,1,9,9,4.91,39,10,2,29,81,5,125,8,7,8,3,2,11,9,5,19,1,129,216,2,50,16
"13",1.05,2,1.81,2.3,0.84,3,0.05,0.25,0.2,2.3,0.26,0.03,0.89,0.43,1,35,1,0.07,9,14,15,28,0.17,0,5,0.05,0.83,0.69,0.01,0.65,0.41,3,3,2.38,0.45,0.85,0,0.01,21,0.02,7,30,0.23,10,47,0,2,0,4,0.01,0,0.43,0.05,0.01,5,9,5,1,23,0.02,0.12,7,1,13,0.06,0,0,1,0.01,2.29,25,41,0.08,0.11,0.03,6,0.03,0.1,0.01,12
"14",9,2.26,28,105,0.48,1,0,27,0,0.35,0.13,2,24,0.14,0.33,22,5,4,1,1.1,0.77,0.34,0.01,0,1,1,0.56,1,1,0.28,2,0.18,1,20,1,0.62,1,0.05,9,0.4,0.29,4,0.01,0.19,19,0,0.01,0,0,0.44,0,0.14,18,1.81,0.24,2,5,0,1,0.01,0.02,42,0.16,3,2.42,0.03,0,0.31,0,0,21.26,4.67,0,0,0,1.07,0.81,0.76,0.58,3
"15",4.58,7,2.4,16,1.6,1,0,12,0.41,8,0.83,14,65,1,1.25,1.62,1,1,9,0.26,1,0.27,0.02,0,1,1.03,42,0.42,10,61,81,2,14,41,15,2.06,4,0.05,1,1,2,9.29,0.01,27,2,0,4,0,0.01,33,12.66,1,1.17,2,0.01,1.5,0.06,0,0.08,2,0.12,8,0.51,2,8,2,1,0.04,0.06,0,23,0.47,1,0.01,0,2.97,1.82,0.49,5,0.76
"16",11,11.6,11,13,6,17,0,78,1,2,2,6,13,0.17,0.4,16,38,11,0.51,51.8,1,28,2,0,1,4.08,5,12,2,16,13,4,6,10,1,24,12,1,37.42,6,1,115.81,1.85,3,47,0,1.51,1,0,12,0,0.17,2,2,0.02,17,4,0,6.74,2,5.34,10,1,24,3,2,0.13,11,6,0,5,8,0.01,0,0,35.55,32,2,13.78,5
"17",68,0,116,16.58,9.36,237,5,1.81,2,43,41,14,1.39,0.71,1.25,1.3,196,2.97,0.07,129,62,57,0.8,0,59,8,144,12,10,106,17.39,33,0.05,1.25,1.25,19,58,16,38,54,9.49,105,4,2,1.14,0,3,7.03,6.67,40,4,0.71,2.13,0.01,3,0.55,10,5,14,0.07,6,236,26.17,196,1.59,1.51,2.33,36,0.06,2,120,1.99,2,5,0.03,4,0.69,0.34,10,97
"18",0.83,1,57,1,1,77,1,4.85,1,47,3,0.22,35.06,0.9,1.44,6,74,2,1,2,3,9,2,0,27,3,27.84,5,8.09,19.6,16,4,8,111,65,38,2,5,10,6,8,29,2,14,84,0,4,2,0,0.83,2.01,0.9,9,5,2.42,4,1,5.16,9.4,16.8,3,59,3,140,10,2,1.66,24,1,0,1,11.84,0.11,1,3,50,33,7.08,11,5
"19",5,4,345,242,23,34,1,28,8,83,42,1,95,0.78,1.25,25,124,421.3,1,348,11,17,6,0,8,19,409,28,2,219,176,166,1,455,177,43,17,13,42,99,218,286,12,26,25,0,3,5,7.3,73,13.04,0.78,34,41,2,13,2,6,5,14.61,23,79,16,21,13,5,1,100,14,3.39,244,12,1,3,0,9,196,1,36,30
"20",5,2,1,44,2.46,1,0,21,0,0.09,0.19,0,5.75,0.12,0.29,3,25,3,0.08,1.09,1,1,6,0,2,0.01,1,2,0,0.24,0.74,0.17,0,2.47,0.55,1,0.11,0.01,0.06,0.07,1.11,1,0.08,1.1,10,0,0,0,0,0.39,0,0.12,3,1,0,1,0.03,0,0.06,0,0.05,2,20,4.07,2,0,0,0.2,0.33,0,0.93,46,0,0.02,0,1,13,10,1,0.48
