"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",1,0.04,0.1,0,0.01,1,0,0.03,0,0.13,0.26,0.84,1,0,0,3,0,0,0,0,4,0.01,0.08,0.04,0.05,0,6,7,1,0.58,0,0,8,0,0.18,1,0.01,0.01,0,17,2,0.12,0,0,0.24,0.02,0.07,0.03,0,3,0.15,0.02,0.19,0.02,0.02,0.1,2,0.01,0,0,5,2,0.01,3,0.01,0.01,1,12,0.02,1,0,0,0.72,0,0.02,4,4,0.19,0.09,0
"2",21,45,77,10.63,4,7,0.24,101,2,37,13,148,23,1,0.1,49,1,29.14,0.9,5,40,5,24,60,72,57.34,4,272,23,661,2,1,72,13,34,1,18,74,0.01,346,121,6,7.83,1,24,3,0.56,8,5,11,17,2,78,11,2,6,146,1,3,3,10,1,9,16,518,1,17,9,183,11,0,0.86,17,82.12,19,16,7,61,144,0
"3",1.56,0.73,0.11,1,1,0.07,0,0.49,0,2,0.47,4,41,0,0,7.93,0,0.09,0,0,1.91,0.49,7,0.7,0.58,0,0.05,36,0.12,0.79,0.25,1,52,0.95,8,0.91,0.3,1,0,96,22,0.36,1,0,14,1.61,0.17,1,0,1,0.32,0.67,73,0.11,0,1,5,0,0.02,0,0.34,0.09,0.99,0.37,7,1,1.06,14,1.65,0.01,0,0,11,0.01,0.29,10,2.25,1,1.54,0
"4",12,4,0.17,0,0.04,2,0,2,0,1,0.17,0.19,19,0,0,14,0,0.01,0,0.1,1.15,0.05,0.23,3,0.1,0,2,1.16,0.19,3,0.04,0,17,0.01,0.89,0.05,0.05,1,0,1,2,7,0,0,1,0,0.04,0,0.01,1.02,3,0.01,4,1,0,0.05,0.04,0.04,0,1,0.02,0.55,5,0.05,0.19,0.01,1,1,1.18,0,0,0,1.03,1,0.01,28,1,50,1,0
"5",2,26,11,0,7,20.5,1,48,4,6,59,4,128.99,0,1,34,2,2,1,0.96,7,8,2,31,137,6,33,169,21,112,3,0,54,5.33,49,8,12,9,2,9,57,17.95,0,0.36,50,0,0.2,8,0,26,24,81.93,124,16,0.01,10,8.31,2,0.47,1.45,3.85,115,16,1,10,1,58,33,31.41,10.13,1,1,3,14.27,0.56,3,6.88,32.21,10,0
"6",15,4,14,0,0.14,1,1,1,0,2,3,8,1.59,0,0,51,0,2,1,0,14,1.79,9,16,0.74,0.12,1,1.95,2,4,5.58,0,3.56,0.14,2,0.07,3,9,2,1,31,0.16,0,0.03,1,0,0.2,0.06,0,0.31,0.11,7,8,3,0.09,16,0.02,1,0,0.01,3,10,3,0.4,1.11,1,1.32,6,2.1,1,1,1,24,0.36,0.01,6,2,0.16,1,0
"7",21,1,7,0,8.2,1,0,1,1.64,48.51,13,6.01,10,0,0,6,0.46,1,2,1,8,8,22,3,18,5.8,12,6,3.24,3,0.89,0,16,6,21,5,7,12,0.13,135,7,28,0,1.18,30,0,0.15,0.38,0.01,77,8,85,23,18,1,53,6,1,0,8.65,6.06,60.49,8,4.17,5,5.65,19,21,59,2,0,0,7,2,7.5,135,4,1,20.73,0
"8",2,3,5,0,1,5.53,0,2,0.07,5,4,0.74,18.7,0,0,20,0.02,0.92,0,0,1.12,3.47,29,1.25,1,2,0.7,15,0.02,7,0.32,0,13,1.93,10,1,1,3,0,38,40,1.4,0,0.01,18,0,0.08,0.52,0,8,0.78,1,76,4,0,6.73,1.19,1.36,1,0.05,1,3.36,2.15,26,3,1,2,9,65.93,0.07,0,0,13,0.07,2,4,16,8,10.03,0
"9",1,9,0.21,0,0.03,0.1,0,0,0.01,1,1,0.3,2,0,0,0.03,0.33,0.01,0,0.04,0.54,0.06,0.25,0.21,6,0.02,3,2,2,0.24,0,0,6,4,0.5,3,0,0.04,0,14,2.12,0.06,0,1,1.35,1,0.08,0.01,0,3,1,0.06,0.2,2,0,0.1,0.14,0,0,0.01,1,2,0.01,0.16,2,1,2.57,3,0.01,2,0,0,21,0.01,10,4,2.78,1.82,0.09,0
"10",6,0.06,0.02,0,0.1,0.04,0,4,0,1,0.06,0.02,0.1,0,0,99,0.01,0.02,0,0,0.01,0.1,0.01,0.01,21,0.19,7,0.13,0,0.04,0,0,0.07,0.01,10,0,0.19,0,0,1,1,0.01,0,0.01,1,0,0.07,4,0,0.03,0.01,1,31,0.01,0,4,0,0.21,0.05,0,3,8,0.05,1,0.07,0.08,1,0.04,4,0,0,0,0.3,0,0,0.03,0.02,0.05,0.02,0
"11",5,17,0.93,0,4,1,0,12,0.01,1,3,1,3,0,0,1.96,0.01,0.17,0,0.07,3.81,4,1,4,7,0.13,1.61,34,0.27,6,0.21,0,1,12,4,4.4,2,4,0,39,5,1,0,0.13,1,0,0.06,0.54,0.02,20,0.95,2.28,1,0.5,0,8,0.11,0,0,2,0.1,12,0.97,0.1,3.53,0.04,0.55,5,6,2.67,0,0,13,0.25,1,52,17,1.23,11,0
"12",2,36,13,0,3,0.11,1,17,3.26,2,5,1,20.51,0,0,48,2,1.57,0,0.59,7,19.68,1,14,20,1,1,44,0.47,2.67,2,0,9,5,28,11.65,1,7,0,117,9,5,0,2,1,0.04,0.22,2,0,6,11,1,19,1,0,4.51,3,0.16,0.03,0.41,2,73,13.63,2,1,5.45,2,3,60,1,0.15,2,27,2,1,9,1.1,27,13,0
"13",2.49,17.08,2,0,7,0.87,0,2,1,17,8,1,12,0,0,11.01,0.01,1,0,3.28,21,12,1,6,4,1,2,25,7.2,21,2.66,0,24.36,5,20,2,9,10,0,12,21,2,0,7.16,11,0.01,0.06,4.65,2,6.65,16,5,35.04,5,1,15.87,1,0.01,0,0.53,1,10,7,0.22,2.83,0.02,70,12,19,2,0,0,17,2.89,1,103,2,2.13,6,0
"14",1,14.92,2,0,9.62,3,0.02,19.57,2,1,3,1,2,0,0,230,7.49,2,0.79,1,58,4,1,1,18,3.85,3,122.57,5.79,7,1,0,166,0.84,142,1,1,1,0,25,45,16,0,3,53,2.73,0.15,0.43,0,1,6,4,128.32,3,0.17,4,12,1,0,0.35,11.55,24,23.04,5,22.34,4,8,6,18,0.55,0,0,63,2,2,25,3,5,6.74,0
"15",10,22,47,1,44,15,1,12,3,51,10,4,422,1,0,3,29.23,6.91,1,5,24,15,432,62,122,55.52,9,124,16,59,3,0.04,15,11,11,119.94,7,26,6.52,48,51,4,0.58,2,194,2,0.65,1,20.86,48,2,14,69,62,12.06,9,21,5,1,50,5,38,2,10,26,3,39,18,69,5,0,5.87,1951,1,13,14,57,58,1,0
"16",2,3,1,0,2,0,1,6,0.03,1.15,0.08,1,71,0,0,39,0.02,1,0.17,4,0.11,2.19,2,0.23,3,1,0.02,8.52,1,17,1,1,10,1,18,0.01,24,0.2,0,1,0.27,0.08,0.04,3,3,0.14,0.17,4,1,1.52,0.08,1,28,2,0,0.09,3,1,0.05,0.11,0.01,3,0.27,1,1,0.48,3,0.41,14,0.02,0,0.99,5.87,0.01,0.01,6,0.07,16,0.26,0
"17",26.56,22,24,2,7,0.17,0.28,15,2,12,29,7,35,0,1.14,122,1,4,1,6,24,42,30,37,52,4,0.71,411,13,20,4.86,0.06,16,5,134,3,15,27,1,109,224.86,11,1,4,27,1,0.11,2,3.66,185.77,14.08,48,56,37,0.01,5,29.83,2,0.23,4,7,14,13,17,43,4,33,27,61,4,0,0,111,9,13,98,75.37,52,20,0
"18",0.02,1,0.08,0,2,0,0,2,0,0.12,0.05,0,0.08,0,0,7,0,2,0,0,0,1,0,0.06,0.1,0,0.01,0.3,0,0.1,0,0,10,0.01,0.16,0,5,0,0,1,0.09,0,0,0.03,8,0,0.03,1,0,0.03,0.01,0.01,0.25,3,0,0,0,1,0.02,0,0,1,1,1,0.04,0,1,0.02,5,0.01,0,0,0.18,0,0,0.05,0,34,0.02,0
"19",13,2.25,0.64,1,0.05,1,3,0.07,0.01,3,1.1,4.16,6,0,0,16,0.1,1,2,0,11,2,2,6,7,1,0.06,20,18,5,1,1,35,2,1,5,1,4,0.13,4,6.09,6,0.14,0.07,7.02,6,0.17,0.05,0,5,0.15,0.12,2,8,0.02,3,3,0.1,0,0.6,0.14,2,0.22,2,18,1,3.36,5,0.82,1,0,0,2.67,0.28,0.06,105,2.02,47,1,0
"20",0.04,1.04,0.06,1,10,0.72,0,1.58,0.26,8,1.98,0.08,21,0,1,1.24,0.06,1,0,5,0.3,1.79,0.06,1,44,0.43,11,143,3,9,0,0,1.95,0.06,10,3,17,0.03,0,3.6,67,2,0.07,2,0.34,1.67,0.1,3,0.3,4.04,5,10,1.03,0.18,0,3,8,1,0.24,1,0,25,0.95,2,9,0.01,17,0.44,16,0.48,0.04,0,2.69,0.22,5,2.73,1,5,27,0
"21",8,22,8,1,1,1,1,4.28,0.02,4,1,1,17,0.05,0,6,1,2,0.03,0.92,10,10,10,1,96.96,1,13,89,1,9,0,0,11,1,12,1,3,1.59,0.01,16,135,2,0,6,2,0.1,0.09,4,0.16,45,1,13,30,3,1,3,4,1,2,1,3,6,11.07,14.92,4,3.58,124.84,1,11,2,0,0.84,160,0.68,3,99,16,5,55.13,0
"22",0,2,0.01,0,2,0,0,0.01,0,7,0.01,1,2,0,0,57,0,1,0,0.22,0.03,2,0.03,1,1,0.02,0.01,0.44,0.02,10,0,0,3,0,1,0.02,2,0,0,0.28,0.22,0.01,0,0.36,0.56,0,0.04,1,0,1,8,0.01,0.04,0.07,0,0.01,0,0.57,0.02,0,0,0.03,0.02,0.06,0.1,0.03,0.06,2,25,5,0,0,0.46,0,1,0.12,26,28,0.05,0
"23",3,0.62,2,0,0.01,2,0,1,0,19,10,0.01,1,0,0,4,0,0,0,0.61,4,0.01,0.02,2,0.04,0,0.03,0.21,0.09,3,0,0,19,1,0.28,0,0.02,0.01,0.01,0.45,18,0.02,0,0,2,0,0.09,0,0.01,0.08,4,0.01,2,6,0,0.08,0,0.02,2,1,0.05,0.03,2,0.01,0.11,0,0.05,0.15,0.56,0,0,0,0.17,0.08,0.01,0.57,0.12,2,1,0
"24",3.21,0.6,24,1,1,0.08,0,2,0.03,3.04,3,1.93,19,1,0,70,0,0,0,2,5,0.23,0.52,4,1.11,0,9,86,3,2.15,0,0.35,1,17,6.51,3,0.03,0.15,0,7.02,1,3,0,1.51,21,0.52,0.1,0.13,1,7.41,6,0.45,30,1.33,0,0.73,9,0.01,0,3,0.18,32,0.37,0.12,0.05,0,5,14,33,0.37,0,0.86,58,0.02,3,14,1,0.67,0.7,0
"25",25,2.76,43,0,1.19,7,0,18,4,42,36.75,6,60,0,0,18.07,0.35,1.14,0,2,33,3,5,96,19.51,0.17,10,174,10,46.83,3.88,0,54,0.06,16,1,0.38,25,0,46.11,63,29,0,8,24.33,4.04,0.17,6,0.01,72,16,26,16.41,4.32,1,23,28,0,0.41,0.09,9,31,18,1.73,33.37,1,77,23,29.79,4,0,0,24,7,16,44,10,29,12,0
