"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.07,0,0.01,1,14,47,0.61,1,0,0,12,0.13,2,20,3,0,0,0.09,1,2,0.15,0,2,0,0.13,15,0.07,11,4,0.01,1,0,0.01,0.35,0,0,0,10,5,0.19,30,0.22,1.24,0,0,43,3,0.31,0.96,0.39,1,0,0,1.02,0.01,0.68,0,1,0,0.38,0,0,11,0.05,0.59,0.06,3.4,0.05,0.77,1.48,0,55,4,0.04,0,1,5,1.31,0,1
"2",2,1,1,6,69,46,2,11,0,1,55,5,9,55,584,1,6,4,2,54,19,1.97,39,0,4,6,2,16,70,5,9,1,9,8,1.26,4,2,124,46,19,7,11,79,0.05,0,147,31,18,25,3,2,3,1,392,1,7,1.05,7,0,7,0.11,1.42,8,28.51,27,2,65,15,1.79,45,0,28,3,13,0.93,9.69,18,14,1,48
"3",1,1.47,0.81,15,27,10,2,9,0,0.85,2,0.5,8,24,5.74,0.05,1,6.03,9,62,2,0,16,0,4,8,1.13,10,6,1,2,1,1,7.66,0,0.2,1.48,12,1,4.59,16.66,15,7,0.04,0,15,28,4.55,46,4.17,4,2,2.2,22,1,1,0,9,0,3.39,0,1,14,4.63,1,2.23,42,0.63,0.81,1,0,2.16,4,1,0,2.59,19.43,13,1,5
"4",5,0.11,0.2,6,49,3,0.24,1,0,0.01,0.5,0.01,1.47,1.09,8,0,0.02,0.06,1,0.64,0.46,1,0.39,0,0.02,0.21,0.05,3,48,3.41,1,0,0.35,2,0,1,0.04,32,3.34,0.17,10.25,0.16,8,0,0,34,12,3,5,0.01,0.03,0,0,9,0.08,10,0,7,0,2,0,0,0.04,0.06,13,0.3,15.56,0.23,1,0.42,0,3,4,0.18,0,1,2,4,0,5.73
"5",5,0.1,0.73,2.67,26,208.75,3.44,3,8,0,17.19,3,5,11,12,0,0.01,1,3,20,1,0,8.86,0,4,39,4,1,5,1.06,3,0.01,1.11,7,0,0.52,9.42,9,3,2,17,2,1,0.04,0,3,2,12,2,0.5,6,0,1,45,1,12.6,0,4,0,0.75,0,0,24,1,8,6.72,127,3,1,63,0,24,9,22.46,0.04,2,5,2,0,11
"6",0.29,0,0.03,2,8.89,40,1.99,0.18,1.9,0.04,0.23,1.14,4,2,18,0,1.43,1,8,7,5,0,0.94,0,1.13,1,8,5,21,0.12,1.59,0,1,2,0,1.52,0.13,1,26,1,3,6,23,0.01,0,5.1,2,24,1,0.01,13,1,0.1,1,1,2,0,1,0,2,0,0,15,5,0.83,5,16,0.62,1,4,0,1.7,1,0.79,0,0.01,1,1.42,0.33,2.95
"7",0.08,0,0,3,6.69,231,0.65,6,2,0,2.12,2,2,11,18,1,0,0.82,5,3.98,0.87,0.06,1.58,0,1,9,2,1,13,0.02,4,0,0,0.5,0.7,0.15,0.52,212,2,0.2,11,0.53,0.85,0.07,0,6,1,4.75,2.01,0,0.07,0,0,6,3,10.78,1,2.92,0,6,0.11,0,2,7,0.2,0.87,45,0.02,1.7,5,0,40,4,0.04,2.5,0.1,7,2,0,1
"8",0.04,1,2.07,2,15,24,6,2,1,0.03,1.59,1,3,23,180,0,0.13,3,4,113,5.53,0,5.29,0,1,9.73,3,3,10,1.51,8,0,3,2,0,3,1,9,43,4,3,1,12.23,1.59,0,22.98,9,23,1,0.02,2,1,0.1,44,4,7,0,2,0,3,0,0,20,1,1,1,58,5,1,6,0,5,2,7,2,0.08,8,4.27,0.04,5
"9",7,2.61,1.52,2,26.13,27,2,1,1.05,0.09,4,4,23.69,22,28,0,0.22,10,14,55,3,0,8.88,0,7,10,3,16,172,0.89,3,0,1,11.69,0,3,1,4,5.73,6.48,122,38,13.69,0,0,28,49,25,13,0.03,5,4.3,0,10.58,2,23,0,20,0,2,0,0,17,4,5,1,8,0.21,1,8,0,7.03,21,0.3,1,1.24,5.04,2,0,9
"10",0.12,0.02,4,0.23,19,24,1.71,2,0.28,0.04,0.79,2,0.92,52,13,0,1,2,8,81,9,0,5,0,1,1.96,4,4,2,0.99,13,1,2,2.13,0,1,1,25.74,83,3,12,7,9,0.06,0,3.81,2,33.75,10,6,7.55,4,3.41,20,2.46,4,0,9,0,1.81,0,1,1,1,1,0.87,24,11,1,4,0,34,5,6,0,1.33,7,6,0.93,1
"11",2,0,0.03,1,34,41,1,2,0,2,3,1,9,15,15.76,0,1,6,1,2,10,0,1.8,0,0.48,2.64,0.2,5,38,0.01,1,0.12,4.26,1,0,0.22,0.01,8,47,1,40,6,3,0,0,118,31,0.85,19,0.08,4,0,1,36,0.01,0.76,0,13,0,3,0,0,3,1.06,3.02,0.09,14,2.51,0.74,2.52,0,10.57,6,2.76,0,2,5,4.48,0,4
