"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",50,58,15,9.86,62,100.18,22,68.43,13,8,10,17,6,6,20,49,0,10.14,2.98,0.02,19,1,0,8,1,1,25,4,2.14,5,1,2,71,16.42,39.3,3,5,0.18,12,2,1,14,8,0.35,2,0.93,29.27,31,11,6,12,7,0.09,6.14,1,56,1,5,20,18,6,0.19,13,0,0.66,50,58,0.47,4,0,19,49,14,0.74,3,3,3,1,2,22
"2",42,52,41,7.79,23,5,44,21,18.69,2,12,23,69,0.04,2,115.6,0,4,1.28,1.85,3,1,0,1,12,7,29,2,2.46,13,6,3,59,8,9,13,0,1,1,2,0,8,11,0.01,3.75,1.07,17,49,9,3,62,2.91,1,1.57,0.01,19,1.25,32,86,16.54,19,0.21,7,0,1,92,113,0.54,0.39,0,95,42,22.21,0.86,23,8,19.96,3,4,31
"3",84,14.5,9,2,38,3,4,1,0.63,24,3,10.29,2,0.04,7,40,0,3.17,0.01,0,7,0.01,0,1,2,1.62,12,0.58,1.08,1,1,2,13,1,8,4,0.11,0.69,4,1,0,68,4,0.03,1.2,0.47,27,2,4,2.69,14.4,1,1,2.57,0,3,3.47,10,25,0.84,1,0.09,1,0,2.45,11,69,0.23,7.59,0,9,6,3,0.37,4,3.15,8,2,2,1
"4",10,40,1,0,44,31,0.24,1,2,3,0.01,4,118,5.62,17.18,1,0,0,0,0,5.15,0.01,0,17.16,0.02,0.02,2.48,0,0,0.45,0,0.03,10,1,18,1,0.09,0,0.63,0,0,4,1,0,2,0.58,15,2,1,0.14,9.51,0.61,0,4,0,0.36,0,13,2.28,3,0.22,0.12,0.01,0,5.52,0.2,17,0.29,0.23,0,110,1,2,0.46,7.25,0,2.2,1,0,1.57
"5",1.26,7,0.07,0,47,1.18,0.37,10,0.27,0.7,3,0.04,1,6,6,5.24,0,0,1.86,0,3,0,0,17,0.04,0,3,1,0,0.61,0,0.05,1,1,5,0.07,1,0,0.45,0,0,50,1.03,0,2,0.58,2,2,0.09,0.02,26,0.06,0,0.1,0,0.05,0,15,0.19,0.42,0.01,0.12,0.04,0,0.44,0.06,13,0.29,0.07,0,2,1,1,0.47,1,1,0.31,0.04,0.01,0.34
"6",1.16,16,6,1.42,0.67,0.48,10,8,0.16,0.23,6,4,0.65,0.01,0.68,7,0,0.66,0,0,2,0.11,0,0.47,3,0.19,3,0.01,0.64,0.26,1,1,21,1.1,25,2,0,1,1,1.8,1,4,8,1,0.08,0.63,3,13,3,2,5,0.01,0,0.03,0.01,3,0,5,7,0.1,3,0.13,2,0,0.19,22,7,0.31,7,0,0.4,0.14,1,0.5,2,2,0.02,1,4.25,0.83
"7",13,26,2,0.01,7,3,8,8,6,13,1,2,9,2,12,4,0,0.11,0.09,0,12,0,0,2,9.49,1,3,0.04,0,2,3.05,6.69,3,1,26,2,1,1,13,1,0,87,6,0,4.84,0.54,5,3,2,5.6,8,4.95,0,4,0,12.65,0,1,32,1,18.42,0.11,4,0,2,2,73,0.27,2,0,53,2,2,0.44,2,7.52,6,1.12,0.02,2
"8",29.27,2,1.63,0,83,124,1.07,2,1,2,0.12,2.19,2,0.27,21,20,0,0,0,0,11,0,0,34,0.04,0,2,0,2,4,2,0.06,1.11,1.34,33,0.17,0.97,0,3,0,0,7,8,0,4,0.9,22.66,0.94,0.73,0.05,16.41,0.44,0,4.46,0,0.28,0,212,5,10.53,4,0.18,0.87,0,4,2.2,9,0.45,11,0,36,14,1,0.72,0.32,0.41,3,0,0,1
"9",62,5,0.44,0.01,8,25,0.21,2,2,2,0.01,0.52,2,3,2.19,10,0,0.01,1.48,0,9.96,0,0,31,0.05,1,1,0.01,0.02,7,0.02,0.01,1.01,2,4,0.03,3,0,2.81,0,0,17.52,1.7,0,0.02,0.46,1,2,0.99,0.04,5.34,1,0,2,0,0.11,0.01,46,23,2,0.14,0.09,1,0,2.23,1.32,278,0.23,0.47,0,2,6,1.31,0.37,0.3,0.38,3,0.01,0,0.46
"10",2,17,0.11,0,78,2,0.36,20.84,1,1,0.06,0.21,2,4,4,10,0,0,1.24,0,21,0,0,3.69,0.07,0,5,0,0.02,5,0,0.08,1,0.12,19,0.08,0.28,0,2,0,0,8,1,0,1.15,0.39,2,17,0.13,0.13,10,1,0,1,0,1,0,52,1.69,4,0.14,0.08,0.02,0,1.55,0.12,33,0.19,3.39,0,51,5.6,2,0.31,2,0.01,6,0,0,4
