"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",6,26,2,23,80,34,2,1,3,4,1,18,149,1.05,223,12,1,11,20,1,32,70,8,23,6,207,1,7,2,1,8,9,3,0,14,8,11,2,1,0,5.8,0,3,66,59,160,1,0.47,16,5,5,6,3,4,0.94,1,42,59,67,12,2.51,1,81,20,73,51,52,93,2,25,23,49,50,5,4,10.82,108,0.31,1,1
"2",1.09,42.18,2,3,172,82.4,1,0,8.42,1,0,1,25,1,7,1,0.97,5,2,5,5,33,28,17,31,46,0,0.02,11,2,1,5.83,59.22,0.58,130.67,1,2,0.5,0,0,0.02,0,14,4,268,8,5.95,0.25,10,1,2,8,2,0.14,0.5,4.17,6,22,10,7,0,1.39,33,22,4,28,147,3,1,4,6,7,59,0.45,6,0.21,79,0.17,16,0.01
"3",0,0.02,1,0.01,1.97,1,0,0,0.01,0,0,0.2,4,0,30,0.06,0,1,0,0,39,2,0.12,7,1,0.13,0,0,0.01,0,0,0.01,0.22,0,6,0,0.02,0,0,0,0,0,0.03,19,4,0.13,0.16,0.07,0.03,0.01,0.01,0.01,0,0,0.14,0.22,13,3,0.12,0.09,0,1,0.89,0.09,0.11,0.01,0.09,0.06,0.03,0.03,0.01,0.93,0.25,0,0.01,0,5,0.05,0.2,0
"4",0,3,0.01,0.14,69,8,0,0.62,2.56,0,0,0.26,13,0,1,9,0,0.13,0.13,0.41,2,1,0.06,0.18,11,1,0,2,1,0.01,2.01,0.02,0.54,0,2,0,1,0,1,0,0,0,0.06,5.06,97,1.64,1,0.14,5,0,0.02,4,0.03,0,0.29,0,12,1.5,0.53,0.58,0.76,3,0.03,25,0.89,11,3.13,35,3,10,1,24,0.2,0,0.25,0,0.88,0.1,1,0.02
"5",0,1.29,6,2,30,5,1,0,2,2.06,0,4,13,0,71,4,0,14,1,0.09,5,1,15,0.34,10,14,0,0.01,10.1,0.37,0.71,7,5,0,33.37,0.23,29.38,3.11,0,0,0,0,1,19,3,40,5,0.14,4,2,5.78,18.16,0.81,0,0.27,0,7,55.03,17,47,0,0.03,3,13.11,1,47,12,14.24,0.25,4,2,43,3,2,2,1,5,0.09,15,0.01
"6",0.81,1,1,1.53,137.84,20,6.83,0,1,0,1,2,16,1,13.25,5,1,2.61,0.16,1,8,62,3,8,5,6,0,1,1,2.43,0,3,6.4,0.58,6,0,3,0.37,0,0,1,0,2,12,44,1,10,0.25,5.84,4.61,3,1,1,0,0.5,1,2.18,43,11,27,0,3,7.6,14,49,12,68,6,4,13,0.14,4,125,1,0.21,0.01,43,0.17,9,1
"7",0,7,3,0,0.88,1.14,1,0,1,0.01,0,0.19,0.39,0,2,3,0,5,0.19,0.07,1.74,13,0.38,0.09,0.71,16,0,0.55,1,0,0,0.02,0.77,0,1,0,1,1,0,0,0,0,1,55,21,0.56,2.49,0.07,3,0.03,1,0.38,0.15,0,0.15,0,0.13,1,0.09,5,0,2,34,4,4,1,3,4,1.17,0.14,0.01,0.23,2,0.01,1,0,0.67,0.05,1,0
"8",0.01,2,0.01,1,2,2,0,0,0,0,0,7,128,0,1,0.07,0,0.03,0,0.03,1,9,0.07,3,5,11,0,0.02,2,0,0.14,0.32,4,0,1,0.04,0.09,0,0,0,0,0,0,1.23,5,10,1,0.07,0.05,1,1,0.06,0,0,0.14,0.1,0.27,0.53,0.08,0.05,0,1,0.04,32,0.14,0.01,5,1.3,0.19,0.03,4,0.05,0.15,0.01,3,0,0.75,0.05,0.08,0
"9",0,14,2,0.01,67,0.2,0.01,0,0,0,0,2,6,0,1,1,1,0,0.14,0,0.48,0.02,1,1,0.05,0.12,0,0.52,0.03,0,0,0,0.13,0,0.04,0,0,0,0,0,0,0,0,6,10,0.91,3,0.23,0.08,0.04,0.01,0.27,0,0,0.46,0.04,0.04,8,0.28,0.32,0,0,1,0.11,5,0.02,0.02,0.12,0.26,0.3,0,0.06,2,0,0.02,0,0.19,0.15,0.01,0
"10",0,4,0.02,3,1,0.1,0.11,0,4,0,0,0.23,5,0,0.46,1.49,0,0.03,1,2.29,0.04,1.28,0.9,0.14,0.5,14,0,0.04,0.06,0,0,0.48,9,0,6,1,1,0.03,0,0,0,0,1.07,54,2.75,4,3,0.1,23,0.02,9,6,0.08,0.14,0.2,0,4,0.6,0.61,8,0,1,0.41,2,6,5,1,1.15,0.44,1,0.14,1,0.14,0,2,0,1,0.07,3,0
