"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,4,0.01,0.04,0.08,0,1.16,0.08,0,0,0,0.1,1,2,22,14,14.24,2,1.13,0.01,0,0,46,0.12,25,13,82,0,0.02,3,0.29,14,2.77,0.01,0,1.44,0,2.56,449,41.71,0.72,0.01,0.11,0.17,0,0,5.64,0,13,0,0.43,2,6,0.06,4,22,0,11,1,1,1.21,1.81,0.05,3,0,5,0.11,101,1,6,0.02,18.01,0.01,2,0,2.47,584,0.62,1.21,0.14
"2",109,4,5.81,1,2,0,6,0.85,1,0.76,0,2.65,4.41,12.57,1.66,1,5,0.3,1,0.16,0.04,0,5,1.9,5,24,47,1.05,19,1,8,21.49,350,1,0,1.44,7,9.66,6,2.26,5,1,1,10.08,0,0.47,9.79,0.01,2,0.04,1,16,26,0.58,8.76,19,0.4,18,0.38,2,1.41,1,26,0.01,47,13,1,39,13,2,3,2,0.08,1.57,1,22.78,13.18,1,2,7.22
"3",0,256,0.04,1.16,2,0,51.48,1,0,0,0,0.33,21.35,15.19,271.57,5,5,7,1,0.15,0.01,0,4.05,1,54,1,44,0.02,0.02,1,1,6,6.56,9.53,0,1.44,0.57,1,532,3.65,3,0.02,1,1,0,0.4,1,0.02,29,0.03,3.39,17,21,5,7.31,7,0,3,4.51,6,1.41,1.52,0.05,2,0,34,4.14,21,1,2,1,100,0,2.12,0,47.04,8.67,4,8.4,1
"4",0,301,0.21,13.31,1,0,1.81,0.18,13.06,0,0,0.01,0.14,3,1,0.5,1,16.76,0.96,0.13,0.01,0,105,4,73.4,302,2,1,1,2,24,9,7,1.36,0,1.23,0.01,1,6,8,0.15,0,1.09,3,0,0.15,8.18,0.01,489,0,1,21.93,30.14,0.33,16,2,0,1,1.08,2,0.74,7.28,1.28,0.39,2,10,1,1,21,19,0.01,1.72,1.71,13.47,0,34,4,2,5,104
"5",0.01,4,0.01,3,0.89,0,12.09,0,7.19,0,0,0.04,5.2,3.1,1.38,1,3,5,7,11.83,0.05,0,13.66,1,255,1,146,1,7,4,7,1,6,0.02,0,0.68,0.01,4.66,5.11,3,0.46,0.41,1.97,19,0,2.84,1,23.07,10,0,3,4,5.75,57,4,1,0,1,0.27,3,0.41,1,1,1,6,135,0.05,17.14,1,158,7.6,21.44,1,2,0,11,17.95,0.1,1,28.04
"6",0,10,0.09,0.02,1,0,6,1,0,0.01,0,1,2.2,0.58,6,1.28,4.3,0.01,0.04,0,3,12.26,0.44,3.18,228,3,38.73,0.54,0.6,67.54,10.08,23,3,0.01,0,1.43,15.8,3,8.58,0.03,9,3,46,17,0,0.26,3,4.05,81,2,4,2,6.71,0.1,0.31,0.26,1,1,0,0.03,0.86,0.57,3,0.02,13.46,4,1,5,1.22,17,0.05,0.02,0.28,224,0,288,3.97,10.49,1.45,0.01
"7",0,2,0.68,4,90,0,3,1,23.95,0.04,0,8.95,11.72,1,24,1,70.53,0.01,2.64,0.42,98.95,0.02,1,108.63,8,2,9,1,5.44,19.12,4.64,1.19,1.75,1,0,1.44,347.13,102,11,18.15,11,75,48,2,0,5,28,14,96,46.99,9,2,4,0.68,1,3,1,3,1.45,1,1.36,29.64,6.56,0,0.18,4,29,5.71,3.42,17.56,0,0,7,1,0,53,10.36,1.08,11.34,0.12
"8",3,11,2,0.04,5,0,8,12.4,0,4.69,0,1,0.34,0.25,4,0.35,0.58,4.2,0.64,0.05,26,2,5.68,7,3,4,7,0.38,1,3,2,0.02,0.6,0.04,0,0.88,1,8,3.44,0,64,2,4,2.24,0,2,91,0.35,2,1.85,1,15.45,4,0.39,1,2,1.17,2,0,0.06,0.53,5,1.66,0.05,0.05,8.3,8,37.4,16,12,0,0,2.09,2.04,0,38,5,9.77,1,0.51
"9",0.04,1,2,0.75,26.73,0,528,1,0.11,0,0,9,2.48,0.05,0.71,2,9.37,2,1.22,0.18,1,45.57,3,1,8,2.08,1,7,13,1,2,0.25,4.98,0.11,0,1.36,30.55,7,1,23.08,0.13,45.3,2.56,11,0,1,3,4,186,9,6,0.77,11.71,1.57,2,1,1,1,1,0.02,0.82,27.95,0.05,0.05,0,7,39,2,7,2,0,0,1.34,3,0,37.23,1,0.56,2,0.18
"10",0.82,0.79,40,0.02,1,0,45,4.04,0,0,0,6.07,4.53,0.03,0.13,0.94,12,1.47,2.27,6,8,0.06,2,35,21,2.05,0.47,22.03,1,0.13,0.6,7,0.72,2.28,0,0.8,1,0.59,3,3.74,1,26.56,0.2,0.56,0,6,1,1,1,5,1,3,0.8,1,2.88,1,1,1,0.03,2,0.48,1,0.05,0,0,1.42,1,5,2,0.45,0,0.01,0.23,6,0,5.92,0.19,2.31,1.73,0.01
