"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,1,0,2,0,0,0,0,1,0,0,0,0,23,0,0,77,4,2,1,1,7,0,0,1,0,1,0,0,0,4,18,0,0,0,0,2,0,2,1,0,11,0,1,1,0,0,0,18,0,0,0,0,0,0,2,0,94,3,0,0,2,20,15,4,0,0,2,0,1,0,0,44,0,0,0,2,0,1,9
"2",0,0,0,0,3,21,97,201,0,0,0,0,29,0,0,0,291,0,41,1,0,0,0,20,0,3,0,0,54,0,0,0,0,1,0,0,1,0,12,0,0,0,0,139,0,1,0,48,0,0,0,315,198,0,0,0,30,0,73,1,77,11,0,0,0,2,2,0,215,20,42,1100,0,1,213,67,214,129,0,0
"3",24,0,41,0,0,0,0,0,0,0,0,20,0,136,0,6,0,0,0,19,0,31,1,0,0,0,0,0,0,0,1,92,0,0,0,18,61,0,0,0,0,6,7,0,12,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,38,25,6,0,0,4,0,0,0,23,30,0,0,0,0,0,40,40
"4",2,0,5,31,0,0,0,0,0,0,1,0,0,7,0,0,43,4,0,0,1,2,4,0,0,0,0,0,0,0,57,39,0,0,0,4,2,0,0,1,0,1,2,0,0,0,0,9,9,0,0,7,0,0,0,0,4,27,0,0,3,0,7,12,4,1,0,1,1,0,1,4,0,0,0,0,2,3,8,4
"5",0,2,0,0,0,2,0,0,0,0,0,0,1,10,0,0,91,0,1,2,0,0,4,1,0,0,0,0,1,0,17,0,0,0,0,0,1,21,1,1,9,10,0,1,0,0,1,6,18,0,0,4,3,0,1,0,7,5,33,0,2,0,10,0,0,0,1,0,4,1,3,0,6,0,0,0,25,8,0,23
"6",18,0,67,41,0,0,0,0,0,1,0,1,0,63,0,3,6,0,0,9,3,29,4,0,4,0,1,0,1,0,0,17,0,0,0,37,30,52,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,14,6,9,0,0,0,0,0,41,0,0,0,0,0,8,0,1,26,87,0,0,0,0,1,32,58
"7",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,3,0,0,2,0,0,0,1,0,0,0,1,39,0,0,0,0,1,0,1,0,0,5,2,0,1,0,0,3,0,0,0,13,0,0,0,1,0,5,10,0,3,0,62,5,1,0,0,5,7,4,3,0,2,1,0,0,9,25,1,4
"8",13,2,12,182,0,0,0,0,3,0,0,10,0,55,0,9,1,0,3,12,1,43,4,0,0,0,0,0,0,0,33,25,0,0,0,23,23,16,0,0,0,3,5,0,16,0,1,6,0,0,0,0,7,0,3,3,0,140,0,0,0,0,105,14,0,0,0,1,6,0,0,13,38,0,0,1,0,0,23,27
"9",0,7,0,311,0,0,0,0,0,0,0,4,1,0,0,0,42,4,8,2,0,0,2,0,0,0,2,0,6,0,54,0,0,0,0,0,0,29,6,3,0,12,0,10,0,0,1,17,6,0,0,62,10,1,1,0,2,0,3,0,9,4,39,0,0,2,0,0,0,0,1,0,0,0,0,0,120,2,0,3
"10",164,15,0,0,0,8,0,0,0,0,0,0,19,30,0,0,52,0,22,0,0,0,0,5,9,0,0,0,14,0,27,0,0,0,0,0,0,102,5,0,38,0,0,33,0,0,2,23,0,0,1,497,24,3,0,0,7,0,182,0,20,12,0,0,0,0,3,0,1,6,11,0,0,0,0,1,33,86,0,0
