"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",6,33,3,12,9,119,11,29,0.77,20,36,30,13,2,12,4,3.22,1,2.13,4.92,0.01,17,8.22,0.92,21,4.2,0.09,5,6,3.37,40,49.99,54,1,29,127,0,3.16,5.55,0.01,0.05,3,1,0.54,19,0,2,0.01,0.74,0,2.22,0,0.17,67,118,71,4,0.23,38.85,0.44,2,6,0.64,0,0.46,0.18,1,20,22,62,0,7,6,5.65,10.33,8,4,66.68,2,22
"2",11,22,12,9.1,6,1,47,11,0.83,3,15,6,9,30,83,22,0,1.08,2,1,0,35,1,1,5,6.55,0.33,9,3.79,0.37,37,3,1.35,2,6,19,0,0,1,0,0.03,3.16,0.33,0.58,33,0,1,0,0.22,0,0,0,0.02,34,11.6,38.1,3,0.25,0.57,1.02,6,6,1,0.01,0,0,13,29,3,17,0,0.06,2.85,12,7.27,3,8.99,1,1,0.55
"3",1,57,1,3.82,1.96,33,25,47,0.99,4,1.77,63,3,2,16,44,0.08,0,10,9.14,10.57,2,5,0,67,0.58,0,2,1,2.12,15,114.04,23,9,16,10,1.86,2,2.3,3.54,4,3,9.48,1,27,1,47,0.02,3,0,5.29,0,7.28,4,88,2,4.65,0.43,31,2,1,3,0.08,4,0,7.14,4,89.96,17,62,0.02,6.8,6,35,2,0.3,2.62,2,15,1
"4",11,19,2,37.77,14.14,9.74,35,32,0.94,6.58,35.28,65,5,3,13,2,0.01,0,0.18,3.97,3,7,10,0,107,38,0,4,1,1,11,42,4,19,4,3,0,0.03,30,0.06,3.18,10.52,11,0.66,11.89,0,7,0.12,0,0,0,0,1.44,14,14.17,10,26,0.28,25,7.51,1,9,3.42,0,0,0,3,14,29,41,0,2,3,22,44,3.22,5,26,3,1
"5",4.9,23,4,0.49,8,34,23,27,0.83,20,25,67,5,2.96,2,29,0,1.08,0.01,3,0,13,71.05,1,34,12.68,0.33,7,2,3,25,30,3.57,28,15,2,0,0.08,1,2.83,1,1.05,0.42,0.58,18,0.06,10,0.42,0.22,0,0.01,0,8,86,19.83,72,5,0.25,3.62,2,7,3,0.01,1.1,0,0,5.22,15,21,29,0,0.01,45,7,7.01,2,0.82,10.37,3.05,1
"6",30,16,6,8,5,25.25,48,59,0.99,33,10.92,30,1,10.54,4.72,13,1,1.86,0.07,2,0.06,16,8,1.05,100,14,1.03,11,3.2,4,7,3,1,1.43,4,13,0,0.01,5,1.25,2,7,5,1,11,7.29,5.87,0.03,1.05,0,0.47,0,0.46,10,8,8,2,0.43,18,9.89,2,15.9,1,0.13,0,3.64,3,44,20,114,0.75,4,2,9,11,0.83,10.57,16.42,20,2
"7",4,19,3,15,3.29,3,47,24,0.99,22,15.92,8,5,3.43,54,1,1,13,0.14,16.75,3,21,10,1,54,1,13,5,1,0.39,22,3,4,2,10,133,0,0.18,5.05,0.25,1,5.92,17.3,7,29,51,16,0.02,0.22,1,0.15,0,10.47,136,1,8,2,1,67.34,13,4,7,0.02,1,0,1.67,1,22,27,42,16,1,1,13,4,2,0.19,16.34,3,2
"8",1.51,1,6.08,3.98,2,36,0.39,0.04,0.8,0.22,13,71,0.34,3,173,1,1,0,5,0,0.39,0.5,12,0,0.48,19,0,0.07,1,0.33,0.28,12,20,1,17,105,0,2.42,14,2,4.08,0.79,58.85,0.56,1,1,1,1,0,0,2.96,0,9,181,177,381,12,0.24,47,2.34,0.06,0.05,0.96,0.03,0,4,23,0.09,0.08,2.35,0.02,13.36,92,34,4,23,7,8.35,0.26,3
"9",15,26,8,4.87,1,7.11,20,45,0.77,1,85,27,6.43,2,71,31,1.68,0.98,0.24,4.92,3,42,11,0.61,35,1,1,7,12.35,0.44,5,5,7,5.21,27,22,1,0.14,0.7,5,1,24.64,7,0.54,39,3.92,4,1,1.62,0,2.85,0,2.56,56,20.73,160,6,0.23,33,2,6,12,10.38,2.77,0.46,1,4.46,152,14,52,0,8,1,10,10,3,3.51,1,16,5.82
"10",3.51,2.74,1,7,5,2,2,1,0.99,2,94,23.59,5,1,143.67,16,1,0,19.46,0.1,1,1,2,0,7,19,0,1.04,7,0.8,3,1,46,31,1,86,0,7.14,3,12.02,2,13,3,1.11,4,0.1,7.82,2,0,0,1,0,9,145,296,101,35.87,0.47,1,17.62,1,1.52,2,0.39,0,0.32,14,43,2,45,0,26.42,10,22,4.75,165,116,123,4,15
