"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",4.61,6,0,2.25,8,240,1,2,15,0.33,21,0.3,19,36,1.48,9,0.52,4.18,1,32,81.26,1,2,23,0,0.06,0.06,2,1.55,2.87,0.44,17,2,13,49,2,0,1,0.16,0.07,125,15,4,0.52,4.53,1.12,2,12,1.07,14,1.04,7.61,1,1.08,11,223,11,2,2.53,0.37,0.03,23.57,3,1,1,157,54,31.63,1,0.29,1.28,0,2,121,112,0.73,0.04,0,19,18
"2",4.35,4,0,6,0.89,0.58,3,0.09,2,11,25,2,11,5,18,1,1,2,0.13,10.06,3,0.01,0.02,3.51,0,3,0,0.01,13,0.12,0.19,1,6,8.06,27,1,0,0.44,1,1.48,3.66,6.31,36,11.85,0.67,1.01,3.07,1,1,34.18,6,0,0,0.63,1,1,5,2,23,3,0,2.61,0.25,0.15,0.03,97,9,0,1.41,0.13,1,0,3,7,11,0.31,2,0,123,35
"3",0.16,1,0,10,0,0.04,7,1.4,4,15,11,2,35,3,25,8,4,12,0,3.47,27.29,0.09,43,1.64,0,1,0,0,19,0.03,0.24,4.25,16,6,1,2,0.65,1,1,2,5.7,0.01,5.64,22.2,1,1,0.57,0,1.07,4.34,7,0,1,0.79,0.46,60,0,0.07,10,3,0,0.03,2.45,35,0.94,13.57,11,0,3,0.16,11,0,2,2.39,29,0.4,4,0,4,56
"4",6.59,1,0,5,2,6,4,1,27,11,5,3,43.6,1,7,1,5,1,25,5.23,6,2,1,2,0,1,1.64,1.44,14.76,0.58,0.15,15.75,5,1,7.85,0.12,1,7,1.25,2,23.3,8,9,2.24,1.17,2,1.24,0.17,0.82,26,6,1,0.02,0.51,11.48,16,1.06,1,5.54,4,0,1,0,0.76,1,125,5,11.08,3,0.1,2,0,6.26,19,10.88,0.26,3,0,8,3
"5",49,2,0,0.14,7,58,75,0.11,3,1,2.23,2,8,4.34,87,1.47,0.08,7,56,64.43,14,2,35,130,0,0.04,10.67,1,1,16.67,1,2,1.06,43,4,9,7.67,11,1,0.94,20.93,1,4,2,0.52,1,20.76,2,5.33,69,4,0.41,1,3.33,1.91,35,9,1,1,2,1,2,10.33,28,0.31,35,4,1,1.17,0.67,3,0,3,29,8,1.67,1,0,16,29
"6",0.84,11,0,7,2,5,20.37,1,22,3,23,3,13,13,7,6,10,34.73,1,16,7.65,1,1.15,18,0,1,1,2,7,1,0.21,6,3.6,0.36,4.77,1.07,1,1.36,1,3,20,0.01,83.12,19,1.07,2.79,4,4.29,1.14,1,3,0.32,2,0.71,4,6,2,1.27,2.52,0.15,1,1,2.21,2.5,1.99,35.5,22,3,9.81,0.14,5,0,2,23,78,0.36,6,0,78,11
"7",3,6,0,7,0.49,7,7.44,0.38,29,15,10,4,21,10.92,9,17,1,11,3,1,9.14,0,0.01,3,1,2.42,32,28,1,0,3,7,4.39,0.04,2.51,0.01,1,0.62,2,4,61,0.01,31.96,11,0.26,39,3.33,0.19,16,7.54,16,0.01,0.54,10,0.24,3.62,1,0.08,26,1,0,5,0.2,4,2.5,1,12,0,7,1,9,0,2,37,90,5,9,0,23,6
"8",85.47,1.6,0,1,12.91,117,15,1,8,1,2,0.51,4,7,29,1.75,1.82,2.23,48.95,63,33,2,8,83,0,0.16,2.52,1.09,23.32,3.94,0.24,11,11,0.02,32.87,3,0,11,0.93,5,5,34,40,7,0.14,0,6,1,1.07,3,22,2,7,0.79,49.43,91,44.7,7,2,1.41,1,7,1,7,1.02,35,18,17,1.31,0.16,0.32,0,2,20,102,0.39,2.08,0,107,8
"9",5,1.3,0,1,0,0.25,4,7,8,27,21,0.26,7,4.82,2,4,3,13,17,1.06,20,0.17,3,4,0,2,0,0,18,0,0.2,8.67,8,0.01,2,0,0,0,0.11,4,50,9,7.38,1.62,1,2.63,1.64,0,1.07,4,14,2,6,0.67,0.5,0.7,0.03,1,22,2,0.02,0.01,0,8,1,2.47,8.35,7,5,0.13,12,0,0.18,1,66,0.34,0.32,0,10,4.99
"10",0.19,2.77,0,9,0.04,14,2.57,1,11,32,21,0.51,166,3.2,24,3,8,1,0.59,3,71,0,0,37,0,1,0,0,24,0,0.17,2.02,1,0.02,32,2,0,0.03,0,2,7.14,0.17,62,16,3,0.03,5,0.06,0.92,2.56,19.22,0.02,0.08,0.58,0.22,0.38,0.99,0.01,10,0.11,0,0,1,0.26,1,2.19,4,0.8,9,0.12,3.52,0,0.4,26,0.48,0.29,1,0,20,9
"11",76,2.9,0,5,2,182,1,0.59,25,18,21,1,12,1,25,22,4,1,1,6,48.65,2,0.06,2,0,1.05,0.01,1,2,0,0.23,4,1.39,4,23,0.04,0,4.55,0,3,1,0.01,1.93,46,1.51,0,1.82,0.2,1.07,10.58,20,0,0.08,0.76,0.56,2,0.86,0.01,18,0.2,0.05,0.09,0,1,1.55,8,4,0.01,15,0.15,7,0,0.02,12.9,13,0.38,1,0,4,10.23
"12",10,14.07,0,0.13,1,234,13.03,2.44,38,15,21.54,2.1,11,42,11,8,1,14.15,30,40.03,14,8.37,8,11,0,0.01,1,2.95,7,0.25,0.32,25,7,5,16,2,0,2,5.9,0.95,98,6,20,2,3.4,0.02,31,1,1.07,15,5,0.61,5,1.05,1,2,41,3,17,1,1,3,1,63,0.06,123,86,2.29,3.35,0.21,1,0,1,36,665,0.53,3.69,0,73,97
"13",2,3,0,4,0.01,6.44,18.38,1,6.93,19,19,0.99,11,5,10,7,8,12,18,2.97,50,6.1,0.22,1,0,2.39,0.03,0.02,2.49,0,0.18,1,3,0.9,55,0,0.65,5,3.32,1.2,17,19,17.23,3,0.13,1,3.29,0.28,0.95,8,7,0.32,1,0.59,13,5.99,24.82,6.26,3,1,0.06,1,0,5.87,0.36,13,10.32,2,3,0.12,6,0,2.87,12,1,0.3,1,0,28,4
"14",0.37,7,0,5,1,0.08,0.71,2,20,4.79,33,1,56,11,15,9,5.96,8,0.02,1,101,2,0,1.3,0,2.92,0.01,0,21,0.02,0.19,0.91,0.56,0,1.2,0,0,0,0,1,70,0.03,4.42,8.51,0.17,0.04,9,0,1.04,0.14,2,0.5,0,0.65,0.04,1.61,1,0.01,2,0.5,0.01,0,0,0.04,4,4,0.94,14,8,0.13,19,0,0.31,1,4,0.32,2,0,36,8
"15",7.61,6,0,3,0,0.9,5,3.51,28,9,11,1,58,11,27,5,5,7,2.86,31.57,23,1,0,119,0,2.33,1,0,7,0.23,0.17,7,1.7,0.08,8,1,0,0.05,1,2,35,1,106.83,28.16,2,2.17,14.3,0.01,0.89,7.93,13,0.1,0.01,0.56,7,14.51,13.35,0.17,17,1,0,0.7,0.85,1.13,2,4,74.36,3,2,0.11,13,0,6.24,36.19,26,0.28,4.1,0,30,8
"16",5,7,0,3.07,0.81,27,9,14.37,2.63,29,3,3,37,7,18,3,1,9,1,3,1,4,0.08,28.42,0,2,18.5,0,3,3,1,10.52,2,0.36,7.33,0.7,1.25,10.44,32.37,1,21.7,51,15.48,11,0.13,2,1,2.22,1.07,18.64,12,16.96,2,1.08,363,8.88,21,2,34,1.04,3,13,0,0.81,1,5,23.3,124.85,8,1,5,0,1,52,7,1.19,2,0,23,19
"17",17,7,0,4.76,5,43,23,6.11,4,2,3,4.74,149,12,6,5,2,9,37.88,66,18,3,32,11,0,0.93,0.03,1,5,3,0.5,2,1,1,89.86,13,0.65,58,1,1,73,4,37,30,1.95,1,1,7,1.07,24,14.17,2.6,14.96,1.08,1,22,13,2.7,2,0.66,2,2.28,1.51,10.46,3.39,96,32,36.31,10,0.34,21.61,0,6.27,109,27,0.84,1,0,1,10
"18",125.69,1,0,0.07,3,21,71,1,2,35,7.02,2.02,1,35,3.42,2,1,1,8.37,9,96,1,1,2,0,0.01,3.7,3.24,2,5.79,0.35,61,5,5,30,1,1,1,2,1,35,5,59,13,5.77,1,18,2.54,1.85,34,26,6.02,1,1.08,72.69,143,9,2,10.67,2.23,0.32,1,3.59,4,3,2,26,25,0.09,0.23,3,0,8.86,11,85,0.58,0.08,0,97,3
"19",5,1,0,8.22,19.1,39,23,13.98,4,2,5,1.77,33.3,81,10,7.69,0.29,9,41,50,34,12,46,19,0,3,0,0.06,16,2,0.35,29,1,10,21,12.35,1.25,6,5,3,108,58,127,10,5.91,2,14,4,1.07,109,5.41,6.06,1,1.08,2,9,33,1,36,2.23,5,18.75,0.03,6,1.4,27,161,17,5,0.23,4.96,0,2,8,68,0.58,1.3,0,11,43
"20",34,2,0,1,1.89,6,5,0.46,16,10,13,2,13,17.43,14,13,11.66,2,10.09,8,2,0.03,0.69,5,0,1,0.07,0.04,9,0,0.15,10,7,0.02,9,0,0,8,0.1,2,3,2.41,24,15.05,1,0,2.51,0.04,0.79,53,3.78,0,0,0.49,1,17.86,4.26,0.42,9,1.9,0.03,3,0,0.75,0.36,51,63.96,0,8,0.1,8.4,0,6,13,5,0.25,1,0,20,16
