"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",4,2,0.07,0.06,8,1,2,26,30,0,5,37,0,0,0.19,0.05,5,0.77,40,0.14,0.23,1,14,0.09,7,0,0.04,0,0.03,0.01,13,1,0.03,0.01,2,0.05,1,1,1.78,0,0.03,0.91,0.07,1,1,10,43,0.06,1.1,1,0,19,0,0,0,0.48,0.3,0.01,0.01,0.01,1.21,0.86,1,0.02,0.01,0,11,0.08,3,0,0,0.16,13,1,0,6,14,0.56,13,1
"2",3,1,0.06,0.08,3,4,7,2,1.77,0.03,13,4.19,0.2,0,0.22,0.34,1,0.9,1,0.87,3,1,3,1.87,0.01,0,3,0.22,0,0.53,4,1,3,0,1,0.41,1,1,2,0.47,0.03,21.79,1,4.09,3,7,7,0.04,186,3.49,0,45,0.7,0,0.01,0.56,5,0.25,0.13,0.05,16.15,1,7,1,0.04,0,2,2,1,0,0.01,0.64,16,4.37,0,0.71,3,10,1,2.5
"3",9,4,1,0.03,7,5,0.84,2,97,0.04,2,4,1,0,0.11,3.27,0,0.44,0.29,0.01,12,16,2,1.77,1,0,1,0.01,0,0,1,0.02,14,0,0.01,0.22,1.22,0.01,0.22,0.14,0.03,0.42,0.05,2,24,10,2,0,80,3,0,11,0.02,0,0.02,0.28,0.34,0.01,0.01,0.15,0.2,0.5,2,0.17,0.06,0,3.12,3,0.02,0,1,2,119,0.11,0,2,3,31,10,0.14
"4",3,3,0.18,0,0.47,7,2,3,14,0.02,0.08,4,0.03,0.01,0.04,0.02,0.03,0.16,10,0.41,2,2,0.98,0.16,0.01,0,1,0.05,1,0.15,2,0.42,1,0,0,0.35,0.69,0,0.06,0.15,0.03,0.01,2,1,0.02,0.54,0.36,0,3,0,0,1.35,0.04,0.01,0,0.1,2,0.01,0.03,0.01,6,0.18,1.16,1,0.03,0,1,0.01,0,0,0,0.02,1,0.03,0,0.01,0.05,3,1,2
"5",1,1,0,0.03,7,0,0.13,0.09,0.05,0,0.1,18,0,0.03,0.12,0,0.04,0.47,0,0.02,2,0.03,0.05,0.25,0,0,0.01,0,3,0,4,0.04,0.01,0,0.07,1,1,0,0.03,0.01,0.03,1,0.04,0,4,1,4,0,1,2,0,0.17,0,0,0,0.29,2,0,0.01,0.02,3,0.53,0.02,0.01,0,0,0.08,2,1,0,2.69,1,8,0.01,0,0.02,1,0.08,2,0
"6",0.11,0.21,2.31,2,0.38,1,0.78,0.02,0.54,2,0.13,1.41,2,0,0.19,2,0,0.75,2,13,1,27,1,0.1,0,0,32,6,0,1,0.05,1,0.64,0,0.01,3,23,0.1,0.18,84,0.03,0.14,15,0.03,3.75,2.18,3,0,0.81,0,0,1,1,1,0.85,0.47,34,2,11.82,0,66,0.84,12,10.52,9,0,0.01,0.12,0,0,0,0.04,1,0.2,0,0,0.01,0.53,0.1,0
"7",0.33,0.34,10,1,1,2,1,0.01,1,1,1,1.82,0.06,1.06,0.33,2.32,0,1.33,1.04,3.27,1,6,1,0.13,0,0,1,0.35,0,0.54,0.5,6,1,5,0.02,43,10,0.04,0,17,1,0.01,18,0.16,1.44,0.36,1.05,3.67,1,0,1.03,2,1,16,26,0.83,1,1.25,29,0.29,39,1,20,4,4,2,1,0.07,0,0.3,0,0.13,2,0.13,0,0.02,0.02,4.24,0.19,0.03
"8",0.08,0,22,0.03,2,0.77,1,0,0.17,2.06,0.01,0.12,2,0,0.13,2.08,0,0.51,0.71,0.31,0.26,25,2,0.02,0,0,67,16,0,1,0.05,66,1,0,0.01,12,1.4,0.01,0.01,50,0.03,0,14,0.02,0.1,0.22,0.44,0,0.09,0,0,0.02,4,0.66,18,0.32,7,2,0.82,0,10,0.58,3.17,50,3,0,0,0.09,0,0,0,0,0.08,0.02,0,1,0,0.05,0.01,0.01
"9",2,0.23,3.77,10,0.43,0.31,1.77,0.04,0.35,2,0.02,12,1,1,0.25,2,0,1,0.01,15,1,34,2,0.74,0,0,11,7,0,0.67,1,15,3,0,0.01,2,9,1,0.04,5,0.75,0.01,123,1,5,1.14,0.08,0,3.46,0,1,0.1,1,1,6,0.63,71,1,3,1,43,1,2,4.66,1,0,0,0.07,0,0,0,0.13,4.24,0.03,0,0.01,0,4,0.47,0.01
"10",0.1,0.01,2,6,0.94,0.67,0.62,0,0.09,17,0.09,0.49,7,0,0.16,8,0,0.64,0.02,3.12,0.36,15,0.26,0.07,0,0,23,1.96,0,2,0.05,1,1.28,0,0,76,1,0.03,2,15,0.03,0,126,0.02,0.22,3,0.11,0,1,0.01,0,0.37,0.1,3,1.29,0.4,141,2,3.96,0.01,15,0.73,26,3.71,1,0,0.04,0.08,0,0,0,0.04,1,1,0,0,0,2,0.57,0.03
"11",36,0.17,54,27.39,14,22.77,3,0.17,34,1,1.3,130.79,4,0,0.2,3,0,0.81,0.98,1,2.89,174,13,5,0.03,0,6,36.56,0,6,1,44,14,0,0,7,66,1,4,13.2,0.03,0.04,24,0.14,5,1.96,48,0,1,0,0,1,0.03,2,0.21,0.5,2.45,14,24,0.16,52,0.91,11.59,2.63,0.21,0,1,0.01,0.06,0,0,0.01,30,11,0,0.01,1.11,0.93,0.63,0.01
"12",0.04,0.01,0.06,0.02,3,15,0.76,2,0.29,0,0.03,0.07,0.02,0,0.05,0.02,0,0.18,0.01,1,1,32,9,3,0,0,1,0,0.01,0.02,1,5,0.32,0,0,25,0.37,0.01,0.1,0.07,0.03,4,34,1,0.01,0.84,0.04,0,1,0,0,3,0.01,2.82,0,0.12,4,0.88,0.17,0,9,0.21,14,1.54,0.12,0,0.11,1,0,0,0.01,0.06,0.84,5,0,0.01,0.01,0.06,1,0.01
"13",40,3,3,0.07,96,17,1,2,7.28,1.4,0.45,9,12.26,1,0.48,1,2,1.2,10,1.34,20,58,11.97,47,0.01,0,186,1,0.01,3.27,4,20,6,0,0.08,22,21.19,0.01,4,1.75,0.03,0.12,6,2,0.09,5.38,9.84,3,10,0,0,46.2,3.07,5,0.04,1,228,6.08,1.92,2,13,1.46,62,11,0.54,0,68,0.08,10,0,0,2.06,130,1,0,17,1,25,41,1
"14",2,0.04,0.2,4,78,1.02,1,1,9,0.04,17,1,0.35,0,0.4,3.04,1.16,1.2,10,4,5,188,8.36,0.28,14.49,0,8,2,0,0.71,1.25,13,0.29,0,0.43,30,3.19,0.07,5,0.19,0.9,0.01,20,0.21,0.01,38,0.35,0,1,3,0,1.5,0,1,2,1,15.05,4,1,0.01,50,1,14,0.34,3,3,8,0.04,1,0,0,0.01,3.79,11,0,0.03,0,3,4,1
"15",0.6,1.05,1.1,1,16,5,91,0.23,1.35,0.01,1.01,6.12,0.01,6.92,0.49,0.33,11,1.98,0.1,51,77,112,3,7.07,0,0,30.61,5.93,0.19,2.93,5,10,229,2.15,1.79,45,2,2.01,2.3,1.26,1,60,443,2.25,2.89,11,1,5.43,112,0.04,1,4,5,34.34,0.08,1,39,13,8,2,288,1,9,24.2,0.74,3.71,2,2,0.08,0,0.03,0.85,76,1,0,0,10,6.22,1,0.03
"16",2,2.04,3,1,10.71,15,14.06,0,6.41,0,3.27,13,0.04,0,0.14,0.11,0,0.57,0.29,13.78,31,1,33,0.75,0,0,4.06,0.03,0,0.68,5.16,54,1,0,0,2.61,52,0.02,0.05,24.06,0.03,0.01,230,3.59,0.96,1,18,0,50,0.01,0,18,0.31,0.07,0,0.36,27,5,0.79,0,93,0.64,7,24,0.1,0,13,0.44,0.01,0,0,0.42,1.87,0.41,0,0.01,4,0.08,0.8,2
"17",0.91,0.04,9,0,0.47,0.13,0.42,0.02,48,2,10,107,6,0.01,0.46,11,2,1.2,17,0.02,1,2,0.22,0.07,5,0,0.03,0.01,1,0,0.25,0.01,0.59,0.16,0,0.1,0.22,0.03,0.05,10,0.03,16.43,0.31,0,0.38,13.53,1,0,0.12,0.04,0,343,0.02,0,0.83,1,1,0,0.03,0.03,1,1,2.34,5,3,0,0,3,0,0,1,0.27,11,0.01,0,0,0.07,1,0.03,0.02
"18",1,0.25,3,0.06,2,1,5,0.13,35,0.03,27,0.9,0,0,0.05,0.09,0.3,0.22,6,5,0.31,0.54,1,0.02,0.55,0,0.35,0.02,0.01,3,0.2,2,11,0,0,0.1,1,0,0,11,0.03,1,2,0.11,0.2,0.02,0.57,0,1,0,0,2,0.01,0.05,1,0.14,0.29,0,1,0,7,0.24,0.05,0.18,0.01,0,0.02,0.01,0,0,0,0,0.03,1,0,0,0.03,0.13,0.05,0
"19",3,26,2.21,1,0.13,0.13,6,0.05,1,0.36,3,3,0.06,0,0.27,25,10.58,1.09,31,0.82,5,2,1,0.02,0.4,0,0.25,1,2.02,13,0.17,0.22,50,0,10.4,0.02,149,0.02,0.14,1,0.03,23,0.28,0,2.58,158,1.57,0,1,1,0,1.6,1,0,0.51,0.68,22,1,6,13,0.4,1,0.45,2,0.13,0,1,17,0.05,0,1.67,2,7,0.01,0,0,0.02,1,0.01,0.01
"20",0.02,4,0.31,0,0.03,0.01,0.05,0,5,0.02,14,0.05,1,0,0.22,23,0,0.89,0.04,0.05,45,0.14,0,1,0.01,0,0.27,0.01,0,0.01,0.02,0.02,28,1,0,0.02,0.18,0.01,0.01,6,0.03,0.51,3,0.01,1,67,2,0,1,1.2,0,11,2,0,3,0.56,0.07,0,0.01,3,0.09,1,0.03,0.45,0.03,0,0.01,27,0,0,0,0.01,1,0.02,0,1,0.64,2,0.03,0
"21",25,0,4,0.03,1,0.33,1,0.02,0.34,0.5,0.08,0.36,0.02,0.03,0.21,0.03,3,0.85,1.62,2,0.16,2,0.05,2,0,0,24,4,5,0.25,0.03,1,1,0.05,1,0.31,0.6,0,0.03,95,0.03,4,17,0.03,28,0.06,35,0.04,1,0.01,0,0.08,0,0.06,3,0.53,0.06,0.05,0.03,0.05,0.3,0.95,0.13,30,0.14,0,2,0.02,0.34,0,6.35,1,1,5,0,0.25,0.06,0.54,0.01,0.01
"22",0.02,0,0.07,1,0.03,0.01,57,0.02,0.03,3,0.01,0.1,0,2,0.22,0,0,0.89,0.33,0.02,1.89,0.3,0.07,17,0,0,0.13,9,0,9,9,0.11,1,0,0.01,0.07,0.51,0.04,0.03,45,0.03,0.06,1,1,11,0.02,3,0.58,3,0,0,33,0.18,0.02,0.82,0.56,1,0,14,0.17,14,1,0.7,3,0.1,0.57,0.23,0.15,0.04,1,0,0.03,5,0.05,0,6,6,20,9,1
"23",0.19,0.11,1,0,2,0.07,0.49,1,0.41,5,3,4,5.41,0,0.37,6,0,1.2,0.52,0.05,118,0.44,0.01,0.02,0,0,13,8,0,1,1,0.2,3,0,14,0.02,0.17,7.18,3,2,0.03,0.73,4,0.01,0.28,0.19,25,0.26,3,0.01,0,1,15,0.01,0.15,0.92,0.03,0.01,0.02,0,0.16,1,0.02,45,22,0,0.09,1,0,0,0.01,0.02,0.05,2,0,0.01,0.3,0.11,0.03,0.02
"24",1,0.01,10,0.01,57,0.1,0.14,0.05,2,0.04,0.24,8,3,0.02,0.28,0.29,2,1.11,47,0.03,0.01,1,0.02,0.01,0.26,0,1,0.59,2,0.04,0.01,0.03,0.04,0.01,0,5,0.03,1,8,2,0.03,0.59,0.03,0,0.08,178,16,0,0.01,2,0,0.07,0.08,0.01,4,0.69,202,1,4,0.01,0.06,1,1,15,0.08,0,0.07,53,0,0,3.6,1,0.17,0.04,0,5,0.01,0.08,0.02,2
"25",5.1,0.09,3,0.01,5.04,2.73,105,0.18,1,0.07,6,140,0.08,4.67,0.33,2,10.53,1.33,7,0.59,3.91,11,2,0.02,1.11,0,0.9,2.6,0.06,0.75,14,20,26,1,2,1,2.69,6.46,1,0.86,1,1,2,1.94,0.71,5,67,3.67,1,3,1.03,116,5,0.11,4,0.83,4.99,0.04,4,3,3.14,1,15,1,0.28,2.07,0.66,0.76,0.02,0,2,5,4,0.5,0,0.03,1,80,2.78,0.46
"26",0.15,0.14,0.85,1.54,0.78,0.04,46,11,2,0,0.02,86,2,0,0.22,0.24,0.01,0.9,0.23,143,3,3,1,2,2,0,0.4,0.04,0,1.55,2,16,0.09,0,0,15,4,0,4,1,0.03,0,36,0.01,1,0.12,2,0,0.91,0,0,0.13,0.1,2.71,8,0.56,120,0.04,4,3,159,1,1,0.64,1,0,1,0.02,1,0,0,1,4.26,0.07,0,0.03,0,0.04,0.16,0.01
"27",1.07,1,1.07,5.28,8,0.94,15,0.06,0.14,1,9,0.63,0.01,0,0.14,1.81,0,0.57,0.7,2,5,45,0.07,0.11,0,0,3,15,0,4.36,0.07,19,4,0,1,2,157,0.16,0.01,2,0.03,0.28,59,2,14,0.79,0.46,0.04,7,0,0,0.17,5,1,0.58,0.36,17,0.03,0.05,0,7.71,0.64,0.79,1,3,0,0.07,1,0,0,0.01,0.01,0.68,0.01,0,0.02,0.01,1,0.02,1
"28",3,0.42,0.08,2.49,1,0.32,13,2,2,0.02,3.49,8,2,0.01,0.25,37,0.32,1,15,1,1,4,1,1,0.07,0,0.29,2,0,1,2,0.71,2.91,1,0.01,1,12,0.07,1,0.84,0.75,6.4,0.79,0.01,0.13,1,0.7,0,4,0,1,4,0.01,0,1,0.63,5.54,0.01,0.29,0.02,17,1,8,3,5,0,0.72,3,0,0,0.05,1,2,0.02,0,0.21,0.03,0.43,1,0.14
"29",0.07,0.01,2.21,0.02,0.08,0.01,11,0.05,13,0,0,3,3,0,0.05,0.33,0,0.2,0.36,0.08,20,14,3,0.34,0.01,0,0.12,0.13,0,1,1,0.13,0.13,0,0,6,0.15,0,1,5,0.03,0,1,0,3,0.28,3,0,0.06,0,0,0.07,3,0.13,0.19,0.13,23,0.01,0.3,0,13,0.23,56,0.5,1,0,0.01,0.02,0,0,1,1,1.11,0.01,0,0.02,0,0.08,0.14,0.01
"30",5,2,0,4,19,0.05,0.22,15,0.03,0,3,0.47,1,1,0.18,0.07,0.13,0.73,2,0.04,3,0.1,7,3,0.03,0,0.05,0,0,0.01,1,2,1,0,0,0.03,1,0,7,0.04,0.03,0,0.33,0.01,5,0,6,2,1,0,0,0.05,0.21,0,0,0.45,11,0,0,0,1,0.82,0.02,0,0,0,1,0.03,0.47,0,0,0,0.08,1,0,3,6,0.04,2,0.01
"31",0.07,3,0.02,0.2,5,1,0.3,0.02,0.05,0.01,0.12,0.61,0.14,0,0.02,0.02,1,0.08,0.01,0.68,2,4,1,1,0,0,4,0.01,0,1,1,2,0.06,0,0,1,2,0,1,0.1,0.03,0,5,1,0.02,1,0.03,0,2,0,0,0.04,0,0.09,0,0.05,0.43,0.06,0.03,0,4,0.09,1,0.08,0.02,0,1,0,0.01,0,0,0,0.11,0.24,0,0.01,0,0.05,3,0.01
"32",4,15,1,97.85,177,61,2,4.88,38,105.5,3,34,1,1,1,49,0,1,85.4,61,22,396,54,32,2,0,119,28,5,1,83,69,72,2,0.59,95,28,2,30.93,3,3,10.49,128,5,5,5,23,1,39,3.78,1.97,4,13.88,2,9,1,100,4,55,11,175,4.5,125,26,39.14,1.06,20,2,4,4.5,0.07,22.3,28,10,0,3,17,35,136,11
"33",43,22,293,2,206,43,5,5,26,6,13,10,9,4,1,39,5,1,8,5,21,332,17,34,4,0,116,181.5,3,1,21,105,18,15,8,109,5,32.5,4,18,3,2,236,7,2,1,18,1,63,2,2,2,1,7,4,1,183,12,3,1,441,4.5,221,28,17,7.5,31,48.08,2,4.5,33.5,8,23,35,0,4,2,43,87,1
"34",0.47,0.21,0.81,0.16,3,1,3.62,0.01,0.36,0.06,0.18,4,0,0.01,0.04,0.01,0,0.16,0.04,1.18,0.82,4,2,0.13,0,0,1,0.01,1,0.03,4,1,1,0,0,1,5,0,0.01,1,0.03,0,9,0.27,0.34,0.12,0.44,0,13,0,0,1,0,1,0,0.1,1.61,0.04,0.03,0,5,0.18,6,1,0.16,0,0.51,0.01,0,0,0.03,4,0.34,0.08,0,1,0.09,0.48,4,0.04
"35",90.48,15,97.23,1,306,48,61,1,20,4,54,1,12,4.65,0.33,86.79,17.75,1.2,32,16,103,592,26,55,12.11,0,133,60.23,5,13.28,35,142,7,0.01,3,231,365.85,2,24,1,0.03,2,412,8,28,16,26,3.65,141,1,0,225.99,4,4,3.79,0.83,28,6,7,0.74,451,1,366,29.35,10,0.57,8,3,6,1,11.12,2,167,65,0,11,1,292.65,148,12
"36",22,4,11,2,95.47,1,8,6,23,0.7,12,104.42,1,1.06,0.4,23,2,1.6,48,79,3,15,11.38,10.55,3,0,4.6,2.48,0,3,1.48,2,47,1.64,11.03,1,102,2.28,5,3,1,54.64,2,5,35,18,21,4.4,30,2.18,1.03,8,6,0.3,16.73,1,34,0.12,2.48,0.06,5,1,4,12.31,2,3,1,2,0.42,0,0.04,3,19,0.39,0,0.04,46,44,1.86,0.2
"37",40.77,39,6,9,1,2,16,8,9,16,8,46,12,5.6,0.4,49,4,1.2,31,82,5.25,3,0.61,0.6,3,0,3,6.9,5,14,1.02,4.66,2,1,3,2.26,21,0.01,0.17,27.16,0.9,8,4,0,3,4.73,11,1,1,3,0,2.54,3,0.37,8,1,17,0.05,6,2,2,1,0.81,2,27,3,1,0.67,0.75,0,1,0.31,3,0.25,0,0.05,1,0.16,0.06,0
"38",8.17,3,11,1.1,3,0.19,2.06,0.18,5.88,6,42,73,0.39,0.4,0.22,2,7,0.86,14,110,1,1,0.23,0.02,1,0,2.05,22,2,15,0.52,3,1,3,6,1.32,6,4,22,3,0.03,23,5,1,4.48,11,124,0.14,1.02,5,0,2.61,8,0.24,5.84,0.54,18,0,2.22,2,2,0.97,1,6,1,1,0.08,7.91,0.08,0.17,2,2,5,2,0,0.1,7,175,1,2
"39",0.01,1,0,0.03,0,0,0.01,0,0.01,0,0.01,1,0,0,0.01,0,0,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.02,0,0,0,2,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"40",0.02,0.03,0,0.02,0.01,0,1,0,0.01,0,0.02,4,0,0,0.03,0,0,0.12,0,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0.05,0.01,1,0,0,0,4,1,0,0.01,0.03,0,0,0,0.03,0,0.01,0,1,0,0,0.05,0,0,0,0.08,0.01,0,0,0,0.02,0.14,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0.07,0,0
