"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",20,0.24,0.01,33,37.44,0,3.36,0.38,3.86,51,20,0.2,20.12,3,16,55,0.16,0.01,3,2,3,1.12,8,35,15,0.16,4,1,5,20,21,1,0.41,0,11,1,6.31,9,5,5,2,0,26,0.08,23.74,41,1,25.3,2,5,26.49,5,6,0.04,1.18,4,0.53,0,10.97,26,1.67,1.68,1,4,6,3,113,0.25,0.08,43,0.2,14,22,13,15,24,18.88,2,1.53,1
"2",6.42,0.83,2.12,11,2,1,12.48,4.76,1,92,8.83,0.7,57.69,0.31,36,46,2,0.6,2,0.37,1,0.04,11,21,25,0.56,4,1,313,24,5.49,3,10,2,7,1.44,84,7.56,4,2,3.67,0,20,0.28,1,5.41,59,6,1.84,4,4,4,20.05,6.26,0.2,0.35,3,0,40.76,19,19,0.06,0.46,2,364,24,3,0,6,13,2,4,21,4,199,138,6.96,35.61,0.12,1
"3",11,1.5,8.25,25,9.72,0,0.72,1,7.95,14,63,1.19,37,2,14,1.01,0.24,0.5,6,1.45,8,2,3,27,20,1,3,1,2,27,2.77,3,0.3,0.04,35,13,5.82,7,0.21,1,4,1,14,0.5,21,4,5.5,25,4,5.92,30.4,6,2,11.25,1,5,1.31,0,0.85,8.52,34,1,1,6,15,25,6.99,18.76,0.28,143,0.23,11,6,15,7,23,2.71,1,4,2
"4",9.04,1,11,37,40,0,0.04,0.1,10,4,40,1.19,0.85,3,86,3,0.02,0.04,0.01,1.23,6,1,0,1,12,1,1.59,1,4.34,8.41,3.1,0.81,0.29,1,4,48,1,1,2,6,4,8,49,0.67,8,6.29,24,5,4,6,7,0.02,28.28,0,6,5,6,0,0,1.86,0.02,0,0,4,1.86,44,13,3,0.01,1,3.64,9,7,70,4.79,0.67,0.03,0.02,2,4
"5",12.87,0.84,0.13,1,10,0.11,12.19,2,0.57,625,6,0.7,5,1,3,67,17,5.31,11,1,1,1.37,53,15,24.24,0.56,2,13,5,38,21,9,1,5.01,44,51,21,10.58,9,7,3,0.01,8.88,0.28,4,11,21,2,4,2,5,18.32,200,6.29,7,6,22,0,8,22,3,4,3,1,299,15,187,1,3,1,1.11,4.69,2.54,5,70,13,13,29,0.05,9.36
"6",8,0.5,2.73,101,38.67,0,0.09,0.01,3,32.23,21,0.41,3,1,195,110,1,0.42,1,3,22,2,19,10,21,0.33,7.38,3,251,57.09,1,3.5,0.41,1,2.96,13,1,23,1.43,8,2,0,42.77,0.17,16.43,163,2.35,20,5,4,134,3,1,0.04,3,14,1,0,5.12,1,5.34,0.03,0.09,17,16,5,93.94,2,2.15,7.52,0.25,7,5,17,34,16,3.24,11,2,1
"7",5,0.58,2,21,6.63,0,0,0.04,2,15.98,17,0.48,3,1.35,1,3.3,0.39,1,0.22,3.4,5,1.34,19,61,7,0.39,0.33,1,5.75,40,12,44.65,4,0.97,8,17,10,4,8,13,6,0,27,0.19,54,66,16.89,300,4,1,29,2,6.57,0,2,14,3,0,0.34,1,2.65,0,0.01,5,2.92,13,1,1,0.13,62,0.01,6,8,8.38,2,10,0.11,0.25,2,0.94
"8",6,0.39,0.05,33,47.25,0,5,0,5.81,54,36,0.32,6,2,1,7,0.02,1.47,0.05,7,33,1,9,30,23,0.26,0.52,2,7.06,2,9,12,0.02,1,17,54,1,1,0.01,5,3,0.03,22,0.13,2,1,1.68,1,12,9,28.95,0.13,4.29,1,4,5,0.49,0,11,5.02,0.06,0,0.06,3,5.22,27,22.9,4.97,1,9.47,4,5,19,16,21,1.77,0.15,0.01,1,0.74
"9",6,1.2,0.01,19,85,1.4,1,16,1.89,209,29,1,9,1.06,221,13,6,0.02,4,1.05,2,0.6,2,30,13,0.8,2.89,2.14,66.28,54,5.87,7,6,4.43,4,14,4,3.88,12,1,6,0.03,6.19,0.4,6,33,229,28,1.25,7,6,1,91,9,5.9,1.86,58,0,78.2,8,74,1,0.06,1,17,33,17,0.49,12.28,141,2,5.3,4.73,62,149,78,16,20,2,1.53
"10",40,0.71,0.01,64.37,103,1.3,12.14,20.83,3,205,26.55,0.6,7,1,127,28,16.19,4.52,2,1,23.13,4.4,10,33,10,0.48,4,3,31,52,18,1,19,3,108,5,1,4,6,2,3,0.01,36,0.24,8,8,56,7,4,1,13,15.6,68,2.16,1,13,92,0,46.55,7,10,5,9.64,12,31,4,66,1.95,2,97,2,11,1,6,6,41,4,4,0.24,15.12
