"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0.39,8,0.4,11,0.03,1,0,1,0.32,1,0,15,0.15,2,0.19,4,2,0.02,1,0.01,0.02,0,0.3,0.22,0.13,84,72,138,0.02,13,6.11,0.61,0,0.05,6,1,70,0.84,2,63,1,9,0,8.3,0,4,0,0,2,0.06,31,0.23,0.02,9,1.3,3,0,182,3,8,0.33,155,1,0,0.46,2,2,1,0.17,0,1,0.08,0.16,0.05,0.67,32,0.13,0.08,37,0.24
"2",0.05,2,8,3,0.65,1,0,1.64,34,1,1,40,4.33,2,4,23,3,0.21,1,0.33,0.04,0.01,2,0.42,1,28,10,48,0.26,2,4,4,0,5,1,1,69,0.77,1,59,6,8,1.09,55,1,14,0.91,0,1,0.87,33,0.04,0.2,3,5.85,1,1,45,14,2,36,86,0.68,0.11,0.64,0.26,2,13,3,0,2,0.23,0.1,0.04,4.82,22,0.1,1,11,0.19
"3",1,10,11,2,0.05,0.03,0,6,1.83,2,0.04,14,0.31,4,1,27,2.36,0.04,2.01,0.01,0.01,0.03,2.06,3,0.02,15,97,157,0.01,2,4,0.14,1.52,25,4,1,54,9,7,50,1,5,0.08,1,0,13,0,0,7,0.13,3,1,0.21,11,48,15,0,53,10,0.59,1,6,0.22,0.01,0.41,4.94,9,1.4,0.14,1,1,0.07,2,6,1,40,5.33,0.16,7,0.24
"4",3.3,4,4.19,15,0.72,0.27,0,5,4,7.55,0.01,21,4,1,0.47,63,4,2,3.29,1,0,0.13,7,0.12,0.31,22,42,117,0.6,7,4.06,8,0.32,0.95,4,1.27,52,1.26,5.33,70,8,2,0.02,56,1,7,0,0,0.24,0.36,12,1,0.85,10,1,23,1.04,116,1,5,2,34,0.53,0,0.66,7,3,0.88,1.13,0,5,0.87,0.82,1.06,5,29,0.11,3,2,4
"5",0.01,10,4,42,0.39,0.42,0,3,4.14,1,0.02,9,31,7.45,0.02,45,6.57,0.31,1.64,0.02,0.06,0,3,0.47,0.12,64,62,116,1.05,1,1,46,0,6.49,3,4,158,8,5,145,3,7,1.09,9,1,7,0.91,0,1.1,0.22,48,3,1.42,12,11,49,1,278,88,5,1.45,30,1,0,0.64,6,2,1,6,0,2,2.79,2.73,3.85,1,2,0.32,1.27,17,6
"6",0.04,1,42,6,3,14,0,0,25,0,2,2.52,59,0.07,0,2.1,0.45,1,111,3,2,2,45,2,2,1.87,18.64,2,4,1,0,12,0.04,78,0.15,22,11.41,10,0.05,49,1.64,1.11,0,149,0,0.02,0,0,9,1,1,0.19,3,0.73,83,1.46,0,4,50,2,16,2.29,33,2,0.46,47,0.26,11,115,0.93,0.21,12,20,4,0.01,12,65,14,7.7,31
"7",2.92,1.07,35,0.71,24,7,0,0.26,36,0,2,1,41,0,0.01,0.14,0.02,1,200,24,5,3,8,15,5,7,1,0.21,6,0.02,0.01,11,1,18,0.07,21,0.19,45,0,6.27,0,1,1,56,0.92,0,0.83,0,7,7,0.39,0.04,3,0.02,402,1,0.92,27,0.21,0.11,3,0.52,17,1.14,0.58,41,2,14,111,1,0,9,149,7,0.01,0.62,10,6,3,67
"8",3.18,3,24,6.01,13,2,0,1,38,0.22,3,1.37,70,0.01,0,8,0.08,5,21,8,5.54,3,36,5,10,1.17,6.19,13,5,1,0,29,0.94,42,1.16,6,2.7,7,0.06,1,1,2,1.09,109,1,3,0.91,0,8,6,2,0.27,4,1,47,3.86,1,124,8.32,1.81,5,1,2,1.35,0.64,32,0.63,10,53,3,1,33,51,2,0.17,25.64,2,24,6,74
"9",2.92,9,99,34.04,13,3,0,2,26,1,1,4,107,1,0.09,3.13,0.02,8,79,11,8,5,35,10,2,1,9.73,3,11,0.11,0.09,44,2.17,29,5.02,6,1,58,0.02,37.43,0.02,0.15,1,17,0.02,3,0.01,0,27,11,13,1,2,1,127,5,0.92,1,2,0.04,12,3,1,1,0.58,32,1,7,64,0.12,0.03,16,30,11.49,0,2.37,7,29,0.88,40
"10",3.07,1,51,5,1,7,0,0.13,42,0.03,0.81,17.21,102,0.13,0.34,2.34,7,2,31,2,6,1,39,3,4,3,3,3,1,2.32,0,25,0.02,21,2,5,15.63,58,0.1,10,1,2.5,1,117,0.02,0.04,0.01,0,19,6.37,2.13,0.33,7,1,177,1.42,0.96,17,38,2,3,2.6,83,5,0.61,3,0.25,7,36,3,0.31,11,62,3,0.02,31,98,12,7.21,46
"11",1,4,44,0.59,0.02,4,0,3,0.22,2,0.17,56,0.22,5.38,3.67,1.35,4,0.02,52,0.06,1,0.03,1.29,8,1,17,1,43,3,6.62,1,0.19,0.5,19,0.05,5,2.93,4.81,1,127,3,37,0,122,0,0.2,0,0,4,0.22,1,1,2,1,28.79,7,0,4.99,3,4,0.53,6.59,4,3,0.46,4,0.56,0.45,6,0.04,5,6,21,0.1,1.44,1,14,18,7,88
"12",35,5,16,10,14.79,8,0,3,54,0.12,0.03,23,13,0,1,42.2,3,2.43,56,1.01,3,0.02,23,12,3,43,59,16,5,1,2,45,26,16,2,5,42,11.32,0.81,107,1.94,8,12,12,11,10,10,1,11,8.62,8,0,3.38,12.55,48,10,11,35,30,12.98,5,55,28,0.16,1,5,3,2,75,1,1.94,42,7.34,5.25,0.19,8,8,30,6,22.7
"13",1,2,3,11,2,7,0,0,32,0.08,0.01,9,5,0.08,4.67,4.81,8,1.8,86,0.48,5,0.07,30,4.41,1,35.67,59,39,1,4,5,0.71,0.03,28,0.04,8,57,6,0.09,124,1.81,16,1,87,0.02,0.02,0.01,0,9,11,22,0,2,4,1,14,0.92,12.27,10,0.78,13,2.22,4,1,0.58,4.08,2.17,0.42,41,0.01,1,2,1.11,0.1,1,0.8,38,24,38,3
"14",3.5,4,37,1,0.11,4,0,4,5,0.01,0.09,3,23,2,1,29,2,3,8,7,4,2,1.69,14,9,1,0.98,69,0.09,5,2,28,2,6.64,0.01,17,13,5.63,2,72,1,21,0.21,72,1.1,0.03,1,0,3,2,0.32,1,0.01,0.39,8.63,2.35,1.1,7.4,1.36,3,4,0.49,5,0.98,0.7,11,4,1,56,0,0.31,35,0.2,1,0.3,10,10,3,10,32
