"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",38.33,75,0.31,21.69,1.09,88,60,0.27,3,2,2,43.56,0,208.64,1.53,5,49.86,4.59,37,3,1.7,1,18,766.8,6.35,0.41,46.86,0.53,1,0.14,1,3,0,15.81,1,28,207.87,8,65,5.94,23,0.08,0.01,0.96,22,7.47,3,2.35,32,2,6,0,149,1,13,0.02,1,1,1,3.99,152,1,2,0.33,0.04,50,5,6.75,630.96,59,1087,36.95,214.8,11.75,15,1,24,5,0.66,53.83
"2",8.69,2,2,10,2.05,788,5,0.61,4,2,3,90.73,0,12,4.43,1,5.57,0,13,4,16.99,0,6,15,3,2,0.55,297.26,1,0.14,0.27,6,0,8.21,0.44,18,12,47.34,1,2,1,1.27,0.01,2.09,15.38,0.67,77.94,13.56,1,0.58,121,0,20,1,2,0.38,48,1.72,1,13,4.94,1,196.09,0,4,6,19.84,10.55,46.32,11.11,255,29.2,1,16.24,5,2,2,17,0.52,11
"3",99,11,2.76,76,1,5,71,66.03,0.73,1,2.86,23.99,0,25,1.53,104.44,73.8,82,0.38,13,1,1,10,147,6.35,23,15.59,18.75,1,0.14,132,8,0,76,22.01,87,216.97,235,1,93.65,4,2,18,1,3,0.73,8,6.66,432.44,12,369.43,0,1,1,1,3,10.67,38.23,1,205.43,1,19.42,257.98,17.26,3,220.54,45,99,6.93,247.54,1604,1.05,57.13,432,7,68.69,5.54,27,0.86,31.51
"4",18,6,1.98,1,1.09,1,7.25,19.13,0.78,0,0.02,5.38,0,6,1.53,1.64,4,3,0.27,0.47,33,0,4,7,6.35,3,0.43,0.32,0.5,0.14,8.06,6,0,0.97,0.28,15,2,8,0.03,2.76,1,1.79,0.12,1,0.78,2,2.62,0,9,7,21.04,0,9,0.75,2.06,0.44,0.12,3.14,0.5,7.56,3.58,0,1,0,6.78,4.49,6.15,1,1.47,70,34,0.05,0.97,1,8,9,0.35,1,0.25,4.94
"5",17.26,7,1.11,25,1.16,14,1.01,3,0,0.02,0.69,11,0,22,1,3.16,1,0.88,17.13,0.54,9.48,0.52,1,1,6.35,5,1.68,110.32,0.39,0.14,12,0.88,0,1.17,1,2,18,2,0.88,3,0.69,4,0,0.77,3,1.03,8,5.03,10.92,7.51,16,0,3.97,0.58,7.27,3,1,7.03,0.39,6,7,2,9,0.12,13.14,0.14,1,5.1,2,61,2,10.84,0.85,9,14,0.86,3,2,0.19,1
"6",13,67,0,1,1.09,0.12,0.27,0.6,0.02,0,0,26,0,2.04,1.53,1,0.55,0,0.01,0.31,0.25,0,0.03,35,6.35,2,0.4,1.14,1,0.14,6,0.11,0,1,3,0.11,1.03,92,0,7,0.11,0.01,0,0.96,21,2,1.98,0.09,0.06,1.06,0.02,0,1,1.5,1,0,0.03,0.07,1,17,52,0,0,1,0.01,0.3,50,0,24.52,33,4,0,0.61,3.97,0.23,1,0.25,0.81,0.5,14.48
"7",1,3,0.14,2,1.09,4.19,6,0.62,0.16,0,5.12,16,0,33,1.53,0.16,5,1,3,0.2,1.18,13,1,1,6.35,3.29,2,51,1,0.14,1.12,1.68,0,1.07,3,26,0.12,11,0.54,60,2.13,0.57,0.05,0.96,5,0.37,0.16,0.02,1,5,34,0,0.27,1,47.68,1,1.26,0.45,1,14,2.39,0.06,207.93,0,1,2,10.77,3,1,26,0.66,0.15,0.64,0.94,0.16,1,2,1.56,0.55,3
"8",34,3,7.84,7,0.72,29,16.05,1,4.88,0,0.13,68.9,0,7,1.02,0.01,1,0.09,2,0.51,5,0,1.55,6,6.35,18.14,8.73,0,0.24,0.14,2.24,2,0,3.19,3.05,28,1,2.81,0,1,0.05,2.49,0,0.48,1,2,1.19,0.01,60,11,22,0,0.64,0.36,21.98,0,8,1.86,0.24,17,15,0,0.89,1,1,2,10,1,1,65,22,0,12.24,8,4,2.36,2.74,3.43,0.12,37
"9",5.36,14,4,1,1.09,58,7,0.44,34.5,0.01,0.24,0.56,0,48,1.53,3,0.44,1.23,1.66,27.25,0.02,0,6.24,2.91,6.35,10.21,25.13,285,1,0.14,11,15,0,5,5.89,63,11,2,2,2.14,0.25,0.04,0,0.96,1,6.4,2.01,0.48,4,0.4,57,0,40,1.5,5,0,29,0.42,1,0.01,2.08,0,2,2,2,8.76,39,1,10.17,1.45,6.85,0.08,64,266,0.35,0.88,0.37,35,0.5,2.76
"10",47,9,3,10,1.09,11.14,1,1,1,1,0,27,0,13.03,1.53,1.92,3.57,0.38,1,0.03,3.23,5.46,4.43,209,6.35,0.02,0.01,6.18,0.46,0.14,0.04,0.02,0,0.02,5.92,0.35,1,22,0,0.01,0.02,3,0.01,0.93,0.03,0,10,0.07,32.42,5,1,0,31,0.7,7.08,0,1,1.76,0.46,7,18,0,0.29,0,0.1,0.44,4.9,3,3,41,146,13,18,0.78,15,7.83,2,0.27,0.23,35.07
"11",12,14.42,3,4,1.09,31,20,1,0.1,0,2,30,0,2.97,1.53,0.01,1,0.03,1.18,0.2,9,2,1,1,6.35,9,1,7.81,0.4,0.14,5.81,2.54,0,0.16,0.26,14,2.03,6.57,0,4,2.1,3,0,0.79,0.91,2,2.43,0.47,0.83,0.35,0.63,0,0.48,0.59,1,1,1.32,0.01,0.4,21.42,1.94,0.01,0.05,2.62,1,3,177,2.75,0.35,6.38,197,0,11,8,0.55,1,3,0.29,0.2,10
"12",4,45.72,3,1,0.49,2,1,3,0.43,0,0,71,0,8.99,0.7,0.02,7,0.35,0.15,0.02,1,0,0.18,11,6.35,1,0.16,0.32,0.16,0.14,41.59,4.62,0,1,0,3,1,0.03,0.01,0.15,1,1,0,0.33,4,5.06,4,0.01,4,0.36,1.37,0,1.51,0.25,8.46,0,2,2,0.16,0.32,1,0,1,0.05,5.89,0.24,3,3,2.4,11.11,27.28,0.05,0.12,21,3.6,3,0.08,0.07,0.08,3
