"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",33,10,1,0,2,2,0,4,107,0,45,18,0,7,2,0,56,30,51,4,4,99,0,0,4,0,1,0,9,0,60,0,10,0,0,0,0,0,8,25,139,115,11,0,5,2,4,4,3,0,0,0,33,20,62,185,0,3,55,36,18,3,51,6,36,5,3,16,15,4,2,2,101,0,6,1,9,10,205,25
"2",1,5,0,0,0,0,0,17,35,0,4,3,0,12,0,2,32,8,20,9,1,6,0,0,8,0,0,1,10,0,40,0,11,0,0,0,0,0,0,108,1,0,12,0,22,0,0,1,2,0,0,0,4,28,0,2,0,0,15,8,12,5,18,0,0,10,12,0,1,1,3,1,38,0,6,0,7,0,5,3
"3",1,0,0,0,1,0,0,2,2,0,27,14,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,1,0,0,8,0,8,0,0,0,3,0,0,14,28,0,1,0,0,0,0,4,0,0,0,0,0,26,3,20,0,0,3,0,0,0,0,36,0,3,0,0,0,1,0,0,3,0,1,0,2,0,4,1
"4",531,126,0,3,1,0,8,245,3,2,0,1,0,29,0,7,21,0,87,4,129,436,2,1,39,13,0,65,74,1,7,0,0,12,3,0,0,0,0,630,5,887,0,0,139,31,33,97,0,4,0,0,97,41,0,2,2,23,11,326,137,145,269,0,3,0,36,194,155,0,0,0,39,0,56,7,32,100,23,2
"5",21,4,0,0,0,2,1,17,3,0,19,15,2,5,0,0,5,3,11,0,1,15,0,0,1,3,0,3,0,0,44,3,0,0,0,0,0,0,7,38,55,44,2,0,4,0,2,6,0,0,0,0,0,2,1,3,0,2,10,4,2,0,13,1,0,5,2,7,6,0,9,2,1,0,0,0,13,2,80,6
"6",0,10,0,0,1,0,1,5,82,0,6,2,0,1,4,1,6,3,46,5,1,34,0,0,0,0,2,3,0,0,35,0,1,0,0,0,0,0,6,1,13,1,14,0,1,0,0,0,0,0,0,1,0,144,7,31,0,1,9,1,0,1,0,34,19,12,0,3,0,0,0,1,443,0,1,1,77,1,160,12
"7",0,0,0,0,1,0,0,1,109,0,2,0,0,0,2,0,6,7,0,0,0,6,0,2,0,0,1,1,1,0,1,0,7,0,0,0,1,0,0,2,22,0,11,0,1,0,0,0,2,0,0,1,1,13,0,36,0,0,1,0,0,0,0,18,16,4,0,1,0,0,1,0,225,0,0,0,2,8,43,2
"8",23,1,1,0,2,0,0,0,2,0,17,0,0,6,3,0,0,10,0,1,1,28,0,0,0,0,0,3,3,0,11,2,3,0,0,0,1,0,0,10,25,20,0,0,0,1,10,1,0,0,0,0,1,12,0,40,0,0,2,0,6,2,15,3,4,0,0,1,2,0,1,1,0,0,1,0,4,0,21,0
"9",3,0,0,0,1,0,0,1,0,0,16,4,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,3,25,6,0,0,0,0,0,0,1,0,0,1,0,0,14,11,0,0,5,0,0,0,0,1,24,2,1,0,0,2,0,1,7,0,0,0,22,0,8,0
"10",8,0,0,0,0,1,0,0,2,0,54,0,0,0,3,0,17,17,10,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,5,0,11,7,1,0,7,0,0,0,1,0,0,0,0,4,8,31,0,0,0,2,0,0,0,5,3,0,0,1,0,0,3,0,87,0,0,0,0,1,0,9
"11",4,2,0,0,1,0,0,2,64,0,37,2,0,4,0,0,10,7,11,4,0,23,0,0,0,0,0,3,0,0,5,0,4,1,0,0,0,0,3,25,18,11,2,0,6,1,0,0,0,0,0,0,1,1,0,16,1,0,0,16,1,8,11,46,2,8,1,1,13,0,0,1,2,0,5,0,6,0,16,0
