"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00163",0.05,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0,0,0
"Otu00082",0,0,0,0,0,0,17.9,5,0,0.01,0,14,1.47,0,1,0,0,0,0,278,3,36,0,0.03,0.02,0.02,2.4,0.01,0,0,0.01,0,1,0,0,0,0,0,0.04,3,0.67,0,0,0,0,0,0.15,0,0,8,0.06,0,0.7,0,41.8,0,0.17,0,1,0,0,0,0.01,0,0,12,0,0,0,0,0,8,13,0,0,0,0,0,0.57,0
"Otu00158",0,0,0.09,1,0,0,0,0,0,0,0.03,0.01,0.14,0,0.01,0,0,0,0.03,0,2,0.04,0,3,0,9,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.1,0.16,0,0,0,0,0,3,0,0,0,0.47,0,0
"Otu00372",8,0,0,0,0,0,0,0,0.08,0,0.04,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.05,0,0,0,18,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.26,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
"Otu00435",0.01,0,0.11,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0.06,0,0,0,4,0,0,0.26,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0.02,0.02,0,0,0,0.4,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,22,0,0,0,0,0,0,0
"Otu00079",0.01,0.03,0,6,1,6,0,0.01,0.01,0,0.28,0,0,0.02,0,0,0,3,0,0.02,0,0.02,0,0,0,0,4,0,0,0.08,0,1,2,0,0,0,0,0,0,1,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0.18,0.03,0,0,6,0,0,0,0.24,0,0,0,0,0.09,0,0.02,1,0,0.16,0,0.12,0,12,0,0,0,0,0
"Otu00557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00532",0,0,0,1,0,0,0.03,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.95,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0
"Otu00018",0,0,0.01,0.04,2,0.01,0,0,0,0,0.01,0.01,0,0.03,0,0,0.13,0,0.04,0,0,0.06,0,0,210,0,0,111,0.01,0,0.81,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.07,0,0,0,0.05,0,0,0,0,0,0,0.04,0.02,0.01,0,0,37,0,0,0,0,0.01,0,0,0.06,0.02,0,0,0,0,0,4,0,0
"Otu00060",122,42,1.03,0.04,2,9,1.07,22.86,9,107,25,0.04,10.4,28,1,16,1,33,0.01,0.28,35,17,2,0.05,118.2,0.5,172.23,6,17.92,25,2,4,13.97,0.72,7,2,18,0.03,0.01,2,0,65.61,2.45,14,1,19,0.05,56.61,144,80,0.06,17,58,68,14.19,2,8,12,0.02,16,51,7,0.37,134,0.02,0,485,0.01,2,5,23,0.25,2,23,2,1,16,0,0.09,1
"Otu00097",41,1,7,36,19,6,1.84,0.01,727,0.07,183,8,14,3.64,0.08,0.21,3,4,2,1.8,0.38,0,0.2,12.61,0.07,0.01,0,0.02,2,79,0,0.01,0,0,1.04,16,2.39,4,0.02,0,0.03,0.01,10,27.63,0,5,0,1.35,0,0,0,0.29,0.08,33,0,4,0.11,0.04,0.02,1.27,0,11,0,0.03,0,0,2,32,0,0,0,0.02,0,7,0,0.07,0,0,0,0
"Otu00067",29,0,2,9,3,0.01,0,0,3.53,0,47,0.04,0.05,0.04,0,0.03,0,0,0,0.07,0,0.02,0,0.53,7,0,45,0.14,14,0.03,0,0,0,0,0,0,1,0.06,0,0.37,0.02,0,0.07,4,0.04,10,0,0,0,0,0,0,0.12,6.32,0,0,0,25,0.02,24,1.54,0.04,0,3,0,0.01,0,10,15,0,0.04,0.02,0,0,0,0,0,0,0,0
"Otu00279",0,0,0,0,0,3,0,0,0,0,0,0.04,0,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,1,0,0,0,0.01,0,0,0,0,0
"Otu00107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0
"Otu00714",0.04,0.01,0,0,0,0,0,0,0,0,2,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,1,2,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.66,0,0.02,0,0,0,0.29,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
