"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",7,2,0.17,2,13,23,2,0.49,1.33,2.45,2,15.22,8,0,29,0,1,69,0,4.94,11,7,3,1,12,2.31,5,11,4,1.94,59,20.67,14.21,19,0,0.01,9,0,0.14,0,2.13,6.69,0.24,1.1,7,3.63,34,1,0.82,0.91,0,1,0.01,2,0,2,7,0.15,0.29,32,3,0.87,20,0,9,8,1.04,2.04,1,0,0,7,1,11,5,0,11.14,5.03,0,0
"2",191,13.97,0.87,9.01,26.44,8,5,1.08,1,4.44,117,43.69,2,0,4,5.72,1,47,0,0.09,24,132,5.07,1,29,4,18,12,28.11,2.22,54,3.9,76,23,0,0.34,6,0,0.69,1,4.85,9.98,0.88,2.63,5,7.5,81,3,3,1,0,8,0.17,2,8.67,10,3,0.1,1,6,16,5,2,0,5,17,24,5.69,2,0.01,2,9,0.08,31,6,0,1,2,0.08,0
"3",69,1.49,0.3,10.52,6.92,21.58,13,0.22,0.23,3,2,1,7,0,42,0,2.44,7,0,0.02,12,33,3,61,17,3,9,10.65,3,1,6,3,5.68,37,0.18,0,9,0,0.24,0,0.16,1,0.42,0.37,13,4,17,8,10,1,0,8,4,0.32,3,5,48,1,1.65,2,24,5.2,17,0,2,10,2,1,7,0.02,0.03,3,0.05,18,9,0,21,2.37,0,0
"4",66.23,0.87,0.71,12,21,35,6,0.14,2,1,2,1,4,2.43,94,0,2.7,54,0,4,30,18.25,1,62,22,0.93,17,8.34,16,1.94,7,0.35,13,1,1.04,0,22,0.05,0.57,1,2,7.02,1,1.72,7,1,19,5,0.12,2,1,19,1,1,0,5,9,0.35,0,7,31,2,7,2,14,1,0.22,8,22.98,0,0.01,2.43,0.14,36,6,0,8,4,2.34,0
"5",8,19,0.75,37,1,9,5.21,6,59.21,45,14,77,9.03,2.54,120,1,10,7,0,52.64,7,103,10,64,11,91.8,3,16,3,0,181,23,183,2,2.84,11,17,1,0.6,5.98,6,9.27,0.88,2,1,7,57.44,4,2,0.13,1,1,1,20.49,4,28.99,46,2,16,5.24,7,1.62,1,2.09,1.91,1.94,101,25,41,27.66,1,20,10,6.94,5.95,0,2,3.31,0.51,0
"6",6.43,0.29,0.29,39,0.27,1,1.66,0.03,0.41,5,1,1.3,5,0,3,0.75,1.08,25,0,0.23,16,23,1,52.23,12,1.17,13,8,0.39,0.53,44,1,12.85,5,1.04,0.04,8,0.01,0.24,2.35,0.35,59,0.41,1.09,11,0.81,21,8,0.48,1,1,15,1,0.07,0.03,4,93,5,3,10,9,3,9,0.82,1,3.13,1.19,2,2,0.02,3,0.3,0.02,13,10,0,2.43,2,0,0
"7",97,5.82,0.25,37,9,13,9,2,2.86,12.67,2,27,3.36,0,47.01,0,2,24,0,2.43,18,6.88,1,21.23,33,9,8,1.09,15.99,0.3,3.34,1,77,9,0.07,0,26,0,0.2,0,6.34,88,0.35,1,8,1,5,4,1,2,0,9,0.13,0,1,1,25,0.05,0.05,2,19,2,6,0,21,3.14,0.71,7,3,0,0,2.51,10,4,8,0,4,1,0,0
"8",53,111,0.7,7,5,7,5,4,1,203,11.11,17,13,1,372,4.63,7,15,0,5,7,134,2,122,13,4,9.63,5,112,1,244,13,47,6,2.66,9,21.72,4.77,0.56,0.57,34.06,75,0.98,0.18,9.55,5,3,1.69,9.03,2,2.38,27.25,23,17,1,2,9,1,1,2,43,6,2,1,13.76,7,36,224,30,6,7.43,12,15,5.73,1,1,31,0.87,2.8,0
"9",50,110.72,0.97,106.83,53,155,1,7.01,3,58,8.53,246,1,3.31,29,1,7.77,1,0,1,11.99,10,2,10,9,121,23,9,5,0.01,56,1,392,22,3.7,3,3.72,3,0.78,7.78,32,6,1,0.07,2,39,3.84,4.19,2,1,1,0.86,5,1,5.75,1,19,1,1,7,4,0.69,8,2.72,4,5,17,34.09,218,2,4.73,10,2,3.61,2,0.83,12,0.43,1,0
"10",4,25.11,0.5,14,31,30.81,2,17.4,3,1,1,16,1,1.7,67.17,0.01,14,75,0,1.32,3,13.42,2.3,27,22,6,26,1,2,3,9.67,1.42,38.85,19,0.03,0.01,17,0,0.4,0.01,3,6,0.7,3,7,10,25,7,0.04,3,0,4,0.46,0.14,0.25,1,20,0.14,2.23,6,12,7,19,0.01,12,13,23,12.01,5,0.03,1,13,1,5,6,1.2,2.25,4,2,0
"11",54,4.07,0.31,4.99,0.8,1,4.25,2,0.8,5,18.64,9.78,3,0.14,26,2,3,22,0,0.28,20,124,12.68,28,2,2,4,5.43,1,2.61,6,1,28.95,24,0,0.04,38,0,0.25,1,4,6,0.43,1,10,31,61,1,1.3,2,0,44,1.9,0.11,0.01,4,19.63,2,1.64,5,6,9,8,0,7,7,1,27,14,1.82,2,2,1,13,2,0,1,1,0.08,0
"12",60,16,0.17,9.21,1.33,19,7,0.29,0.7,3.44,6,13.33,7,0,80,0,1,8,0,2,20,17.75,1.73,13,43,0.47,16,1,4.41,3,6.48,2,53.04,44,0,0,5,0,0.14,0,3,2.36,0.24,1,4,6,18,8,1,1,0,14,0.03,0.05,0,2,3.49,1,0.01,13,30,1,20,0,4,3,1.41,4,62,0.38,0.01,0.58,0.11,8,10,0,0.6,6.23,0,0
"13",174,13,0.94,11,5.78,12,0.92,6.41,12,3,31,30,1.06,0,8,2,4,2,0,8,17.28,3,2,28,4.48,9,0.34,7,12,0,4,66,348,5.67,3.22,1,5.08,0,0.75,2.34,2,52,0.88,0.34,8,3,15.03,1,17.23,4,0,2,30.88,1,1,6,45,0.56,7,5,20,0.23,6,0,1,1.71,11.71,13,345,6,1.35,2.84,25,13,2,0,12,0.26,0,0
"14",84.73,2,0.48,1.7,9.06,2,1,1,4.44,320,5.31,7.05,8,0,7,1,7,13,0,6,9,24.26,4,28,26,0.03,8,8.13,1,2,21.62,1,9,22,0,0,8,0,0.38,0,5,10.42,0.67,1,6,18.04,36,5,0.01,0.28,0,6,1.87,0.09,0,4,23,1,0.49,10,18,8,27,0,12,3,0.32,8.57,96,1.05,0,18,1,4,7,0,16,3,0,0
"15",48.53,1,0.71,1,21,37,3,2.05,1.91,152.89,6.67,32,4,2.43,1,4.71,7,19,0,2,17,71,1,3,21,9.04,13,2.64,5,4,4,3.13,7,62,2.71,0.02,32,3,0.57,0.85,18.37,100,0.88,0.89,4,20.39,31,1,2.56,0.12,2.43,2,0.03,0.1,0.02,3.61,21,5,1.6,2,10,1,12,2,6,2,42,47,33,1,1,8,1.09,5,4.25,1.11,6,2,1,0
"16",104,14,0.27,15,11,2,2,1,16,14.16,10.76,42,12,0,9,0,5.4,61,0,8.65,15,5,11,8.78,39.09,1,28,1.9,17,1,15.27,40,16,23,1,0,22,1.82,0.21,0.02,1,1,0.38,2,8,5,14,6,10,0.46,0.66,4,5,0.05,2.68,5,4,2.31,0.36,11,52,1,12,0.03,3,2,15,76.73,35.65,9.93,1,3,5.37,1,1,0,3,3.96,0,0
"17",6,13,0.67,6,16,7,7,5,53,2.75,4.5,96,2.46,0,53.24,0,1.08,17,0,0.22,12,36,1.22,16.71,10,5,18,7,13,3,13.68,3,18.31,8,0,1,71,0,0.54,0,0.15,4.46,0.88,2,12,18,40,3,1,1,0,13,0.22,0.01,0.77,1,4.5,0.19,0.04,13,2,10,15,0,5,4,3.46,16,2,0.08,0,1,0.55,18,4,0,2,2,0,0
"18",19.79,1.9,0.29,6,42,3,2,3.41,0.13,53,1.85,19,1.06,0,12,0,10,1,0,5.02,10,6.93,10,5,67,2,7,6,7,1,60,7,8,9.48,0,1,18,0,0.23,0,3.66,14,0.4,0.54,8,1,35,5,0.03,3.04,0,11,0,0.51,0,6,25.45,2,0,28,3,1,19,0,4,3,12.53,3,3.49,0.01,0,4,0.17,4,4,0,2.1,1,0,0
"19",19,1.15,0.36,13.34,6.05,22,1,1,1.56,2,5,4.47,4,0,2,0,5,39,0,0.36,1,3,5,9.5,32,2,3,5.55,3.07,3,20,11,7.18,24,1,0,23,2.32,0.29,0,2.73,3,0.5,1,6,2,80,5,3,2,1.21,3,0.01,0,0.06,5,16,4.13,0,50,5,1,26,1,12,12,0.11,1.35,6.08,0.03,0,9.05,0.01,2,8,0,1,2,0,0
"20",1,2.88,0.44,18.28,7,5,7,11.8,2,2,6.58,8,1,1.12,105.63,0.02,2,14,0,4,10,3,2.47,13.86,32,1,17,5,11.62,2,7,1.56,141,27,0.07,0.09,12,3,0.35,0.03,5,5,0.62,1,4,10,28,4,0.16,1.98,0.13,18,0.2,0.05,1,8,87,6,0.04,13,9,5,16,0,10,10,11,40,18.36,0.06,4,8.06,3,17,3,0,23.06,3,0.03,0
"21",16,4,0.38,10.17,25,17,1,2,15.81,4,7,9,3,0,78,0,2.31,63,0,6,21,13,1,12.42,14,3.66,14,10,4,9,13.17,12,29,9,1.04,0,5,0,0.3,3,1,2.38,0.53,1,4,3,50,2,1.55,1.05,1,10,0.01,0.01,0,4,9,7.74,0,23,3,2.7,23,1.05,1.94,8,0.66,1,42.92,0.57,0.01,3.69,0.35,11,13,0,18.35,3,1.5,0
"22",137,87,0.87,44,1,1,5.7,9,12,25,7,26,4,2.97,65,1,1,4,0,5,4,7,1,58,26,14.42,1,5,1,1.64,21,9,281,33,1.16,21,2,5.95,0.7,1,11,11,0.88,0.68,9.33,2.55,18,1.61,5,0.31,0.01,3,3,4,8.75,9,91,2,1,5.05,1,6.44,5,0.01,2.41,1.26,9.02,112,5,7,0.61,13.68,6,2,4,1.7,1,2,2,0
"23",289,2,0.78,17,5,44,1,6.99,9,44,0.99,348,0.65,1.12,115,0,11.38,3,0,1,1,443,2,182,7,27,5.04,5.98,8,0.25,22,23,62,4,1,0.11,4.18,3,0.63,0.08,3.36,110,0.88,0.04,2.57,13,13,1,2,0.03,2.66,6.07,0.27,3,1,1,11,1.33,16.76,4,1,1,1.03,0.03,2,1.53,45,9,17,21,8.3,94,23,3,0.41,0,133.17,0.2,1.26,0
"24",3,3.7,0.32,17,1.69,119,1,4,7,28.76,1.54,75.39,1,0,8,0,1,1,0,2,21,29,1.04,38,33,0.67,25.59,9,36.15,2.06,35,6,313,21,1.04,0.02,22,0.01,0.26,0.08,1.16,3.13,0.45,1,4,1,24,7,0.11,1,1,24,0,2,0.04,12.72,4.15,3,1,2,4,5,10,0.91,2,3,63,49,5.12,0.16,3.43,25,0.33,1,3,0,0.14,4.26,0,0
