"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",2,19,0,4,22,2,8.82,61,3.99,15,12.39,11.73,15,0.32,24.96,1,10,19,0.88,1.01,94.75,1.3,0.28,0,2,42.78,0.49,0.06,5,2,10,4,15.68,1,0,0.22,8.82,9.63,0,11,201.81,0.26,1,10,9,2,0.23,0.98,2,1,88,4,40,2.34,0.26,42.18,5.56,12,53,0.84,3,0,0,0,27.9,16,0,0,15,53,1,6,0.44,0.21,62.5,9.18,13,52.44,3,0
"2",25,2,0,0.51,1.39,215,3,25.03,3,0.19,115,1,2,0.15,3,0.47,96,0.4,6.33,0.1,0.27,0,1,13.33,1.1,4,2.33,0.03,1,2,5,0.15,1,0.37,5.67,0.63,2,7.51,16.67,2,13,2.01,0.07,17,2,12,1.05,4.67,1.52,8,0.24,176,6,5.77,0.83,0.28,1,14.62,0.16,4,2.09,65.67,6.67,0,4.89,3.48,0.12,1.02,1,0.27,37,20,0.03,1,6.94,1.91,0.02,2.34,1.94,4.67
"3",4,9,0,2.47,6.08,194,15,23.2,11.07,0.91,7,2.37,3,7,19,1,31,7.81,0.88,0.55,0.2,0,0.45,0,1.41,22,0.79,1,15,4,30,0.35,4,1,0,4.42,3.26,2,0,5.21,1,1.42,0.25,51,24,4.41,4.32,1.53,5.95,11,1,1,37,1.09,6,1,2.98,60.91,0.38,1.12,6,0,0,0,2,15,0.21,0,1,1,14,7,3,0.34,79.57,15.04,4.63,4,4.44,0
"4",0.13,1,0,2,25,3,0.05,17,2,0.49,19,0.3,17,0.01,3,1,11.29,68,1.03,0.04,2.36,0,0.31,0,4.93,1,0.54,0.02,4,21,0.62,1,2.61,1.65,1,73,1.92,0.07,3.84,2,5,0,0.04,10,4.18,1.74,15,1.08,4.4,1,4,10.43,28.09,1.35,4.07,0.6,0.12,1,0.07,0.92,10,0,0,0,0.78,0.55,0.02,0,0.85,30,7,0.8,1,0.23,15,4,26.2,146,0.57,0
"5",31.86,179.68,0,17,32.66,46,7,266,197.46,17,6,6,4.66,0.05,49,21,739,6,1,0.02,129,34,4,0.26,2,0.87,2,1,3.83,130.54,12,1,0.16,1.35,1,250,26,5,50,3,76.06,3,0.25,13,9.22,2,60,1,1,1.53,24,23.25,3,1.07,53,5,8,5.56,69,12,1,197,20,1,40.4,3,4,18,0.17,0.11,3.75,57,3,3,6,0.13,16,1488.81,113,14
"6",0.81,1,0,12,6.07,9,0.09,7,2.01,28,5,5,20.93,0.1,10,2,9,29.06,0.88,0.07,6,0,0.23,0,2,2,0.39,1,1.2,1,1.32,0.04,1,0.47,0,19,9.23,0.74,0.02,2,5,0.84,0.15,5,6,7,5,0.79,4.85,1,7,4,2,0.14,0.03,2,8.47,2,3.03,0.68,3,0,0,0,2,0.91,4.05,0,1,0.56,5,6.85,1.06,0.17,53,0.61,1.59,1,6.24,0
"7",6,3,0,0.38,29,1,7,97,4,2,18,1,17,0.08,141,2.02,36,0.77,1,0,21.5,1,0.21,2.11,9,1.15,0.37,0.03,0.44,1,1.08,0.01,2.6,2.71,0.53,0.5,2.72,7.21,2.16,0.42,54,0.01,0.01,0.65,2.97,2,1,0.74,0.14,1,0.44,109,8,2,0.01,7,1.11,6.47,1,0.63,1.36,0,0,0,4.01,1.28,1,0,0.75,0.92,5,0.83,0.36,0.16,2,2,1.19,5.76,7,0
"8",3,419,0,3,0.31,27,15,15,13,0.05,1.48,2.16,2,5,9.04,11.76,623,20.48,1.02,0.96,1.99,18.98,1,1,2.42,45,1.44,4,5,0.27,527,4,0.1,0.07,9.49,0.33,0.69,1,0.01,1,33,9,1,6.21,17,4.75,0.39,1.53,1,29,0.34,103.77,398,6,1,0.27,4,8.69,6,1.12,0.72,110,11.17,0,42,2,1,2,14,12,6,3,6,1,3.2,0.07,0.13,26,12.64,1
"9",1,14.91,0,26.58,3,10,0.87,203,38,11,8,6,5,0.1,56,1,99,3,0.88,0.58,98.49,13.34,1,15.69,37,166,1.44,1,2,5.82,17,0.08,87.47,3,0.05,289.89,64.33,17,19.61,5,675,4,41.97,5,17,49,2,1.53,109.1,44,2,1,2,15,0,60.51,6,2,5,1.12,4,1,7.84,0,352.95,6,21.48,0.89,404,6.46,13,4,30.44,1,269.86,2,2.78,259.8,75.24,2
"10",3.56,7.69,0,4,65,172,7.68,31,38,1,2.27,4.7,0.93,2,44,1.85,18,12,1.03,1,91,0.3,0.27,0,10,0.58,0.47,2,0.39,5,2.49,1,8,0.72,1,0.07,5,8.86,0.01,10.66,5,0.03,2,0.13,13.1,1.7,1,0.95,0.44,0.72,11,59,5.55,0.01,1.27,12.19,4,7.4,11,0.81,2.17,0,0,0,13.14,3,4.86,0,0.12,1.19,1,29,1,0.2,7,0.05,12.63,39,19,0
"11",2,3,0,0.35,42,1,0.01,14,1.61,0.48,0.62,1,6,2,17,2,4,13,1.36,0,1,0,0.33,3.33,24,1.15,0.58,0.24,0.5,4,1.77,0.13,2,2,1,0.58,0.17,1,4.17,0.59,4.05,0.09,0,4.91,5.91,0.1,4,1.17,0.04,3.16,2,3,0.7,4,3.05,5,0.06,18.76,0.04,1,4,0,0,0,2,0.79,6,0,0.36,0.69,20,0.46,0.01,0.25,0.39,1,16,4.26,21,0
"12",4,1.16,0,0.54,1.62,2,0,18,0.69,1,1,2,3,0,3,0.59,10.31,5,1,0.07,1,0.06,0.21,0.01,0.12,1,0.37,0.01,1,3.21,2,0.15,1,1,0,2,4,0.28,0.46,0.72,15,6,0.01,1.32,9,6,48,0.74,2.83,0.46,2,1.6,0.77,2,0,0.32,0.21,0.09,2,0.63,5,0,0,0,0.31,0.36,0.34,0,26,0.04,41,9,0.01,0.16,0.11,0.65,1,0.08,6.01,0
"13",8,2,0,3,45.01,39,4.24,209.2,92,1,138,1.98,8.02,4,60,66,1113,2,1.79,1,10.65,0,0.88,0,3,31,1.44,3,8,3.82,119.66,29,49,2.98,1,1,1,12.78,3,17,9,1,23.51,1,137,7.46,81,1.53,11,13,3,78.12,30.59,6,0,4,8,190.95,1,1.22,46,0,0,0,106.06,2,14.9,0,221,1,23,4,7,0.66,161.58,14.62,2,17.92,104,0
"14",8,3.96,0,0.3,2.53,4,0.31,9.84,1.18,13,8.9,3,13,3,57,1,3,2.19,1.01,2,1.16,4,0.47,4.71,5,3.58,0.82,0.56,3,4,1,1,0,0.24,1.38,0.02,1.06,0.01,1.43,0.16,11,2,0,15,9.78,0.36,0.73,1.53,2,42.24,2,22.73,131,7,0.01,0.18,4,1,25,1.12,2.32,0,0,0,10,22,1,0,2.29,17,22,44.5,0.08,0.35,61,2,24,15.06,3,0
"15",0.95,18,0,1.68,24.65,2,2,9.33,3.33,23.1,7,7.79,1,3.19,27,7.3,35,17,0.88,1,7,0,0.2,0,22.3,8,0.35,1.32,8,17,53,2,1,3,0,16.54,8.2,6,1.18,1,75,2,0,1,2,15.15,13,0.7,27,7,25.58,156.3,4.5,0.12,2.57,1,7,2,0.09,0.6,2,2.09,1,0,4,5,0.3,0,0.47,35.03,52.64,19,0.24,0.15,20,2,0.6,11,3.09,0
"16",0.58,2,0,8,46,58,0.06,1,2.85,0.71,0.41,3,1,8.17,8.02,5,11.25,49,1.16,0.24,0.6,0,0.33,3.33,0.24,7,0.58,1,10,0.05,17,0.16,3.32,1,0,19,0.15,1,1.87,0.55,5,0.2,0.06,4,4,0.56,0.15,1.17,1,35,2.53,158.76,5.02,1,4.42,0.36,1,4,0.16,1,2.79,0,0,0,9,5,3,0,1,113.08,3,0.57,0.03,0.25,3.49,1.65,0.07,10,111,0
"17",11,1,0,2,15,1.06,0.41,9,191,1,3.62,0.09,7.13,0.26,4.04,35.72,16.68,0.92,0.88,1,1,0,0.4,0,4,4,0.7,1,1.22,1.66,5,31.92,1,0,0,3,0.12,0.01,0,1.1,28,2,0.16,11,4,0.12,26,1.39,3,0.31,6.26,31.25,104,0.01,0.15,0.43,2,0.25,0.76,1.12,5,0,0,0,22,30.8,2,0,0.26,3,6,15,2,0.3,1,0,3,2,26,0
"18",0.56,4.41,0,4,41,10,0.55,3,12,18.17,77.93,1,5.49,0,3.48,1,14,47,0.88,0.51,7,0.06,0.29,0.04,5.72,7,0.5,0.68,1.59,3,0.54,0.01,15.93,1,0,0.88,3,1,0.01,2.41,5.66,0.04,0.54,2,37,1.18,7,1,0.23,34,4,117,7,0.47,0,2,2.88,5,2,0.86,6,0,0,0,2.54,2,1,0,5,0.31,4,6.83,1,0.21,29,0.44,10,203.14,9.66,0
"19",5.99,20,0,3.82,73,189,1.17,47,21.23,8.47,3,1,2,3.36,152,24,30.86,1,1,0.42,8.98,0,0.33,3.33,1,8,0.58,0.01,4,9,11,0.24,3,2,0,24.81,1,2,1.14,2,1,0.85,0,1,1,1,9.9,1.17,51.75,21.37,43,49.92,8.82,15.42,4.42,22,2,1,3.25,1,7,0,0,0,13.97,1,6,0,5.08,9,22,3,0.03,0.25,10,20.58,28.42,1,6,0
"20",7.8,13,0,3.71,1,73,11,34,2,64,86.3,5,4,0.99,1,6,54,12.2,0.88,0.31,6.68,0,0.6,0,0.93,24.38,1.05,2.09,3.98,20,6,0.07,0.05,1.66,0,15.18,1,6,0,1,28,0.17,0,12.12,13,38.47,14.13,1.53,1,7,3,1,2,0.04,0.41,3,37.3,9.04,16.63,1.12,1,4.99,3,0,6,11,0,0,0.15,0.86,5,9,11.7,0.45,14,0.34,4,78.91,154.06,0
"21",6.82,2.76,0,4.51,9,8,26.13,17.51,3,0.78,3,2,93.31,0.22,7.94,13.82,11,1.9,0.88,2,2,0,0.51,0,3,2,0.89,4,2,6,23,0.2,1.81,0.05,0,24,1.24,0,0.01,2.78,1.27,1,0.09,1,9.74,5,2.32,1.53,14,16,17,1,2,2.49,4,2,1,3,0.33,1.12,13,0,0,0,6,33.43,0.01,0,0.46,173,36,42,0.02,0.38,92,0.18,9.83,47.27,6,0
"22",3,345,0,6,28,1,51.25,74,79,1,134.76,5,4.66,1,53,10,25,8.98,1,1,192,0,1,0,1.02,22,1.44,8,4,47.25,122,2,55.75,0.06,1.99,204,2.24,18.84,12.5,3,15.04,7,26.75,11.54,251.06,4.91,2.37,3.5,12,3,8,228,1,9,13.25,104,0.66,159,10.13,3,1,2.15,0,0,14.7,3.26,11.05,3,37,4,2,29,12.43,0.75,0.94,27.86,2,4.65,40,0.02
"23",42,12,0,5,1,42,0,2,59.93,15,16,114,7.64,1,1,6.06,3,75,3,1,118,3,1,6,2.36,212,1.44,0.05,9.49,20,1,4.24,64.2,2,1,77.52,47.21,19,14.39,10.45,27,2.77,0.11,11.73,3.69,1,12.14,1.53,15,1,5,12.26,1,0.06,0,11,1.71,15,3,1.12,35.39,0,0,0,2,1,0,0,41,2.05,2,184,7,0.86,4,2.3,1,1,28.36,0
"24",10,13.46,0,1,2,9,87.86,149.62,15.85,10.69,8,4.07,10,1,10,25,7,27,0.88,5.49,4,0.03,1.71,0,2,10,3,2,8.99,3,62.37,0.14,5.25,3.9,1.32,0.1,6,0.01,2.05,0.39,3,3.69,0.23,8.32,9,1,1,1.53,7,1,43.2,209.92,60.61,11,22.71,3.62,2,7,0.33,5.14,57.46,84.43,8.57,0,2,22.03,3,0,13,32,10,20,0,1.29,7,0.82,1,0.86,6.54,6
