"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",19,2,1.03,0,5.83,0.14,23,0.12,0.11,0.32,15,4,0.05,0.16,0.59,3,0.11,0.01,12,0.79,6,2,0.27,1,34,1,0.42,7,10,9,1,1.33,0.01,0.72,0.45,0.02,5.31,0,6,17,0,1,0.35,10,0.57,6.02,25,12,0.52,11,0.53,4,6,0.65,20,1,1,15,0.28,5,6,7,0.02,27,15,0.13,3,12.27,1,0.36,2.62,1.51,0.43,22,1,3.12,0.5,1.63,0.91,6
"2",17,4,7.39,0,3,0.12,0.23,13.82,12.62,3,0.2,8,0,1.01,24,6,2,0.02,11.92,4,3,2,11,0.52,4,1.95,2,28.56,8.36,13.6,0,0.24,2,0,0.52,37.81,2,5,61,10,0,15.51,3,1.7,8.38,10.24,5,6.94,0.06,16,1,12.74,19,0.43,51,29,2,1,3.52,3.85,28,9,0.79,14,8,1,29,17,0.57,0.3,41,10,0.23,5,28,1,1,5,6,6
"3",1,3.68,1,0.65,63,0.11,9,0.79,2.97,6.44,1,13,0.05,3,30,8.03,0.78,1.77,5.57,3,4,5.12,2,0.6,7,19.59,4.49,3,4,10,1,5.56,0.37,0.56,12.64,0.19,9,1,16,1,0,39,8.49,9.96,0.54,1,7,12,2,20,5,17,8,16,13,4,6.11,4.4,1.96,38,4,1,4,6,11,2,79,75.58,1,0.28,3.7,45.4,0.1,7,1,3.84,2,12,9.57,1.22
"4",30,4,1,0.55,9,0.4,64.02,0.01,21,0.91,0.3,22,5,0.1,2,1,0.29,0.27,4,1,2.47,1,38.32,1.19,4,0.04,4,73,0.14,2,1,20,3,1,0.02,27,17,0.09,10.09,4,0,424.63,39,0,2,25.51,7,2,6,4.11,5.25,17,9,8,22,2,12,3,1,46,4.56,11,1,19,3,1,24,11,3,1,47,53,8.4,15,22.44,2,1.21,77.59,10.16,6
"5",27,9.27,4,3.9,6,0.11,59,0.03,1,1.61,0.27,15,1.39,1,6.77,0.46,0,0.01,3,1.32,3,6,1.98,2.15,55,3,4.57,1,1.07,6,0.6,0.41,0.15,0.56,0.02,0.01,11,0.01,15.95,1,0,81,43.08,0.51,0.46,36,2,31,8,3,2,16,13,4.47,5.95,23,6.08,9,2,44,2,26,1,7,5.02,0,6,21,1,0.28,4,19.51,1,46,40,4,0.04,13,7.34,1
"6",2,1,0.46,0.6,9,0.09,62,0.27,1,0.3,0.06,27,0,1.63,2.05,4,0,3,7,1.81,1,3,2.95,1.8,11,0.58,2,48,0,1.04,0.04,0,1,0,0.03,0.29,40,0.04,14,13.06,0,26,1,1,1,2,8,106,4,4.42,1.16,2,4,9,1,1.94,9,6.23,1.16,1.89,21,24.05,0.06,23,1,0,13,1,2,0.22,4,1,0,2,4,1,0.98,9.7,28,1.37
"7",4,1,0.53,0.01,4,0.23,22,29,0.17,0.37,0.57,18,0.05,2,1,7,1,0.01,10,1,3,1,0.2,1,15,0.23,5,35,0.1,6.06,1,0.62,1,0.97,3.91,0.35,16,1,8,4.74,0,27,0.82,0.39,0.02,4,3,51,1.3,52,1,15,4,4.34,12,10.27,4,4,0.33,3.57,55,26,0,4,6.81,5,90,21.07,1,0.59,13.34,5.87,0.03,10,14.52,3,3,1.86,12,1
"8",3,3,0.73,1,8,0.18,19,0.07,7.1,1.01,0.06,6,0.01,2,5.56,6,0.01,0.03,3,2,8.99,5,5,6,21,0.2,1,18,0.07,23,0.01,1,1.01,0,0.09,1,30,1,6.07,14.1,0,43,5.01,10,1.03,2,7,16,3,6,5,9,1,11,32,27,83,83,0.83,1,9,4.16,0.12,8,2,2.16,5,20.25,4.41,0.46,24,6.71,0.02,6,17,1,1,13.55,27,1
"9",6,1,1.71,3,11,0.2,24,0.26,1,1,1,3,2.5,0.58,22,6.17,1.04,1,5,2.19,2,3.73,12.3,0.02,33,1.88,1.66,10,0.07,8,0,10,8,1,0.02,7,22,3,2,3.21,0,49,5.69,2,0.19,1,5,3,6,6.49,3.27,23,47,19,13,1,9,4.39,1,2,0.16,4,0.88,4,2,0,47,99.56,0.85,0.5,3,1,0.05,39,81,6,1,6.9,3.26,0.78
"10",17,6,2,0.19,6,0.18,8,1,1,1,1,4,0.05,0.11,1.28,10.88,0.02,2,2,19.33,6,2.38,2,0.14,4,2,1.16,23,0.11,5,1,0.52,4,0.92,0.18,0.05,22,0.08,45,5.54,0,140,98,1.96,0.02,77,11,8,0.63,8.1,0.78,17.05,5,17,57,2,1,3.71,2,3,1,9,2,9,2,0,28,57,1,0.46,1.34,25,0,7,34.54,3,4.47,2,3.7,5
"11",8,3,5,0,1,0.4,1.23,0.05,1,1,1.22,21,5,0.09,9,1,1,0,10,17,1,0.74,0.05,0.01,9,0.13,0.03,3.04,11,1,0.01,20,2,2,1.53,27,3,1.16,0.61,0.57,0,15.84,0.31,0,0.01,21,2,3,0.11,1.15,2,2.75,80,0.2,65,16,1.51,4,1,1,33,0.4,0,1,3,0.02,18,5.53,0.37,1,5,16.33,8.4,3,2.93,1.65,2,1,3,0.01
"12",15,2,2,0.01,14,0.74,2,1,13,3,4.7,40,0.05,4.28,0.46,11,8.24,0.02,2,3,4.04,2,3.09,4.67,16,7.63,28.39,106,1,9,1,36.86,0.42,0.97,0.08,0.08,1,3,10,15.73,0,55,7.3,6,0.04,2,5,17.91,1.33,3,1,26,9,11,15,12,3.79,1,0.7,19.95,34.59,3.97,0,1,4,0.84,13,13,2,1.19,7.02,15,15.03,88,7.37,3,1.29,767,6,21
"13",28,11,1.63,1,3,0.11,25,1,2,3,2.4,30.52,0.05,0.17,1.15,1,1,0.01,2,0.26,12,2.61,4,0.48,14,1,1,7.26,0,6,1,5.56,1.28,0.56,0.01,0.07,2,4,7,3,0,24,7,5,0.02,1,5,32,14,0.26,1,34,37,14.45,53.57,11,2,4,1,14.06,0.62,13.41,0.04,3,2,0,16,10,1,0.28,9,12.21,0.57,4,2.92,1,1,2,15,0.17
"14",2,2,4,1,2,0.19,13,0,4.68,1,0.01,9,0,0.36,0.01,1,0,0,0.96,0.37,1.31,6,35,8,12,0.01,38,19.1,0.01,11,0.06,0,7,0,0.01,0.11,9,0.14,0.43,69,0,215,9,0.03,3,1.99,3,1.72,8,3,3,21,3,3.99,50,5,4,0.48,0.15,0.48,0.39,0.67,0.02,2.87,3.18,2,12,1.84,1,0.47,3,2.92,0,55,3.29,0.11,1,1.43,7,23
