"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",25,4,0,0,11,0,0,24,3,0,9,12,0,0,0,0,0,41,50,0,3,0,55,0,24,0,0,0,28,0,1,0,0,0,2,0,0,5,6,0,0,21,0,9,0,30,15,1,163,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,21,2,0,3,22,0,1,29,0,12,35
"2",3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,9,0,1,0,8,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,2,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,4,0,0,8,0,0,6
"3",13,5,0,0,6,1,0,18,2,0,9,5,0,0,0,0,0,27,35,0,0,0,24,0,14,0,0,0,16,0,3,0,0,0,1,0,0,0,6,0,0,9,0,7,1,24,14,0,71,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,12,0,0,3,16,0,0,27,0,9,19
"4",4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,1,0,0,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,2,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,4,0,2,2
"5",1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,1,6
"6",0,0,41,0,0,0,1,0,0,1,0,0,7,10,0,36,0,1,0,14,0,54,0,46,0,1,5,0,1,2,0,0,0,6,0,2,4,0,0,17,11,1,4,0,0,0,0,0,1,0,7,0,57,7,6,0,19,4,12,25,34,0,4,17,57,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"7",0,0,33,1,0,0,0,0,0,2,1,0,18,12,1,50,0,0,2,16,0,64,0,38,0,0,3,0,0,2,0,0,0,8,0,1,8,0,0,21,19,0,3,0,0,0,0,0,1,0,10,0,61,11,11,0,32,15,13,40,50,1,3,12,60,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"8",0,0,40,1,0,0,0,0,0,2,0,0,13,11,1,40,0,0,0,20,0,92,0,38,0,0,5,0,0,1,0,0,0,10,0,3,4,0,0,15,7,0,10,0,0,0,0,0,0,0,4,0,64,16,14,0,25,11,11,35,37,0,2,18,58,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"9",0,0,25,2,0,0,0,0,1,2,0,0,13,11,0,33,0,0,0,15,0,52,1,22,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,16,7,0,6,0,0,0,0,0,0,0,7,0,46,19,6,0,19,10,8,20,30,1,3,11,37,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0
"10",0,0,25,0,0,0,0,0,0,2,0,0,14,8,0,27,0,0,0,12,0,49,0,27,0,0,3,1,0,0,0,0,0,5,0,1,2,0,0,13,11,0,5,0,0,0,0,0,0,0,3,0,47,14,7,0,19,7,17,26,25,1,2,9,51,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0
