"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",4,15,5,2,4,3,3.08,37.82,4,20.21,1,218,2,25,14,13,8,31,3.06,1,0.34,2,1.32,1,29,3,1,8.85,21,2,0.44,2.53,30,7,0,16.76,1,1.98,4,1,4.92,1,1,0.95,82.7,2.03,0.88,0.91,4.44,8,0.48,13,8,27,6,10,25.81,7,3,35,0.06,1,137,15,0.8,2.59,1,1,0.33,5,49,3,1.32,10.86,8.02,0.37,5,13,13,16
"2",5,10,0.04,0.05,1,0.01,0.02,0.41,23,0.68,0.01,0.97,6,10,2,29,16,27,1.28,13,0.07,0,0.02,1,20,12,0,16,68,0.04,0.02,0.34,9,0.37,0,1,0.11,1,4,1,0.05,0.44,0,0.02,2,1.38,0.02,0.1,1,0.01,0.13,6,4,23,1,8,2,41,0.86,21,0.01,9,61,10,0.7,1.1,0.14,0.04,0.05,11,26,8,0,0.14,9.4,0.32,1.56,4,1,1
"3",8,30,0.82,1,21,0,0.02,0.66,15,12,0.11,13.49,9,65,7,47,22,40,3,8,0.07,0.01,0.69,2.83,32,5,2.67,0.58,212,1,1,1,167,5,0.01,0.73,0.29,0.17,5,7,2,0.68,0.01,0.15,3,1,0,2,0.5,0.01,3,75,12,67,14,17,12,11,1,1,3,2.46,30,4,0,5,0.39,7.83,1,13,49,13,3,0.36,7,0.83,2,23,8,20
"4",0.31,23,0.04,0.13,0.16,0,0.03,1,5,11,0.03,2.35,5,7,1,31,15,6,0.75,9,1,0,2,1.89,14,9,1.78,0.44,15,1,0.67,2,46,0.52,0,3,5,0.22,4,9,0.02,6,0.05,0.03,0.65,0.23,1.33,0.27,1,0.21,2,8,0.32,93,14,6,1,14,1,12,0.85,1.35,76,7,1,3,0.08,1,1,9,89,55,1.03,1.49,2,0.56,6,5,26,11
"5",13,7,11,12.42,2,0.29,3,12.99,7,10,0.79,19,4,28,8,48,9,11,5,17,0.29,1,0.07,1,18,31,0.04,25.86,15,0.22,0.02,3,43,30,0,245,8,3,7,2,2.11,4.98,0.01,2.2,104,32,0.76,1.14,5,0.36,2.23,30,6,16,4,1,19,14,2.59,23,0.01,1,5,33,0.69,1.79,11,1,0.15,2,153,35,0,0.7,8.46,0.32,3,9,2.01,6
"6",0.25,0.32,32,1,37,7.31,11,156,1.09,1624,24,93,0.05,6,0.26,1,0.05,0.94,16,1.88,7,4,0.03,0,1.99,9,0,11,2,2,0.02,0,1.9,13,1,165,89,2,0.01,0,17,4,3,3,121,133,0,9,17,4,13,0.47,2.69,2.41,0.17,1.54,438,4,0,0.06,14,18,12,2,0,0.05,7,0,0.14,3,5.88,1.2,0,18,0.02,0.56,0.1,12,2,0.11
"7",0.16,0.19,6,52,5,1,7,30,3.07,184,14,2,0.53,6.73,1,2,2,2.41,63,4.73,5,4,0,0,1,1.46,0,12,16,0,0.02,0,3,49,2.63,135,8,16,0.73,0.15,18,8,1.27,1,61,27,0,39,10,1,5,9.74,1,8,0.53,1.64,217,4,0,4,3,27,6,5.71,0,0.23,25,0,1,3.15,11,1,0,14,1,0.27,2.7,5.57,1,1
"8",1,1,28,4,9,5,1,22,5,114,17,321,1.56,1,2.8,14,4,2,27,5.53,2,6,0.15,0.03,7,3.78,0.14,9,1,0.03,0.02,1,1,33,2.64,140,76,26,1,0.02,13,31,2,7,44,168,0,3,2,12,10,9,0.62,1,0.3,1.98,12,3.27,0.02,1,22,39,12,0.68,0,0.31,17,0,1,5,4,0.48,1,18,0.03,0.37,1,0.16,0.83,1
"9",1.87,1.05,18,51,9,5,7,62,10.34,593,4,91,6.62,14,1,76,1.36,3.48,35,4,11,8,1.06,1,14,11,0.01,25,8,2,0.02,0.1,3,94,2,4,79,46,2.21,0.05,4,23,3,7,276,102,0.02,24,5,6,9,9,0.71,12,0.33,0.8,88,8.39,0.01,1,10.21,16,1,2.86,0.65,0.1,15,0,0.55,1,2,2.82,0,24,0.01,0.29,2,8,0.97,1
"10",0.28,0.13,6,15,9,5,2,49,4,494,1,227,0.04,0.13,0.16,2.28,0.11,1.44,67,4,8,3,0,0,1.28,0.19,0,26,2,0.07,0.02,0.01,1.03,28,2,75,105,23,0.18,0.01,6,16,2,1.2,150,126,0,17,2,3,2,2,0.82,1,0.21,3,350,0.2,0,0.1,9,28,1.73,1,0,0.01,5.31,0,0.04,0.22,0.62,0.65,0,46,0,0.21,0.04,0.29,0.05,0.08
"11",0.16,26,1.7,24,2.47,1,4,10,0.59,22.77,2,75,1.38,2.39,9,39,0.34,11,10.32,3,6,2,3,2.83,9,2.62,2.67,14,4,4,1,2,4.32,23,1,74,68,1.34,0.14,2,15,14,2.16,8,185,22,0,6,19,13,1,40,5,16,1.09,3,67.21,10,1,1,11,5.87,30,10,0,6.84,0.85,0.3,1,0.72,10,14,3,26,1.27,0.83,4,10,7,7
"12",0.55,23,25,11.11,0.98,0.62,0.04,1,2,172,2,51,0.36,19,2,11.9,8,1,68,1,1,1.44,0,0.57,4,4,0,10,41,0,0.02,1,5,15,0.04,24.37,13,6,7,0.4,9,3,3,5.31,141,69,0,2.13,7.23,0.15,5,36,4,44,5,1.35,263,9.33,1,6,0.8,21,14,2.98,0,0.41,2,0,2,12,73,8,0.47,18.38,1,0.17,2.51,7,4,1
