"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",5.1,0.81,2.13,0,0,6,64.77,9,5,1,0,1,0.5,1,0.4,1,2,0,0.15,0.07,4.84,3,0.21,0.01,1,0,3.12,2.52,3,0,0,6,1,0.7,0,4,4.02,34.75,0.12,1,0,2.36,15,0,33,5,0,8.22,7,1,20,0,0,7,5,14,2,0.45,0.5,4,0.01,0,1.96,1.38,12,0.75,25,1,0.25,0,21,0,0.42,8,210.42,3,8.09,48,0.09,12.22
"2",0.05,0.42,1,0,1,9,0.04,9,0,0.18,1,8,0.29,0.57,0.23,0.8,0.31,7,0.01,0.19,0.02,1.43,0,0.09,6,0.01,7,0,0,0.22,1,27,0,0.4,0,1,5,0.16,0,0.04,0,9,1,0,0.43,56,0,2,1,0.01,12,0,0,4,0.02,10,0.95,7,0.29,1,7.87,2.75,1,0.02,0.11,2,6,8,1,0.01,0.4,0,3.35,2.32,65,4,9,3.11,0.02,0.56
"3",1,1,2,0,1,1,10,18,3,3.94,0,4,0.5,1,0.4,1,35.69,1,1,0.54,0.28,62,0,0.3,3.32,0.02,4,0.01,0.12,0.22,0.18,4,0,0.7,2,20,1.79,1,0,0.9,0,13.96,85,0,10.58,46,0,4,0.03,0.07,3,0,0,25,0.04,7,1,5.72,0.5,19.4,3.48,2.56,2,1.04,23.14,2,5,2,6.14,0.09,0.75,0.95,2,14,48,1.78,7,8,0.49,0.48
"4",2,2,6,0,0,6,1.18,15,9,2,0,12.66,0.2,0.39,0.16,1,0.53,1,0.05,0.07,1,1.56,2,1,4,0,19,0.44,0.17,0,0,1.1,0.03,0.27,0.47,1,1,12,0.05,2,0,5.77,10,0,10,26,0,0.63,4,0.14,3,0,0,4,1,8.12,1.34,4.88,0.2,2,1.09,0,4.71,0.05,0.12,0.4,1,7,2,0,1,0,2,17.96,85,3.44,9,1,0.12,4.02
"5",2,2,9,0,0,11,0.82,51,0,2,0,20,0.28,0.55,0.22,11,54.2,6,0,3,0.05,45,0,1,8,0,27,2,0.05,0,0.35,8,0,0.39,1,0.04,0.05,0.15,0,0.11,0,18,33,0,3.01,59,0,5,0.03,0.01,2.87,0,0,9,0.02,1,2,14,0.28,0.64,51,0.1,6.62,0.07,3.8,6,61,5,1,0,0.25,0.52,36,7,39,1,40,15.72,0,3
"6",0.31,158,71.76,0,7.33,0.85,88,83.05,95,10,15,0.87,1,1.08,1.73,2.95,308,0,65,0,13,346,37.8,0.09,1.74,4,0.72,36,28,15,10,0.03,65,1.12,0.32,141,96,142,95,72,23,3,130.76,372,1069,83.51,0,34,136,30,330,239,83,1071,35,106,91.6,0.64,5,114.66,0,10,3,60,8,52,44.72,496,0.02,987,461,19,14.94,37.53,23.62,7.47,0.14,4.21,1161,53
"7",0,3,2,0,0,22,2,7,0.05,5,0,10,0.31,0.63,0.25,6,2,2,1,1.25,0.02,11.53,0.04,1.96,16,0.04,48.48,2,0.03,0,1.73,9,0.2,0.44,2,0.68,0.63,1,0.13,3,0,21,1,0,22.84,34,0,3,0.01,1,2,0,0,10,0.08,7,3.77,27.81,0.31,0.01,8,1,7.5,1,1.26,6,7,5,6,0.09,3,0.95,9,6.85,98,2,23,6,0.02,4
"8",2,7,6,0,0.03,12,1,2,0.01,0.53,2,13,1,1.08,0.81,4,1,4,0,1,0.04,1.14,0,21,23,0,17,0,0.02,0,1,25,0,1.12,6.46,0.04,0.05,0.01,0,0.03,0,6,15.51,0,0.53,40,0,2,0.01,0.01,0.86,0,0,7,0.02,1.58,8.03,13,1.01,1,34,3.97,1,0.1,0.09,4,49,11,3,0.01,0.2,0,22,1.8,94,1,40,4.69,0.02,3
"9",4.78,5.2,1,0,0,18,0.95,4,0,1,0,17,0.47,0.94,0.37,4,2,3,0,3.8,0.08,25,0,2,2,0,35,0,1,0,0.24,4,0,0.66,3,0.05,0.08,0.05,0,0.21,0,5,12,0,2.42,30,0,1.14,0.02,0.02,1.05,0,0,11,0.01,22,4.34,16,0.47,0,11,0.46,1,1.03,6,1,3,17,1,0,0.96,1,3,1,83,0.78,51,2,0,3
"10",1,1.62,2,0,0.02,10,0.93,53,1,0.46,1,36,0.22,0.44,0.18,10,14,3,0,1,0,2.03,0,4.57,7,0,20,0,0.01,0,0.07,10,0,0.31,1,0.01,0,0,5,0.02,0,25,18,0,0.31,18,0,3.16,0,0,1.07,0,0,12,1,4,0.13,3,0.22,0.02,27,0.01,3.7,0,0.24,1,27,33,2.52,0.03,0.07,0.52,9,1,25,2,83,6.06,0.05,6
"11",1.2,9,1,0,0,9,1,1,1.65,0.89,0.09,3,0.12,0.24,0.09,1,4,0.01,0.01,0.14,2,7,2,2,4,0,26,5,0.48,0,0,1.07,0,0.16,0.17,5,6,0.73,0.25,0.81,0,11,3,0,1.82,29,0,1,1.16,0.12,4.44,0,0,28,1,2.53,1,3.27,0.12,4,1,0,2.82,0.09,1.18,0.31,9,5,1,0,4,0,2,1.17,3,0.52,7.38,1,0,2
"12",1,1,3,0,0,8.62,29.76,1,0.12,22.1,0.01,6,0.2,0.4,0.16,1,3,0.04,0.03,1.07,2,1,0,4.13,2,0,8,0.01,0.7,0,0.13,4,0,0.28,0.51,4,1,1,1,6.34,0,6,10,0,5,19,0,2,2,0.23,93.37,0,0,96,3,10,6.79,2,0.2,0.96,6.2,0.66,1,1,30,2,14,13.32,1,0.01,34.65,0,5,2,57,2,19.2,1,0,2
"13",1,3.56,5.38,0,0,8,3,1,1,1,0,8,0.5,1,0.4,1.69,14.59,0.36,0.01,0.92,0.06,10,0,0.05,5,0,23,0.07,0.03,0,0.07,3.79,0.02,0.7,1,0.13,0.41,0.39,0,1,0,3,20,0,1,4,0,0.2,7,7,1,0,0,12.5,0.01,13,0.05,2,0.5,4,3,0,0.61,0.33,1,1,44,4,0.01,0,1.47,0.52,1.59,3,14,4,3,17,0.05,0.55
"14",1,0.03,0.02,0,0.02,0.16,0.85,3.06,0,0.04,1,28,0.71,1.43,0.57,25,2,2,0.07,0.11,0.01,10,0,0.13,3,0,41,0,0.02,0,0,2,0.02,1,3.46,13,0.04,0.1,0,4,0,0.23,18,0,0.33,12,0,1,0.03,2,0.57,0,0,16,0.14,11,0,0.18,0.71,3,0.62,0,0.04,0.01,0.16,0.01,1,1.59,0.01,0,1,0.02,1,0.04,44,0.03,8,2,0,0.14
"15",0.82,0.2,0.19,0,0.01,0.46,11.77,0.92,2,1.29,0.03,7,0.16,0.31,0.12,6,7,2.49,0.06,1.02,0.25,1,1,1,1,1,6.41,0.02,0.13,0,0,2,0.08,0.22,1,1,0.05,0.76,3,11,0,2,9,0,2,1,0,0.61,1,2,3,0,0,9,5,1,4.83,0.2,0.16,0.02,0.37,1,1,0.15,0.42,0.84,52,1,2,0.04,6,0.52,12,1.25,43,0.32,30,6,0.25,1
"16",1,1,19.05,0,0,16,1.25,3,0,1.38,0,35,0.53,1.05,0.42,16,1,5,0,5,0,2,0,2,3,0,10,2,0.05,0,0.5,8,0.03,0.74,3.37,0.04,0.02,0.04,0.02,1,0,8,58,0,2,91,0,7,0.06,0.06,1.67,0,0,1,0.01,1,18,15,0.53,0.02,11,0.02,1,2,13,2,13,9,2,0,0.37,2,6,1.73,120,2,49,17.28,0,8
