"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",0,6,1.54,645,9.57,7,5,9,1,5.38,5,18,64,35,62.47,5.19,132,26,0.01,0,2.4,1,43,11,7,2.91,1,42,1,9,1.96,4,7,4,9,6,0.34,89,19,0.25,1,19,11,47,0.04,17.6,1,2.7,1.72,2,1,1.77,36,2,1.16,1,8.51,25,0.95,7.36,0.64,96,22.53,14.14,39,8,17,6,1.05,76,0.5,1,45,5,4,20,8,0,5,9
"2",1.36,0.04,2,38,3.77,10,0.11,0,0.8,0.22,0.03,17,2,1,13,0.03,22,20,0,0,1,0,19.74,18,11.17,3,0,3,2,5,3.23,0.17,1,22,5.81,18,1.54,6,10,5,21,21,1,99.05,0,0.24,4,5,4,3.1,2,0.01,80,156,1,26,10,41,4,0,1.95,17.86,40,6,1.73,33.2,27,10.02,1.04,23,0.33,0,7,24,6.96,10.74,21,0,11,1.01
"3",0.05,4,0.74,138,7,1,1,37.28,5,1,29,9,18,2,8,3,57,13.18,2,0.8,2,1.9,12.75,59,26.51,10,0.72,9,0.31,4,4,9.75,9,3,7,23,2,1,3,3,15,12,1.27,44,1.2,2,4.72,3.3,0.51,7,38.96,1,4.57,7.87,2.29,14.91,1.94,3,4,1,8,26,1.66,2,7,135,2,45,23.95,17,0.3,1,8,61.9,3.87,52,4.29,1,18,6
"4",3.8,0,2,21.65,10,2.3,2,5,0,1,3.52,22,3,117,17,1.04,22,20,7.33,2.67,0.4,0,1.19,140,1.68,4,0.01,0.64,1,5,3,0.14,4,57,33,39,1,19,3,0,5,19,2.33,4.39,0,1.16,20.84,38,1.13,5,5.33,0.07,11,143,0,9,31,23,3,14.67,0.8,16.47,25,19,2.36,39,31,19,10,2.56,1,8,85,62,0.01,1.43,11,5.33,3,12
"5",5.32,1,2,65,15,1,3,0.43,0.17,1.66,2.51,2,79.07,132,19,1,1,11,0,0.53,2.46,1.25,10,43,65,5,0.18,1,5,1,1,0.11,9.95,53,1,18,1,12,19,0,18,69,10,19,0.79,0.26,8,9,10.92,2,0.68,1,30,51,3,3,8,19,1.61,0.01,5.7,24.59,5,9,4,1.42,25,2,1,1,0.2,1.58,12.48,53,1.66,17.03,53,0,3,8.46
"6",0,5,1.62,46,4,5,5,6.97,10.66,5,12,4,22,44,51,6.34,34,3,0.03,1.04,50.73,0.16,59,110,10,1,23.93,39,1,7,0.7,4,132.55,5,1,36,0.3,7,7.71,1,3,24,10.8,3,0.12,20,9,2,2.71,2.44,130.3,3.16,17.75,61,4,3.88,3,2,3.9,9,0.34,136,58,4.07,9,69,1,17,2,11,0.61,1,1,26.36,1,2,9.43,1,1,13
"7",1,0,9,0.73,19,3,4,0,0.05,1,0.09,12.57,3.46,67,0.32,0,12,17,0,0,1,0,0.64,45,0.15,0.59,0.01,0.39,2,1,1,0,0.28,1.1,2,15,0.23,8,46,0,7,103,1,0.9,0,1,0.4,8,1.79,8,3.27,0.31,1.23,50,1,6,10,44,1,0,0.89,1,18,11,1,3,3,0.01,3.34,9,0.15,0.04,2.03,36,0,2,40,0,1.66,0.03
"8",0,18.02,0.22,615,2,8,4.23,20.35,3,0.4,25,17,14,15,4,0.77,3,6,0.08,1,10,3.03,4.38,10.77,19,13,3,23,2,6,0.22,1,48,22,1,1.33,1,6,2,2.77,2,91,0.65,9,1.91,2,3.73,1.86,0.45,0.21,3,17,26,5,2.14,1,3,1,4.35,7.02,11,18,2,1.13,5,18,2,9.3,2.7,30,0.48,1,71,2.12,2,42,16,2.55,1,1.36
"9",1,1.45,3.29,16.65,1,1.36,2,0.02,0.08,6.03,1.11,13,1,40,6,0,10,77,1,0.55,0.1,0.02,4,11,5,1.29,0.04,0.35,2,2.38,1.48,5,1,239,1,33,0.25,23,25,0,22,11,5,1,0,0.14,5,20.36,1,9,0.38,1,7,25,0.13,9,7,23,0.07,0,0.62,11,14,5,1,0.54,52,1,0.06,0.57,0.31,0,6.77,24,0.02,0.53,8,0,5,17
"10",2,0.26,6,4.17,5,9,0.09,0,0.1,1,0.55,29,84,99,11,0,7.18,78,0,0,5.6,0,9,10,1,8,0.01,0.03,1,2,2,0.02,4,3,16,17,1,1,16,0,7,60,12,16,0,0.12,8.5,22,2,6.07,0.81,0.18,13,56,2,4,13,6,1.58,0,7.9,3,17,15,3.08,1,5,0.27,1.96,24,0.13,0,5.32,32,1,2.91,14,0,2,0.86
"11",3,0.01,12,1.22,0.09,1,9,24,0.02,1.43,6,8,4,75,137,2,32.78,21,0.01,0.52,1,0,4,31,1.06,17,1,0.01,2,0.28,1.94,0,1,23,16,39,0.85,1,60,1,9,72,4,3.63,0.77,6,1,12,1.11,6,1.14,0,13,58,0.09,6,11,24,0.05,0.05,1,1.36,5,13,0.94,85,10,4,4,0.16,0.19,0.01,13.37,24,0,13,13,0,0.32,0.14
"12",1,2,7,24,6.27,6.89,0.1,0,0.05,3.29,4,12,66,73,19.01,0,25,110,0,0,1.5,0.01,1,60,28,3,0.1,2.08,1,2,3,0,2,5.37,8,8,1,2,5,0,6,51,8,37,0,0.2,5,10,6,4,1.13,0,4,36,1,7,10,10,3,0,0.35,2,20,12,1,1,88,0.08,7.37,3.61,0.11,0,5.16,92,0.08,9.76,12,0,2.75,6
"13",1,0.02,8,1,2.42,2,0.24,0.1,0.13,0.35,7,51,5.65,13,13,0,1,52,0,0,5,0,0.61,18,1,3,5,4,1,7.18,6,1,1,61,6,44,1,10.2,27.07,0,9,77,4,34,0,2,5,7,1,7,0.5,0,3,130,4.91,10,8,29,3,0.03,2,84.8,19,12,41.7,22.34,22,1.19,1,2.34,0.13,0,48,16,0.05,6,27,0,1,1
