"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",16.48,3,3,0,60,1.37,0.32,1.54,13,5,0,0.03,1,1,0,1.33,113,19,0,27,0.35,62,0.49,3.26,1,4,21,0.1,77,0.26,0.95,17.13,14.06,0.17,11,12,0,136,0,0.72,1,0,1,1,0.01,0.07,8,0.15,0.24,17,5,1.52,0,1,0.86,25.79,0.77,4.19,10.37,1.64,1,15,1,5.35,0.68,51.88,1,0.04,0,5,0,5,0.55,0.03,2,2,0.03,0.21,6,1.6
"2",238,0.02,0.35,0,14,1.09,1,69.92,1,3,12.2,3,6.37,19,0,2.48,4,1,1,8,1.55,13.09,63,6,0,0.1,1,3,3,0.44,0.23,3,1,0.29,3,68,0.5,206,0,0.17,16,0,0,5.99,7.8,2,0.3,45,58.99,2,23,0.26,0,5,1.1,1,1,0,0.85,3,77,87.6,0.33,48.31,1.17,1.58,1.42,1,0,4,0,4,0,9,0.61,11.98,0.06,0,0.82,8
"3",64,0.12,3,12,17,3,0.42,11,1.06,12,2.86,2,4,6.12,0,70.93,5.77,1,28,1,11,15,4,4.3,44,0.01,16,1,110.12,3,7,12.94,113,2,5.03,59,8,4,55,13.46,8,1,77,38.07,0.86,4,3,13.03,5.25,123,9,4,1,7.46,10,3.51,9,0.04,0.01,1,13,23,1.59,6.38,8,5,19.57,1,18,16,13,29.44,7,13,3,82,1,0,7.08,1
"4",7,0,0.37,1,2.51,13,0.69,215,42,28,4,6,2.92,9,1.43,0.62,7,28,0.06,4,0.45,3.54,39.51,5.27,2.76,0.02,218,328,12,1,1,2,6.69,1,2,43,0,65.59,0.1,1.18,83.74,1.93,9.8,0.01,14,21.77,1.57,13.25,1,4,15,2,0,3,1.1,7,4.53,0,0.06,3,124,50,1.21,1,0.91,8,1,3,0,3.23,0,4,1.3,3,19.17,1.02,0.72,0.01,3.99,3.49
"5",4,0,2,0,17.91,3.17,1,2,6,9,0,2,4,0.32,0,50.65,2,7.21,0,26,2,56,20,17.97,0.05,0.04,2,0.88,64,0.23,1.61,33.28,11,0.16,6,73,0,15,0,10,1,0,0,1,0,0.26,5,59,8,2,12,14.9,0,7.86,0.78,78,0.7,0.01,0.09,3.1,1,152,2,3,0.62,25,1.8,0,0,95,0,1,1.08,2.58,23.97,5,2.25,0,21.87,5
"6",9,1,9.31,0.86,9.5,4,0.04,15.11,2,14,0.34,2,6.95,0,0,10.23,13,12,0,82.54,1,17,3,4,0.11,4,13.6,8,3,0.43,10.84,1,4,0.29,1,78.38,0,27,0.32,6,40,2,11,0.54,13.57,0.04,3.06,17,8,190,64.86,8,0,6,1.1,17,1.29,7,1,3.26,41,74,7.61,7,0.91,18,18.44,2,2.57,11.29,1.04,15.37,13.72,10,44.79,0.43,14,0,2,3
"7",4,12.17,1,1,37,6.77,1,1,2,2,3,31.17,26.22,2,2,15,27.46,28,0.06,31,4.37,24.72,49,7,2,39.83,5,1,111,0.5,3,1.61,7.67,0.33,1.73,27,0,210,9.17,0.07,11.04,2.33,12.83,16.83,5.16,1,1.42,18,18,1,4.94,0.04,0,24,1.41,4,1.5,0.08,1,2,48.16,8,0.33,12,0.91,2.75,1,76.17,3,4,2,4,46.67,7,21.69,8,16,0.86,10,5
"8",16,0,9,0,8.88,3,0.07,5,5.87,54,0.04,0.17,1,0.42,0,54.53,1,1,0,7.45,4.42,46,1.71,6.47,0,0.03,1,1,7,0.61,9,4.3,11,0.41,1,36,0,2,7,5.11,2,0,0,3.08,0.04,22,6.27,4,0.53,7,1.23,5,0,4,1,3.08,1,0.01,4,3.45,52,19,1,0.28,0.91,20.85,24,8.94,0,21,0.97,1,0,14.88,74,0,7,0,1,1.03
"9",51,1,53.17,2.67,19,17.34,29.83,5,6,35,0.01,0.7,0.84,10,3.33,7,14.91,8,6.22,92,8.36,18,27,10.77,0,4,12,0.14,27,0.67,7,21.51,47,0.44,3,91,1.78,197.57,0.12,0.98,0.18,1,2,0.74,1.39,0.03,30.82,2.75,0.92,1,1.65,6.59,0,1,1.1,42,2,10.89,4,4.91,23,20,1,210.9,1,113,28,2.31,4,3,2.89,1.39,62.22,3.31,99,1,3,5.11,14,2.05
"10",5,5.47,70.23,0,2.71,10,58.23,6,12.78,106,1.09,7.22,0.53,1,1.96,308,1,14.38,0,96,4,1,2,1.1,2,1,5.47,1,6.33,0.39,12.01,17,5,0.26,1,89.31,0,288,1,6,39,1.83,1,13.19,0.03,3,3,1.52,38,3,9,51.36,0,5,1.1,1,1,6.4,26.24,2.47,5,37,7,9,0.91,95,2,59.67,2,6,1.64,1.8,0.84,8,5,0,37.6,3,6.72,6
