"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",4.45,0.37,61,1,3,72,39,4,16,58,2,14,4,7,126,12.99,30,1,1,7,429,19,3,1.16,3,3,1,3,17.29,102,24,101,3.98,0.27,74,39,2,2,59,34,2,1,15,0.87,13,5,8,1,18,57,0,7,5,19,2,28.06,0.03,16.89,2,28,3,88,31,44,3,8,15,12,27.36,1,45,529,37,13,3.36,1.44,11,5,14,643
"2",3,0.24,7,8.61,3.61,8,40,14,5,11,6,19.57,13,21,41,1.68,28,3.85,2.09,56,8,71,7,1,6,10,2.94,3,10,37,8,14,3,0.02,2,9.21,3,9,11,3,0,2,29.95,0.57,1,50,6.04,114,8,37,1,2,1,2,6,4.35,1,11,7,5,34,4,141,15,5.06,3,17,200,5.91,0.81,5,121,16,3,2.2,0.06,1,13,6.72,70
"3",29,0.57,215,16,0.24,20,38,7,10,9,1,135,89,10,22,1,4,1.63,1.67,7.47,100.38,5,2,20,90,43,0.48,1,63,3,21.81,12,20,0,44,10,2,69,187,1,4.91,4.75,1.22,0.96,4,21,15,18,46,3.71,5.47,3,1,51,1,0.88,2,1,1,6,4,19,36,43.33,2,3,3,1996,34,0.94,0.89,15,38,4.07,3,2,1,92,0.53,1076
"4",0.09,0.11,1,0,1.64,4,26,2,16,11.57,3,3,1,1,14,4.08,4,7,0.72,1,8,6,0.42,0.04,1,3.16,0.45,6.17,5.04,8,0.64,3,0.07,0.05,1,12,1,1.45,3,4,0,1.22,3,0.27,4.45,1,0.03,8,5.25,12,0,1,0,13,3,6,0.01,4,1,2,16,2,16,42,1,1,48,32,0.21,0.38,8.42,14,4,6,0,0.05,2,2,5,29
"5",7,0.35,13,1,3.63,2,20,3.82,5,9,2,4,5,5,72.66,1.35,5,12,0.98,22,403,140,0.74,0.01,1,2,7,13,8,5,7,4,0.08,2.39,4,4,2,5,4,4.43,0.01,0.13,30,0.82,13.29,11,2,83,8,71,0,4,0.53,4,3,1,0.02,4,3,4,1,21.06,3,2,1,0.29,21,4,5.75,0.94,38,27,13,14,0.04,0.02,6,11,2,136
"6",0,0.13,1,1,5,1,13.7,0.14,3.42,3.72,2,4,0.08,14,11,1.12,0.77,7,0.85,13,78,33,0,2,2.14,1,2,7,4,5.97,1,4,1,2,1,11,5,0.07,3,0.24,0,0,2,0.31,3,11,0.01,24,0.53,26,0.71,1,0,3,0.1,1,0.02,0.61,4.38,17,3,1,72,2,1,0.81,25,30,0,0.44,7,14,23.61,3,0.06,0.27,10,3,6.21,36.82
"7",2,0.11,1,0.08,3,5,29,1,6,6,0.62,28,3,2,4,0.31,1,5,1,13.85,132,2,2.09,0,1,2,0.01,9,2,1,0.19,6,0.68,0,9,1,0.01,1,9,1,0,0.05,5.3,0.25,2,1,0.79,26,2,21,0,3.85,1,5,3,0.66,1,0.64,7,5,1,3,139,19.26,0.68,2.1,4,57,0.29,0.36,3.6,2,28.81,7,0,0,3.88,2,1,91
"8",0.32,0.15,3,0.27,1,24,41,2,1.17,1,1,71,1,0.25,2.7,1,1,4.74,0.83,8,38,1,0.64,1,7,4.39,0.64,2,3,6,6,18,2,0.03,8,5,0.05,3,1,3,0.44,1,1,0.36,6,10,2,96,0.27,12,1.01,0.05,0.03,11,4.32,0.03,1.46,1,2,1.96,1,9,15.95,13,2,1,8,82,0.01,0.51,6,44,4.77,1,0.4,2,0.41,8,0.62,46
"9",1,0.15,2,0.01,2,3,32,1,11.79,7,1,10,8,0.8,12.28,0.18,5,5,0.72,125,56,21,1,0,1,3,0.23,2,0.96,4,3.52,5,0.08,0,45,8,0.17,1,1,4.35,0,2,5,0.36,6.24,16,0.52,9,4,6,0,0.24,0.14,9,1,0.56,0,3,0.9,7.67,11,3,14,2,0,0.06,1,19,1,0.51,1,1,24,5,0,1,0.74,4.44,1,12
"10",2,0.09,8,1,0.75,13,2,2.55,9,2,1,4,2,1.09,15.23,2.35,6,1,0.97,44,5,2,0.46,0.1,8,4,1.87,5,3,9,0.51,13.85,0.15,0.39,25,1,0.07,3,7,4,0.01,4,8.64,0.22,4.27,4,1,26,1,44,0,0.79,0.33,1,2,3,0.03,3,10,6,7.71,11,78,42,2,1,48,20,0.25,0.31,5.14,81,2,13,0,0.03,3,11,1,68
